,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-385187.308809,-39113.635926,10351862.910936,-628.518404,-360415.282687,
Tax Rate For Calcs,0.160562,0.101331,0.271874,0.078565,0.178689,
Normalized EBITDA,73830000.0,62861000.0,-27116000.0,50558000.0,63556000.0,
Total Unusual Items,-2399000.0,-386000.0,38076000.0,-8000.0,-2017000.0,
Total Unusual Items Excluding Goodwill,-2399000.0,-386000.0,38076000.0,-8000.0,-2017000.0,
Net Income From Continuing Operation Net Minority Interest,42810000.0,46630000.0,29682000.0,26782000.0,46244000.0,
Reconciled Depreciation,5540000.0,5287000.0,6248000.0,4033000.0,4038000.0,
Reconciled Cost Of Revenue,157573000.0,131880000.0,120780000.0,107594000.0,101468000.0,
EBITDA,71431000.0,62475000.0,10960000.0,50550000.0,61539000.0,
EBIT,65891000.0,57188000.0,4712000.0,46517000.0,57501000.0,
Net Interest Income,-3785000.0,6969000.0,-39694000.0,-10085000.0,28045000.0,
Interest Expense,14895000.0,5259000.0,-36079000.0,17420000.0,1202000.0,
Interest Income,11110000.0,12228000.0,-26573000.0,7335000.0,29247000.0,
Normalized Income,44823812.691191,46976886.364074,1957862.910936,26789371.481596,47900584.717313,
Net Income From Continuing And Discontinued Operation,42810000.0,46630000.0,29682000.0,26782000.0,46244000.0,
Total Expenses,199278000.0,170528000.0,161690000.0,144630000.0,141008000.0,
Total Operating Income As Reported,55765000.0,45845000.0,42268000.0,41136000.0,30195000.0,
Diluted Average Shares,305785714.0,310866667.0,294860956.0,296321055.0,308293333.0,
Basic Average Shares,285400000.0,291437500.0,280443489.0,282212297.0,289025000.0,
Diluted EPS,0.14,0.15,0.1,0.09,0.15,
Basic EPS,0.15,0.16,0.11,0.09,0.16,
Diluted NI Availto Com Stockholders,42810000.0,46630000.0,29682000.0,26782000.0,46244000.0,
Net Income Common Stockholders,42810000.0,46630000.0,29682000.0,26782000.0,46244000.0,
Net Income,42810000.0,46630000.0,29682000.0,26782000.0,46244000.0,
Minority Interests,2000.0,-37000.0,-19000.0,-29000.0,5000.0,
Net Income Including Noncontrolling Interests,42808000.0,46667000.0,29701000.0,26811000.0,46239000.0,
Net Income Continuous Operations,42808000.0,46667000.0,29701000.0,26811000.0,46239000.0,
Tax Provision,8188000.0,5262000.0,11090000.0,2286000.0,10060000.0,
Pretax Income,50996000.0,51929000.0,40791000.0,29097000.0,56299000.0,
Other Income Expense,-2399000.0,-1271000.0,37684000.0,-1962000.0,-2017000.0,
Other Non Operating Income Expenses,,-885000.0,-392000.0,-1954000.0,-1941000.0,-2368000.0
Special Income Charges,-2399000.0,-386000.0,-533000.0,-8000.0,-2017000.0,
Other Special Charges,984000.0,,,,1941000.0,
Write Off,1415000.0,386000.0,533000.0,8000.0,76000.0,
Net Non Operating Interest Income Expense,-3785000.0,6969000.0,-39694000.0,-10085000.0,28045000.0,
Interest Expense Non Operating,14895000.0,5259000.0,-36079000.0,17420000.0,1202000.0,
Interest Income Non Operating,11110000.0,12228000.0,-26573000.0,7335000.0,29247000.0,
Operating Income,57180000.0,46231000.0,42801000.0,41144000.0,30271000.0,
Operating Expense,41705000.0,38648000.0,40910000.0,37036000.0,39540000.0,
Other Operating Expenses,2480000.0,422000.0,25001000.0,578000.0,1553000.0,
Research And Development,7380000.0,6767000.0,6822000.0,6930000.0,6408000.0,
Selling General And Administration,31845000.0,31459000.0,9087000.0,29528000.0,31579000.0,
Selling And Marketing Expense,4842000.0,7135000.0,-12532000.0,6892000.0,4505000.0,
General And Administrative Expense,27003000.0,24324000.0,21619000.0,22636000.0,27074000.0,
Other Gand A,27003000.0,24324000.0,-51442000.0,22636000.0,27074000.0,
Gross Profit,98885000.0,84879000.0,83711000.0,78180000.0,69811000.0,
Cost Of Revenue,157573000.0,131880000.0,120780000.0,107594000.0,101468000.0,
Total Revenue,256458000.0,216759000.0,204491000.0,185774000.0,171279000.0,
Operating Revenue,256458000.0,216759000.0,198436000.0,185774000.0,171279000.0,
