,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-57572.665564,-77121.0,-224471.212034,-129864.0,-205063.875288
Tax Rate For Calcs,0.193847,0.171,0.215838,0.168,0.172323
Normalized EBITDA,32951000.0,26234000.0,27963000.0,32520000.0,27118000.0
Total Unusual Items,-297000.0,-451000.0,-1040000.0,-773000.0,-1190000.0
Total Unusual Items Excluding Goodwill,-297000.0,-451000.0,-1040000.0,-773000.0,-1190000.0
Net Income From Continuing Operation Net Minority Interest,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Reconciled Depreciation,8551000.0,8494000.0,8278000.0,7993000.0,7326000.0
Reconciled Cost Of Revenue,82878000.0,79220000.0,79535000.0,82636000.0,83790000.0
EBITDA,32654000.0,25783000.0,26923000.0,31747000.0,25928000.0
EBIT,24103000.0,17289000.0,18645000.0,23754000.0,18602000.0
Net Interest Income,-499000.0,-720000.0,-812000.0,-334000.0,608000.0
Interest Expense,1121000.0,1167000.0,1294000.0,1307000.0,833000.0
Interest Income,622000.0,447000.0,482000.0,973000.0,1441000.0
Normalized Income,18766427.334436,13740879.0,14421528.787966,19326136.0,15691936.124712
Net Income From Continuing And Discontinued Operation,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Total Expenses,112281000.0,109033000.0,107390000.0,110176000.0,111208000.0
Total Operating Income As Reported,22731000.0,16285000.0,19005000.0,21475000.0,17764000.0
Diluted Average Shares,29990000.0,30326000.0,30432000.0,30536000.0,30730000.0
Basic Average Shares,29739000.0,30013000.0,30082000.0,30300000.0,30511000.0
Diluted EPS,0.62,0.44,0.45,0.61,0.48
Basic EPS,0.62,0.45,0.45,0.62,0.48
Diluted NI Availto Com Stockholders,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Net Income Common Stockholders,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Net Income,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Net Income Including Noncontrolling Interests,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Net Income Continuous Operations,18527000.0,13367000.0,13606000.0,18683000.0,14707000.0
Tax Provision,4455000.0,2755000.0,3745000.0,3764000.0,3062000.0
Pretax Income,22982000.0,16122000.0,17351000.0,22447000.0,17769000.0
Other Income Expense,453000.0,106000.0,-1882000.0,533000.0,-1793000.0
Other Non Operating Income Expenses,750000.0,557000.0,-842000.0,1306000.0,-603000.0
Special Income Charges,-297000.0,-451000.0,-1040000.0,-773000.0,-1190000.0
Restructuring And Mergern Acquisition,297000.0,451000.0,1040000.0,773000.0,1190000.0
Net Non Operating Interest Income Expense,-499000.0,-720000.0,-812000.0,-334000.0,608000.0
Interest Expense Non Operating,1121000.0,1167000.0,1294000.0,1307000.0,833000.0
Interest Income Non Operating,622000.0,447000.0,482000.0,973000.0,1441000.0
Operating Income,23028000.0,16736000.0,20045000.0,22248000.0,18954000.0
Operating Expense,29403000.0,29813000.0,27855000.0,27540000.0,27418000.0
Research And Development,6326000.0,6190000.0,5670000.0,5031000.0,6086000.0
Selling General And Administration,23077000.0,23623000.0,22185000.0,22509000.0,21332000.0
Gross Profit,52431000.0,46549000.0,47900000.0,49788000.0,46372000.0
Cost Of Revenue,82878000.0,79220000.0,79535000.0,82636000.0,83790000.0
Total Revenue,135309000.0,125769000.0,127435000.0,132424000.0,130162000.0
Operating Revenue,135309000.0,125769000.0,127435000.0,132424000.0,130162000.0
