,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-4121107.201309,-386354.0,-284760.0,-3519390.0,303262.055783
Tax Rate For Calcs,0.221768,0.046,0.21,0.21,0.009423
Normalized EBITDA,209848000.0,165233000.0,262655000.0,208802000.0,243786000.0
Total Unusual Items,-18583000.0,-8399000.0,-1356000.0,-16759000.0,32183000.0
Total Unusual Items Excluding Goodwill,-18583000.0,-8399000.0,-1356000.0,-16759000.0,32183000.0
Net Income From Continuing Operation Net Minority Interest,12661000.0,-26160000.0,101908000.0,16949000.0,78866000.0
Reconciled Depreciation,121062000.0,123835000.0,128158000.0,123553000.0,124605000.0
Reconciled Cost Of Revenue,1135601000.0,1069243000.0,1083931000.0,1108319000.0,1128421000.0
EBITDA,191265000.0,156834000.0,261299000.0,192043000.0,275969000.0
EBIT,70203000.0,32999000.0,133141000.0,68490000.0,151364000.0
Net Interest Income,-51873000.0,-57967000.0,-54911000.0,-66846000.0,-69225000.0
Interest Expense,51873000.0,57967000.0,54911000.0,66846000.0,69225000.0
Normalized Income,27122892.798691,-18147354.0,102979240.0,30188610.0,46986262.055783
Net Income From Continuing And Discontinued Operation,12661000.0,-26160000.0,101908000.0,16949000.0,78866000.0
Total Expenses,1394732000.0,1314634000.0,1319603000.0,1347589000.0,1382757000.0
Total Operating Income As Reported,75868000.0,28400000.0,122439000.0,60107000.0,148502000.0
Diluted Average Shares,159734000.0,158677000.0,161071000.0,160991000.0,161705000.0
Basic Average Shares,158339000.0,158677000.0,159231250.0,159200000.0,159815000.0
Diluted EPS,0.08,-0.16,0.63,0.11,0.49
Basic EPS,0.08,-0.16,0.64,0.11,0.49
Diluted NI Availto Com Stockholders,12661000.0,-26160000.0,101908000.0,16949000.0,78866000.0
Net Income Common Stockholders,12661000.0,-26160000.0,101908000.0,16949000.0,78866000.0
Net Income,12661000.0,-26160000.0,101908000.0,16949000.0,78866000.0
Minority Interests,-1604000.0,-2346000.0,-1869000.0,-2166000.0,-2499000.0
Net Income Including Noncontrolling Interests,14265000.0,-23814000.0,103777000.0,19115000.0,81365000.0
Net Income Continuous Operations,14265000.0,-23814000.0,103777000.0,19115000.0,81365000.0
Tax Provision,4065000.0,-1154000.0,-25547000.0,-17471000.0,774000.0
Pretax Income,18330000.0,-24968000.0,78230000.0,1644000.0,82139000.0
Other Income Expense,-16583000.0,-32961000.0,35051000.0,-5812000.0,78829000.0
Other Non Operating Income Expenses,-6526000.0,3333000.0,9486000.0,4735000.0,-568000.0
Special Income Charges,-19896000.0,-7037000.0,313000.0,-16625000.0,31770000.0
Gain On Sale Of Ppe,-952000.0,-62000.0,4056000.0,-251000.0,-222000.0
Other Special Charges,2978000.0,,,,
Restructuring And Mergern Acquisition,15966000.0,6975000.0,3743000.0,16374000.0,-31992000.0
Earnings From Equity Interest,8526000.0,-27895000.0,26921000.0,6212000.0,47214000.0
Gain On Sale Of Security,1313000.0,-1362000.0,-1669000.0,-134000.0,413000.0
Net Non Operating Interest Income Expense,-51873000.0,-57967000.0,-54911000.0,-66846000.0,-69225000.0
Interest Expense Non Operating,51873000.0,57967000.0,54911000.0,66846000.0,69225000.0
Operating Income,86786000.0,65960000.0,98090000.0,74302000.0,72535000.0
Operating Expense,259131000.0,245391000.0,235672000.0,239270000.0,254336000.0
Depreciation Amortization Depletion Income Statement,121062000.0,123835000.0,128158000.0,123553000.0,124605000.0
Depreciation And Amortization In Income Statement,121062000.0,123835000.0,128158000.0,123553000.0,124605000.0
Selling General And Administration,138069000.0,121556000.0,107514000.0,115717000.0,129731000.0
Gross Profit,345917000.0,311351000.0,333762000.0,313572000.0,326871000.0
Cost Of Revenue,1135601000.0,1069243000.0,1083931000.0,1108319000.0,1128421000.0
Total Revenue,1481518000.0,1380594000.0,1417693000.0,1421891000.0,1455292000.0
Operating Revenue,1481518000.0,1380594000.0,1417693000.0,1421891000.0,1455292000.0
