,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-4597000.0,-7852000.0,-12334000.0,-8964000.0,-11202000.0,,
Total Unusual Items,-1096000.0,-25000.0,2102000.0,-753000.0,109000.0,,
Total Unusual Items Excluding Goodwill,-1096000.0,-25000.0,2102000.0,-753000.0,109000.0,,
Net Income From Continuing Operation Net Minority Interest,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Reconciled Depreciation,2000.0,10000.0,10000.0,9000.0,9000.0,,
EBITDA,-5693000.0,-7877000.0,-10232000.0,-9717000.0,-11093000.0,,
EBIT,-5695000.0,-7887000.0,-10242000.0,-9726000.0,-11102000.0,,
Net Interest Income,-1800000.0,-1709000.0,-1641000.0,-1401000.0,-1189000.0,,
Interest Expense,1826000.0,1744000.0,1725000.0,1494000.0,1269000.0,,
Interest Income,26000.0,35000.0,84000.0,93000.0,80000.0,,
Normalized Income,-6425000.0,-9606000.0,-14069000.0,-10467000.0,-12480000.0,,
Net Income From Continuing And Discontinued Operation,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Total Expenses,4625000.0,7897000.0,12428000.0,9066000.0,11291000.0,,
Total Operating Income As Reported,-4625000.0,-7897000.0,-12428000.0,-9066000.0,-11291000.0,,
Diluted Average Shares,63447000.0,63204000.0,,62278000.0,62233000.0,61976000.0,
Basic Average Shares,63447000.0,63204000.0,,62278000.0,62233000.0,61976000.0,
Diluted EPS,-0.12,-0.15,,-0.18,-0.2,-0.19,
Basic EPS,-0.12,-0.15,,-0.18,-0.2,-0.19,
Diluted NI Availto Com Stockholders,-7584000.0,-9605000.0,-12030000.0,-11238000.0,-12435000.0,,
Net Income Common Stockholders,-7584000.0,-9605000.0,-12030000.0,-11238000.0,-12435000.0,,
Otherunder Preferred Stock Dividend,,,,,,,0.0
Preferred Stock Dividends,63000.0,-26000.0,63000.0,18000.0,64000.0,,
Net Income,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Net Income Including Noncontrolling Interests,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Net Income Continuous Operations,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Pretax Income,-7521000.0,-9631000.0,-11967000.0,-11220000.0,-12371000.0,,
Other Income Expense,-1096000.0,-25000.0,2102000.0,-753000.0,109000.0,,
Gain On Sale Of Security,-1096000.0,-25000.0,2102000.0,-753000.0,109000.0,,
Net Non Operating Interest Income Expense,-1800000.0,-1709000.0,-1641000.0,-1401000.0,-1189000.0,,
Interest Expense Non Operating,1826000.0,1744000.0,1725000.0,1494000.0,1269000.0,,
Interest Income Non Operating,26000.0,35000.0,84000.0,93000.0,80000.0,,
Operating Income,-4625000.0,-7897000.0,-12428000.0,-9066000.0,-11291000.0,,
Operating Expense,4625000.0,7897000.0,12428000.0,9066000.0,11291000.0,,
Research And Development,3261000.0,6485000.0,11109000.0,7595000.0,9813000.0,,
Selling General And Administration,1364000.0,1412000.0,1319000.0,1471000.0,1478000.0,,
General And Administrative Expense,1364000.0,1412000.0,1319000.0,1471000.0,1478000.0,,
Other Gand A,1364000.0,1412000.0,1319000.0,1471000.0,1478000.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
