,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1036730.727703,1124432.0,63211470.0,0.0,8174.410021,,
Tax Rate For Calcs,0.004372,0.004,0.21,0.0,0.000101,,
Normalized EBITDA,-644069000.0,-538800000.0,-596522000.0,-651127000.0,-651520000.0,,
Total Unusual Items,237105000.0,281108000.0,301007000.0,-262910000.0,80921000.0,,
Total Unusual Items Excluding Goodwill,237105000.0,281108000.0,301007000.0,-262910000.0,80921000.0,,
Net Income From Continuing Operation Net Minority Interest,-539432000.0,-366171000.0,-397218000.0,-992475000.0,-643390000.0,,
Reconciled Depreciation,111088000.0,97959000.0,90843000.0,69473000.0,66183000.0,,
Reconciled Cost Of Revenue,531783000.0,463560000.0,443248000.0,412544000.0,470355000.0,,
EBITDA,-406964000.0,-257692000.0,-295515000.0,-914037000.0,-570599000.0,,
EBIT,-518052000.0,-355651000.0,-386358000.0,-983510000.0,-636782000.0,,
Net Interest Income,20569000.0,40326000.0,47554000.0,41539000.0,47880000.0,,
Interest Expense,23749000.0,11883000.0,10271000.0,8478000.0,6673000.0,,
Interest Income,44318000.0,52209000.0,57825000.0,50017000.0,54553000.0,,
Normalized Income,-775500269.272297,-646154568.0,-635013530.0,-729565000.0,-724302825.589979,,
Net Income From Continuing And Discontinued Operation,-539432000.0,-366171000.0,-397218000.0,-992475000.0,-643390000.0,,
Total Expenses,1062479000.0,926981000.0,967423000.0,970500000.0,967770000.0,,
Total Operating Income As Reported,-803047000.0,-691933000.0,-732950000.0,-770538000.0,-787417000.0,,
Diluted Average Shares,3057882724.0,3036317307.0,2840838019.0,2323971541.0,2310360525.0,,
Basic Average Shares,3056404834.0,3036317307.0,2840838019.0,2323971541.0,2310360525.0,,
Diluted EPS,-0.28,-0.24,-0.22,-0.41,-0.34,,
Basic EPS,-0.24,-0.24,-0.22,-0.41,-0.34,,
Diluted NI Availto Com Stockholders,-855306000.0,-731096000.0,-636904000.0,-949637000.0,-790251000.0,,
Average Dilution Earnings,-116051000.0,,,,0.0,,0.0
Net Income Common Stockholders,-739255000.0,-731096000.0,-636904000.0,-949637000.0,-790251000.0,,
Otherunder Preferred Stock Dividend,,,239686000.0,-42838000.0,,,
Preferred Stock Dividends,199823000.0,364925000.0,,,146861000.0,3901000.0,
Net Income,-539432000.0,-366171000.0,-397218000.0,-992475000.0,-643390000.0,,
Net Income Including Noncontrolling Interests,-539432000.0,-366171000.0,-397218000.0,-992475000.0,-643390000.0,,
Net Income Continuous Operations,-539432000.0,-366171000.0,-397218000.0,-992475000.0,-643390000.0,,
Tax Provision,-2369000.0,-1363000.0,589000.0,487000.0,-65000.0,,
Pretax Income,-541801000.0,-367534000.0,-396629000.0,-991988000.0,-643455000.0,,
Other Income Expense,240677000.0,284073000.0,288767000.0,-263065000.0,75854000.0,,
Other Non Operating Income Expenses,3572000.0,2965000.0,-12240000.0,-155000.0,-5067000.0,,
Special Income Charges,116360000.0,,0.0,-76000.0,-20228000.0,0.0,
Other Special Charges,-116360000.0,,,,,,
Restructuring And Mergern Acquisition,0.0,,0.0,76000.0,20228000.0,0.0,
Gain On Sale Of Security,120745000.0,281108000.0,301007000.0,-262834000.0,101149000.0,,
Net Non Operating Interest Income Expense,20569000.0,40326000.0,47554000.0,41539000.0,47880000.0,,
Interest Expense Non Operating,23749000.0,11883000.0,10271000.0,8478000.0,6673000.0,,
Interest Income Non Operating,44318000.0,52209000.0,57825000.0,50017000.0,54553000.0,,
Operating Income,-803047000.0,-691933000.0,-732950000.0,-770462000.0,-767189000.0,,
Operating Expense,530696000.0,463421000.0,524175000.0,557956000.0,497415000.0,,
Research And Development,273839000.0,251246000.0,280285000.0,324371000.0,287170000.0,,
Selling General And Administration,256857000.0,212175000.0,243890000.0,233585000.0,210245000.0,,
Gross Profit,-272351000.0,-228512000.0,-208775000.0,-212506000.0,-269774000.0,,
Cost Of Revenue,531783000.0,463560000.0,443248000.0,412544000.0,470355000.0,,
Total Revenue,259432000.0,235048000.0,234473000.0,200038000.0,200581000.0,,
Operating Revenue,259432000.0,235048000.0,234473000.0,200038000.0,200581000.0,,
