,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,574861.441481,939006.539825,2617514.044216,348705.371123,-233878.025704,,
Tax Rate For Calcs,0.324597,0.2462,0.160407,0.05176,0.239875,,
Normalized EBITDA,50686000.0,81484000.0,59929000.0,56728000.0,57270000.0,,
Total Unusual Items,1771000.0,3814000.0,16318000.0,6737000.0,-975000.0,,
Total Unusual Items Excluding Goodwill,1771000.0,3814000.0,16318000.0,6737000.0,-975000.0,,
Net Income From Continuing Operation Net Minority Interest,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Reconciled Depreciation,15855000.0,14614000.0,14138000.0,13975000.0,13865000.0,,
Reconciled Cost Of Revenue,230053000.0,209163000.0,209336000.0,200310000.0,202496000.0,,
EBITDA,52457000.0,85298000.0,76247000.0,63465000.0,56295000.0,,
EBIT,36602000.0,70684000.0,62109000.0,49490000.0,42430000.0,,
Net Interest Income,-4399000.0,-2989000.0,-4000000.0,-5185000.0,-4381000.0,,
Interest Expense,4399000.0,3251000.0,4256000.0,5421000.0,4381000.0,,
Interest Income,,654000.0,654000.0,637000.0,455000.0,560000.0,
Normalized Income,20553861.441481,47956006.539825,34872514.044216,35399705.371123,29663121.974296,,
Net Income From Continuing And Discontinued Operation,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Total Expenses,322508000.0,286962000.0,287993000.0,280875000.0,283661000.0,,
Total Operating Income As Reported,33103000.0,50313000.0,45237000.0,41316000.0,38573000.0,,
Diluted Average Shares,45238334.0,,45205037.0,45416308.0,47425017.0,48461538.0,
Basic Average Shares,43330641.0,,43403903.0,43457284.0,45443899.0,46666667.0,
Diluted EPS,0.48,,1.07,0.92,0.61,0.26,
Basic EPS,0.5,,1.12,0.96,0.64,0.27,
Diluted NI Availto Com Stockholders,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Net Income Common Stockholders,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Net Income,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Net Income Including Noncontrolling Interests,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Net Income Continuous Operations,21750000.0,50831000.0,48573000.0,41788000.0,28922000.0,,
Tax Provision,10453000.0,16602000.0,9280000.0,2281000.0,9127000.0,,
Pretax Income,32203000.0,67433000.0,57853000.0,44069000.0,38049000.0,,
Other Income Expense,5270000.0,21081000.0,16883000.0,7522000.0,2882000.0,,
Other Non Operating Income Expenses,3499000.0,17267000.0,565000.0,785000.0,3857000.0,,
Special Income Charges,,238000.0,13716000.0,4374000.0,,-30344000.0,0.0
Restructuring And Mergern Acquisition,,-238000.0,-13716000.0,-4374000.0,,-538000.0,0.0
Gain On Sale Of Security,1771000.0,3576000.0,2602000.0,2363000.0,-975000.0,,
Net Non Operating Interest Income Expense,-4399000.0,-2989000.0,-4000000.0,-5185000.0,-4381000.0,,
Total Other Finance Cost,,392000.0,398000.0,401000.0,,,333000.0
Interest Expense Non Operating,4399000.0,3251000.0,4256000.0,5421000.0,4381000.0,,
Interest Income Non Operating,,654000.0,654000.0,637000.0,455000.0,560000.0,
Operating Income,31286000.0,49295000.0,44970000.0,41732000.0,39454000.0,,
Operating Expense,85287000.0,70665000.0,71585000.0,73598000.0,74218000.0,,
Depreciation Amortization Depletion Income Statement,8687000.0,7480000.0,7066000.0,7008000.0,6918000.0,,
Depreciation And Amortization In Income Statement,8687000.0,7480000.0,7066000.0,7008000.0,6918000.0,,
Amortization,8687000.0,7480000.0,7066000.0,7008000.0,6918000.0,,
Amortization Of Intangibles Income Statement,8687000.0,7480000.0,7066000.0,7008000.0,6918000.0,,
Selling General And Administration,76600000.0,63185000.0,64519000.0,66590000.0,67300000.0,,
Selling And Marketing Expense,4800000.0,-43949000.0,20075000.0,21334000.0,5300000.0,,
General And Administrative Expense,71800000.0,107134000.0,44444000.0,45256000.0,62000000.0,,
Other Gand A,13900000.0,-85266000.0,44444000.0,45256000.0,12300000.0,,
Salaries And Wages,57900000.0,,,,49700000.0,47600000.0,51300000.0
Gross Profit,116573000.0,119960000.0,116555000.0,115330000.0,113672000.0,,
Cost Of Revenue,237221000.0,216297000.0,216408000.0,207277000.0,209443000.0,,
Total Revenue,353794000.0,336257000.0,332963000.0,322607000.0,323115000.0,,
Operating Revenue,353794000.0,336257000.0,332963000.0,322607000.0,323115000.0,,
