,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.21,0.21,0.21,0.21,
Normalized EBITDA,24120000.0,27466000.0,32193000.0,15636000.0,14189000.0,
Net Income From Continuing Operation Net Minority Interest,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Reconciled Depreciation,21684000.0,21429000.0,17987000.0,13573000.0,10332000.0,
Reconciled Cost Of Revenue,65018000.0,63700000.0,59323000.0,53010000.0,46771000.0,
EBITDA,24120000.0,27466000.0,32193000.0,15636000.0,14189000.0,
EBIT,2436000.0,6037000.0,14206000.0,2063000.0,3857000.0,
Net Interest Income,-2271000.0,-3518000.0,-3857000.0,-1160000.0,-927000.0,
Interest Expense,2571000.0,3621000.0,3988000.0,1860000.0,1049000.0,
Interest Income,300000.0,103000.0,131000.0,700000.0,122000.0,
Normalized Income,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Net Income From Continuing And Discontinued Operation,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Total Expenses,93594000.0,87908000.0,83825000.0,73697000.0,67415000.0,
Total Operating Income As Reported,-3715000.0,-3583000.0,5507000.0,-4966000.0,-10107000.0,
Diluted Average Shares,48220000.0,41814000.0,,39828000.0,31708000.0,31425000.0
Basic Average Shares,48220000.0,41083000.0,,39272000.0,31153000.0,30800000.0
Diluted EPS,0.0,0.06,,0.01,0.09,0.33
Basic EPS,0.0,0.06,,0.01,0.09,0.33
Diluted NI Availto Com Stockholders,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Net Income Common Stockholders,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Net Income,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Net Income Including Noncontrolling Interests,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Net Income Continuous Operations,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Pretax Income,-135000.0,2416000.0,10218000.0,203000.0,2808000.0,
Other Income Expense,5851000.0,9517000.0,8568000.0,6329000.0,13842000.0,
Other Non Operating Income Expenses,5851000.0,9517000.0,8568000.0,6329000.0,13842000.0,
Net Non Operating Interest Income Expense,-2271000.0,-3518000.0,-3857000.0,-1160000.0,-927000.0,
Interest Expense Non Operating,2571000.0,3621000.0,3988000.0,1860000.0,1049000.0,
Interest Income Non Operating,300000.0,103000.0,131000.0,700000.0,122000.0,
Operating Income,-3715000.0,-3583000.0,5507000.0,-4966000.0,-10107000.0,
Operating Expense,28576000.0,24208000.0,24502000.0,20687000.0,20644000.0,
Other Operating Expenses,3888000.0,3886000.0,3291000.0,2946000.0,2852000.0,
Other Taxes,15234000.0,17881000.0,17202000.0,14466000.0,13201000.0,
Selling General And Administration,9454000.0,2441000.0,4009000.0,3275000.0,4591000.0,
General And Administrative Expense,9454000.0,2441000.0,4009000.0,3275000.0,4591000.0,
Other Gand A,9454000.0,2441000.0,4009000.0,3275000.0,4591000.0,
Gross Profit,24861000.0,20625000.0,30009000.0,15721000.0,10537000.0,
Cost Of Revenue,65018000.0,63700000.0,59323000.0,53010000.0,46771000.0,
Total Revenue,89879000.0,84325000.0,89332000.0,68731000.0,57308000.0,
Operating Revenue,89879000.0,84325000.0,89332000.0,68731000.0,57308000.0,
