,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,453012.276247,-46480770.0,1189153.755269,-11954250.0,-5110980.0,,
Tax Rate For Calcs,0.001456,0.21,0.004952,0.21,0.21,,
Normalized EBITDA,-2062000.0,5641000.0,177963000.0,14255000.0,-6577000.0,,
Total Unusual Items,311126000.0,-221337000.0,240132000.0,-56925000.0,-24338000.0,,
Total Unusual Items Excluding Goodwill,311126000.0,-221337000.0,240132000.0,-56925000.0,-24338000.0,,
Net Income From Continuing Operation Net Minority Interest,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Reconciled Depreciation,83197000.0,77926000.0,82384000.0,60000000.0,37326000.0,,
Reconciled Cost Of Revenue,91039000.0,95589000.0,89075000.0,72937000.0,53641000.0,,
EBITDA,309064000.0,-215696000.0,418095000.0,-42670000.0,-30915000.0,,
EBIT,225867000.0,-293622000.0,335711000.0,-102670000.0,-68241000.0,,
Net Interest Income,-2759000.0,1089000.0,4049000.0,5175000.0,8152000.0,,
Interest Expense,6093000.0,2308000.0,,,,384000.0,
Interest Income,3334000.0,3397000.0,6034000.0,5175000.0,8152000.0,,
Normalized Income,-91218987.723753,-121510770.0,-102507846.244731,-109391250.0,-65221980.0,,
Net Income From Continuing And Discontinued Operation,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Total Expenses,241825000.0,237162000.0,250357000.0,187456000.0,138259000.0,,
Total Operating Income As Reported,216146000.0,-233874000.0,188202000.0,-121513000.0,-117041000.0,,
Diluted Average Shares,,329508458.0,,286243674.0,264625308.0,262358332.0,
Basic Average Shares,,329508458.0,,286243674.0,264625308.0,259506242.0,
Diluted EPS,,-0.9,,-0.54,-0.32,0.81,
Basic EPS,,-0.9,,-0.54,-0.32,0.82,
Diluted NI Availto Com Stockholders,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Net Income Common Stockholders,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Net Income,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Net Income Including Noncontrolling Interests,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Net Income Continuous Operations,219454000.0,-296367000.0,136435000.0,-154362000.0,-84449000.0,,
Tax Provision,320000.0,437000.0,679000.0,32000.0,55000.0,,
Pretax Income,219774000.0,-295930000.0,137114000.0,-154330000.0,-84394000.0,,
Other Income Expense,311370000.0,-221244000.0,240864000.0,-56835000.0,-24305000.0,,
Other Non Operating Income Expenses,244000.0,93000.0,732000.0,90000.0,33000.0,,
Special Income Charges,-123082000.0,8047000.0,-17056000.0,-3079000.0,119000.0,,
Gain On Sale Of Ppe,-350000.0,-129000.0,-17361000.0,0.0,-68000.0,,
Other Special Charges,132011000.0,,-308000.0,,-187000.0,-2300000.0,-7500000.0
Write Off,,,,,,,-14151000.0
Impairment Of Capital Assets,,,,,,,0.0
Restructuring And Mergern Acquisition,-9279000.0,-8176000.0,3000.0,3079000.0,,0.0,
Gain On Sale Of Security,434208000.0,-229384000.0,257188000.0,-53846000.0,-24457000.0,,
Net Non Operating Interest Income Expense,-2759000.0,1089000.0,4049000.0,5175000.0,8152000.0,,
Interest Expense Non Operating,6093000.0,2308000.0,,,,384000.0,
Interest Income Non Operating,3334000.0,3397000.0,6034000.0,5175000.0,8152000.0,,
Operating Income,-88837000.0,-75775000.0,-107799000.0,-102670000.0,-68241000.0,,
Operating Expense,150786000.0,141573000.0,161282000.0,114519000.0,84618000.0,,
Other Operating Expenses,-8313000.0,-7801000.0,-2240000.0,-12417000.0,-13897000.0,,
Depreciation Amortization Depletion Income Statement,83197000.0,77926000.0,82384000.0,60000000.0,37326000.0,,
Depreciation And Amortization In Income Statement,83197000.0,77926000.0,82384000.0,60000000.0,37326000.0,,
Selling General And Administration,75902000.0,71448000.0,81138000.0,66936000.0,61189000.0,,
Gross Profit,61949000.0,65798000.0,53483000.0,11849000.0,16377000.0,,
Cost Of Revenue,91039000.0,95589000.0,89075000.0,72937000.0,53641000.0,,
Total Revenue,152988000.0,161387000.0,142558000.0,84786000.0,70018000.0,,
Operating Revenue,151465000.0,156779000.0,137902000.0,80129000.0,65391000.0,,
