,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-169890.0,-15330.0,-48720.0,-25158.5,36330.0
Tax Rate For Calcs,0.21,0.21,0.21,0.0335,0.21
Normalized EBITDA,543000.0,-1161000.0,-1246000.0,-679000.0,-609000.0
Total Unusual Items,-809000.0,-73000.0,-232000.0,-751000.0,173000.0
Total Unusual Items Excluding Goodwill,-809000.0,-73000.0,-232000.0,-751000.0,173000.0
Net Income From Continuing Operation Net Minority Interest,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Reconciled Depreciation,228000.0,259000.0,223000.0,232000.0,267000.0
Reconciled Cost Of Revenue,7956000.0,7965000.0,7537000.0,7769000.0,9089000.0
EBITDA,-266000.0,-1234000.0,-1478000.0,-1430000.0,-436000.0
EBIT,-494000.0,-1493000.0,-1701000.0,-1662000.0,-703000.0
Net Interest Income,-258000.0,-459000.0,-449000.0,-430000.0,-767000.0
Interest Expense,258000.0,459000.0,449000.0,430000.0,767000.0
Normalized Income,-214890.0,-1934330.0,-2069720.0,-1296158.5,-1634670.0
Net Income From Continuing And Discontinued Operation,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Total Expenses,11363000.0,12757000.0,11000000.0,12447000.0,13165000.0
Total Operating Income As Reported,289000.0,-1530000.0,-1447000.0,-1812000.0,-776000.0
Diluted Average Shares,3258124.0,3148806.0,2744901.0,2480505.0,2418827.0
Basic Average Shares,3258124.0,3148806.0,2744901.0,2480505.0,2418827.0
Diluted EPS,-0.26,-0.63,-0.82,-0.82,-0.62
Basic EPS,-0.26,-0.63,-0.82,-0.82,-0.62
Diluted NI Availto Com Stockholders,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Net Income Common Stockholders,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Net Income,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Net Income Including Noncontrolling Interests,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Net Income Continuous Operations,-854000.0,-1992000.0,-2253000.0,-2022000.0,-1498000.0
Tax Provision,102000.0,40000.0,103000.0,-70000.0,28000.0
Pretax Income,-752000.0,-1952000.0,-2150000.0,-2092000.0,-1470000.0
Other Income Expense,-856000.0,-19000.0,-916000.0,-781000.0,75000.0
Other Non Operating Income Expenses,-47000.0,54000.0,-684000.0,-30000.0,-98000.0
Special Income Charges,-73000.0,-56000.0,-662000.0,-931000.0,2000.0
Write Off,9000.0,56000.0,208000.0,-6000.0,-2000.0
Impairment Of Capital Assets,,,454000.0,937000.0,
Restructuring And Mergern Acquisition,64000.0,,,,0.0
Gain On Sale Of Security,-736000.0,-17000.0,430000.0,180000.0,171000.0
Net Non Operating Interest Income Expense,-258000.0,-459000.0,-449000.0,-430000.0,-767000.0
Interest Expense Non Operating,258000.0,459000.0,449000.0,430000.0,767000.0
Operating Income,362000.0,-1474000.0,-785000.0,-881000.0,-778000.0
Operating Expense,3312000.0,4690000.0,3389000.0,4597000.0,3993000.0
Other Operating Expenses,55000.0,39000.0,79000.0,85000.0,146000.0
Depreciation Amortization Depletion Income Statement,133000.0,157000.0,149000.0,151000.0,184000.0
Depreciation And Amortization In Income Statement,133000.0,157000.0,149000.0,151000.0,184000.0
Amortization,83000.0,99000.0,108000.0,108000.0,131000.0
Amortization Of Intangibles Income Statement,83000.0,99000.0,108000.0,108000.0,131000.0
Depreciation Income Statement,50000.0,58000.0,41000.0,43000.0,53000.0
Research And Development,723000.0,995000.0,884000.0,1041000.0,1216000.0
Selling General And Administration,2401000.0,3499000.0,2277000.0,3320000.0,2447000.0
General And Administrative Expense,2401000.0,3499000.0,2277000.0,3320000.0,2447000.0
Other Gand A,2401000.0,3499000.0,2277000.0,3320000.0,2447000.0
Gross Profit,3674000.0,3216000.0,2604000.0,3716000.0,3215000.0
Cost Of Revenue,8051000.0,8067000.0,7611000.0,7850000.0,9172000.0
Total Revenue,11725000.0,11283000.0,10215000.0,11566000.0,12387000.0
Operating Revenue,11725000.0,11283000.0,10215000.0,11566000.0,12387000.0
