,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-7717041.800643,-834000.0,-7464705.882353,7098000.0,-1262295.081967,,
Tax Rate For Calcs,0.257235,0.278,0.276471,0.273,0.252459,,
Normalized EBITDA,455000000.0,517000000.0,316000000.0,473000000.0,402000000.0,,
Total Unusual Items,-30000000.0,-3000000.0,-27000000.0,26000000.0,-5000000.0,,
Total Unusual Items Excluding Goodwill,-30000000.0,-3000000.0,-27000000.0,26000000.0,-5000000.0,,
Net Income From Continuing Operation Net Minority Interest,215000000.0,292000000.0,115000000.0,297000000.0,212000000.0,,
Reconciled Depreciation,110000000.0,109000000.0,121000000.0,120000000.0,118000000.0,,
Reconciled Cost Of Revenue,2311000000.0,2409000000.0,2239000000.0,2521000000.0,2238000000.0,,
EBITDA,425000000.0,514000000.0,289000000.0,499000000.0,397000000.0,,
EBIT,315000000.0,405000000.0,168000000.0,379000000.0,279000000.0,,
Net Interest Income,25000000.0,26000000.0,29000000.0,31000000.0,31000000.0,,
Interest Income,25000000.0,26000000.0,29000000.0,31000000.0,31000000.0,,
Normalized Income,237282958.199357,294166000.0,134535294.117647,278098000.0,215737704.918033,,
Net Income From Continuing And Discontinued Operation,215000000.0,292000000.0,115000000.0,297000000.0,212000000.0,,
Total Expenses,2472000000.0,2576000000.0,2427000000.0,2692000000.0,2400000000.0,,
Rent Expense Supplemental,669000000.0,688000000.0,672000000.0,755000000.0,674000000.0,,
Total Operating Income As Reported,304000000.0,399000000.0,151000000.0,371000000.0,266000000.0,,
Diluted Average Shares,374000000.0,378000000.0,382000000.0,385000000.0,391000000.0,,
Basic Average Shares,373000000.0,376000000.0,379000000.0,384000000.0,389000000.0,,
Diluted EPS,0.58,0.77,0.3,0.77,0.55,,
Basic EPS,0.58,0.78,0.3,0.77,0.55,,
Diluted NI Availto Com Stockholders,215000000.0,292000000.0,115000000.0,297000000.0,212000000.0,,
Net Income Common Stockholders,215000000.0,292000000.0,115000000.0,297000000.0,212000000.0,,
Net Income,215000000.0,292000000.0,115000000.0,297000000.0,212000000.0,,
Minority Interests,-18000000.0,-21000000.0,-11000000.0,-22000000.0,-16000000.0,,
Net Income Including Noncontrolling Interests,233000000.0,313000000.0,126000000.0,319000000.0,228000000.0,,
Net Income Continuous Operations,233000000.0,313000000.0,126000000.0,319000000.0,228000000.0,,
Earnings From Equity Interest Net Of Tax,2000000.0,4000000.0,3000000.0,2000000.0,0.0,,
Tax Provision,80000000.0,119000000.0,47000000.0,119000000.0,77000000.0,,
Pretax Income,311000000.0,428000000.0,170000000.0,436000000.0,305000000.0,,
Other Income Expense,-29000000.0,-3000000.0,-27000000.0,26000000.0,-5000000.0,,
Other Non Operating Income Expenses,1000000.0,,0.0,,,1000000.0,
Special Income Charges,-12000000.0,-6000000.0,-17000000.0,-8000000.0,-13000000.0,,
Gain On Sale Of Business,-12000000.0,-6000000.0,-17000000.0,-8000000.0,-13000000.0,,
Restructuring And Mergern Acquisition,,,,,,1000000.0,12000000.0
Gain On Sale Of Security,-18000000.0,3000000.0,-10000000.0,34000000.0,8000000.0,,
Net Non Operating Interest Income Expense,25000000.0,26000000.0,29000000.0,31000000.0,31000000.0,,
Interest Income Non Operating,25000000.0,26000000.0,29000000.0,31000000.0,31000000.0,,
Operating Income,315000000.0,405000000.0,168000000.0,379000000.0,279000000.0,,
Operating Expense,161000000.0,167000000.0,188000000.0,171000000.0,162000000.0,,
Other Operating Expenses,30000000.0,29000000.0,32000000.0,32000000.0,29000000.0,,
Depreciation Amortization Depletion Income Statement,,,,,,,0.0
Depreciation And Amortization In Income Statement,,,,,,,0.0
Amortization,,,,,,,0.0
Amortization Of Intangibles Income Statement,,,,,,,0.0
Selling General And Administration,131000000.0,138000000.0,156000000.0,139000000.0,133000000.0,,
General And Administrative Expense,131000000.0,138000000.0,156000000.0,139000000.0,133000000.0,,
Other Gand A,131000000.0,138000000.0,156000000.0,139000000.0,133000000.0,,
Gross Profit,476000000.0,572000000.0,356000000.0,550000000.0,441000000.0,,
Cost Of Revenue,2311000000.0,2409000000.0,2239000000.0,2521000000.0,2238000000.0,,
Total Revenue,2787000000.0,2981000000.0,2595000000.0,3071000000.0,2679000000.0,,
Operating Revenue,2752000000.0,2949000000.0,2557000000.0,3036000000.0,2646000000.0,,
