,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,2318610.0,-1687980.0,14629.637138,438900.0,-2971500.0,,
Tax Rate For Calcs,0.21,0.21,0.052436,0.21,0.21,,
Normalized EBITDA,1843000.0,50708000.0,3200000.0,1512000.0,7479000.0,,
Total Unusual Items,11041000.0,-8038000.0,279000.0,2090000.0,-14150000.0,,
Total Unusual Items Excluding Goodwill,11041000.0,-8038000.0,279000.0,2090000.0,-14150000.0,,
Net Income From Continuing Operation Net Minority Interest,-3293000.0,24287000.0,-13429000.0,-13996000.0,-8446000.0,,
Reconciled Depreciation,11445000.0,10610000.0,11839000.0,9762000.0,7405000.0,,
Reconciled Cost Of Revenue,44695000.0,65485000.0,40254000.0,20959000.0,19080000.0,,
EBITDA,12884000.0,42670000.0,3479000.0,3602000.0,-6671000.0,,
EBIT,1439000.0,32060000.0,-8360000.0,-6160000.0,-14076000.0,,
Net Interest Income,607000.0,-658000.0,731000.0,2022000.0,3177000.0,,
Interest Expense,2329000.0,2451000.0,6439000.0,0.0,1814000.0,,
Interest Income,2936000.0,1793000.0,7170000.0,2022000.0,4991000.0,,
Normalized Income,-12015390.0,30637020.0,-13693370.362862,-15647100.0,2732500.0,,
Net Income From Continuing And Discontinued Operation,-3293000.0,24287000.0,-13429000.0,-13996000.0,-8446000.0,,
Total Expenses,63622000.0,86117000.0,64653000.0,33582000.0,30596000.0,,
Total Operating Income As Reported,-12385000.0,38305000.0,-15809000.0,-10272000.0,-4758000.0,,
Diluted Average Shares,96244590.0,96981413.0,97190102.0,99854723.0,100079803.0,,
Basic Average Shares,96244590.0,96018047.0,97190102.0,99854723.0,100079803.0,,
Diluted EPS,-0.03,0.25,-0.14,-0.14,-0.08,,
Basic EPS,-0.03,0.25,-0.14,-0.14,-0.08,,
Diluted NI Availto Com Stockholders,-3293000.0,24287000.0,-13429000.0,-13996000.0,-8446000.0,,
Average Dilution Earnings,,,0.0,0.0,,0.0,-1932000.0
Net Income Common Stockholders,-3293000.0,24287000.0,-13429000.0,-13996000.0,-8446000.0,,
Otherunder Preferred Stock Dividend,,,0.0,0.0,,0.0,10520000.0
Preferred Stock Dividends,,,,,,,-6607000.0
Net Income,-3293000.0,24287000.0,-13429000.0,-13996000.0,-8446000.0,,
Minority Interests,-1856000.0,759000.0,594000.0,-2339000.0,383000.0,,
Net Income Including Noncontrolling Interests,-1437000.0,23528000.0,-14023000.0,-11657000.0,-8829000.0,,
Net Income Continuous Operations,-1437000.0,23528000.0,-14023000.0,-11657000.0,-8829000.0,,
Tax Provision,547000.0,6081000.0,-776000.0,5497000.0,-7061000.0,,
Pretax Income,-890000.0,29609000.0,-14799000.0,-6160000.0,-15890000.0,,
Other Income Expense,10888000.0,-8038000.0,279000.0,2090000.0,-14309000.0,,
Other Non Operating Income Expenses,-153000.0,,,,-159000.0,,
Special Income Charges,0.0,0.0,0.0,-2000000.0,-6613000.0,,
Other Special Charges,,,0.0,2000000.0,6613000.0,6243000.0,
Earnings From Equity Interest,,,0.0,0.0,,,792000.0
Gain On Sale Of Security,11041000.0,-8038000.0,279000.0,4090000.0,-7537000.0,,
Net Non Operating Interest Income Expense,607000.0,-658000.0,731000.0,2022000.0,3177000.0,,
Interest Expense Non Operating,2329000.0,2451000.0,6439000.0,0.0,1814000.0,,
Interest Income Non Operating,2936000.0,1793000.0,7170000.0,2022000.0,4991000.0,,
Operating Income,-12385000.0,38305000.0,-15809000.0,-10272000.0,-4758000.0,,
Operating Expense,18927000.0,20632000.0,24399000.0,12623000.0,11516000.0,,
Research And Development,,,,108000.0,178000.0,134000.0,142000.0
Selling General And Administration,18927000.0,20632000.0,24819000.0,12515000.0,11516000.0,,
Selling And Marketing Expense,3381000.0,3312000.0,2884000.0,1391000.0,1387000.0,,
General And Administrative Expense,15546000.0,17320000.0,21935000.0,11124000.0,10129000.0,,
Other Gand A,15546000.0,17320000.0,21935000.0,11124000.0,10129000.0,,
Gross Profit,6542000.0,58937000.0,8590000.0,2351000.0,6758000.0,,
Cost Of Revenue,44695000.0,65485000.0,40254000.0,20959000.0,19080000.0,,
Total Revenue,51237000.0,124422000.0,48844000.0,23310000.0,25838000.0,,
Operating Revenue,51237000.0,124422000.0,48844000.0,23310000.0,25838000.0,,
