,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-3142057.0,-4108885.0,-3942504.0,-4179314.0,-4248091.0,
Net Income From Continuing Operation Net Minority Interest,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Reconciled Depreciation,0.0,0.0,735.0,320.0,321.0,
EBITDA,-3142057.0,-4108885.0,-3942504.0,-4179314.0,-4248091.0,
EBIT,-3142057.0,-4108885.0,-3943239.0,-4179634.0,-4248412.0,
Normalized Income,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Net Income From Continuing And Discontinued Operation,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Total Expenses,3142057.0,4108885.0,3943239.0,4179634.0,4248412.0,
Total Operating Income As Reported,-3142057.0,-4108885.0,-3943239.0,-4179634.0,-4248412.0,
Diluted Average Shares,9510447.0,8543919.0,8442364.0,,8401047.0,8401047.0
Basic Average Shares,9510447.0,8543919.0,8442364.0,,8401047.0,8401047.0
Diluted EPS,-0.32,-0.47,-0.45,,-0.47,-0.39
Basic EPS,-0.32,-0.47,-0.45,,-0.47,-0.39
Diluted NI Availto Com Stockholders,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Net Income Common Stockholders,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Net Income,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Net Income Including Noncontrolling Interests,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Net Income Continuous Operations,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Pretax Income,-3069036.0,-4015267.0,-3806677.0,-4002780.0,-3922388.0,
Other Income Expense,73021.0,93618.0,136562.0,176854.0,326024.0,
Other Non Operating Income Expenses,73021.0,93618.0,136562.0,176854.0,326024.0,
Operating Income,-3142057.0,-4108885.0,-3943239.0,-4179634.0,-4248412.0,
Operating Expense,3142057.0,4108885.0,3943239.0,4179634.0,4248412.0,
Research And Development,1466037.0,1713973.0,1591142.0,2034634.0,2226688.0,
Selling General And Administration,1676020.0,2394912.0,2352097.0,2145000.0,2021724.0,
General And Administrative Expense,1676020.0,2394912.0,2352097.0,2145000.0,2021724.0,
Other Gand A,1676020.0,2394912.0,2352097.0,2145000.0,2021724.0,
Salaries And Wages,,,,,,534780.0
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
