,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.002629,0.003274,0.010523,0.21,
Normalized EBITDA,-939000.0,23006000.0,18092000.0,4540000.0,-7993000.0,
Net Income From Continuing Operation Net Minority Interest,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Reconciled Depreciation,347000.0,385000.0,413000.0,429000.0,459000.0,
EBITDA,-939000.0,23006000.0,18092000.0,4540000.0,-7993000.0,
EBIT,-1286000.0,22621000.0,17679000.0,4111000.0,-8452000.0,
Net Interest Income,1178000.0,955000.0,1278000.0,1693000.0,1971000.0,
Interest Income,1178000.0,955000.0,1278000.0,1693000.0,1971000.0,
Normalized Income,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Net Income From Continuing And Discontinued Operation,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Total Expenses,19944000.0,28296000.0,20414000.0,29321000.0,33567000.0,
Total Operating Income As Reported,-1286000.0,22621000.0,17679000.0,4111000.0,-8452000.0,
Diluted Average Shares,129075546.0,87150666.0,,85204709.0,84880632.0,82630020.0
Basic Average Shares,129075546.0,87121502.0,,85093227.0,84880632.0,82029466.0
Diluted EPS,0.0,0.27,,0.07,-0.08,0.17
Basic EPS,0.0,0.27,,0.07,-0.08,0.17
Diluted NI Availto Com Stockholders,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Net Income Common Stockholders,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Net Income,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Net Income Including Noncontrolling Interests,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Net Income Continuous Operations,-154000.0,23525000.0,18876000.0,5736000.0,-6534000.0,
Tax Provision,63000.0,62000.0,62000.0,61000.0,51000.0,
Pretax Income,-91000.0,23587000.0,18938000.0,5797000.0,-6483000.0,
Other Income Expense,17000.0,11000.0,-19000.0,-7000.0,-2000.0,
Other Non Operating Income Expenses,17000.0,11000.0,-19000.0,-7000.0,-2000.0,
Net Non Operating Interest Income Expense,1178000.0,955000.0,1278000.0,1693000.0,1971000.0,
Interest Income Non Operating,1178000.0,955000.0,1278000.0,1693000.0,1971000.0,
Operating Income,-1286000.0,22621000.0,17679000.0,4111000.0,-8452000.0,
Operating Expense,19944000.0,28296000.0,20414000.0,29321000.0,33567000.0,
Research And Development,13322000.0,18868000.0,14790000.0,21368000.0,25172000.0,
Selling General And Administration,6622000.0,9428000.0,5624000.0,7953000.0,8395000.0,
General And Administrative Expense,6622000.0,9428000.0,5624000.0,7953000.0,8395000.0,
Other Gand A,6622000.0,9428000.0,5624000.0,7953000.0,8395000.0,
Total Revenue,18658000.0,50917000.0,38093000.0,33432000.0,25115000.0,
Operating Revenue,18658000.0,50917000.0,38093000.0,33432000.0,25115000.0,
