,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,30360648.0,-17220365.592886,0.0,-15190481.435343,
Tax Rate For Calcs,0.229543,0.201,0.375368,0.376,0.101711,
Normalized EBITDA,42989000.0,1042000.0,10387000.0,37119000.0,42025000.0,
Total Unusual Items,0.0,151048000.0,-45876000.0,0.0,-149350000.0,
Total Unusual Items Excluding Goodwill,0.0,151048000.0,-45876000.0,0.0,-149350000.0,
Net Income From Continuing Operation Net Minority Interest,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Reconciled Depreciation,13052000.0,14206000.0,16449000.0,17321000.0,17603000.0,
Reconciled Cost Of Revenue,120405000.0,117529000.0,166405000.0,128682000.0,131904000.0,
EBITDA,42989000.0,152090000.0,-35489000.0,37119000.0,-107325000.0,
EBIT,29937000.0,137884000.0,-51938000.0,19798000.0,-124928000.0,
Net Interest Income,-2526000.0,-3283000.0,-5864000.0,-6500000.0,-6720000.0,
Interest Expense,2526000.0,3283000.0,5864000.0,6500000.0,6720000.0,
Normalized Income,21119000.0,-13172352.0,-7449365.592886,8302000.0,15901518.564657,
Net Income From Continuing And Discontinued Operation,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Total Expenses,355358000.0,349279000.0,452757000.0,411914000.0,415288000.0,
Total Operating Income As Reported,30780000.0,-9903000.0,-53081000.0,18231000.0,-125557000.0,
Diluted Average Shares,49499000.0,50328000.0,49712000.0,49733000.0,49688000.0,
Basic Average Shares,49441000.0,49764000.0,49712000.0,49707000.0,49688000.0,
Diluted EPS,0.43,2.14,-0.73,0.17,-2.38,
Basic EPS,0.43,2.16,-0.73,0.17,-2.38,
Diluted NI Availto Com Stockholders,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Net Income Common Stockholders,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Net Income,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Net Income Including Noncontrolling Interests,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Net Income Continuous Operations,21119000.0,107515000.0,-36105000.0,8302000.0,-118258000.0,
Tax Provision,6292000.0,27086000.0,-21697000.0,4996000.0,-13390000.0,
Pretax Income,27411000.0,134601000.0,-57802000.0,13298000.0,-131648000.0,
Other Income Expense,-843000.0,122673000.0,-44733000.0,1567000.0,-148721000.0,
Other Non Operating Income Expenses,-843000.0,-28375000.0,1143000.0,1567000.0,629000.0,
Special Income Charges,0.0,151048000.0,-45876000.0,0.0,-149350000.0,
Gain On Sale Of Business,0.0,176162000.0,,,0.0,0.0
Restructuring And Mergern Acquisition,0.0,25114000.0,45876000.0,0.0,149350000.0,
Net Non Operating Interest Income Expense,-2526000.0,-3283000.0,-5864000.0,-6500000.0,-6720000.0,
Interest Expense Non Operating,2526000.0,3283000.0,5864000.0,6500000.0,6720000.0,
Operating Income,30780000.0,15211000.0,-7205000.0,18231000.0,23793000.0,
Operating Expense,234953000.0,231750000.0,286352000.0,283232000.0,283384000.0,
Selling General And Administration,234953000.0,231750000.0,286352000.0,283232000.0,283384000.0,
Selling And Marketing Expense,128228000.0,118546000.0,165422000.0,167612000.0,165463000.0,
General And Administrative Expense,106725000.0,113204000.0,120930000.0,115620000.0,117921000.0,
Other Gand A,106725000.0,113204000.0,120930000.0,115620000.0,117921000.0,
Gross Profit,265733000.0,246961000.0,279147000.0,301463000.0,307177000.0,
Cost Of Revenue,120405000.0,117529000.0,166405000.0,128682000.0,131904000.0,
Total Revenue,386138000.0,364490000.0,445552000.0,430145000.0,439081000.0,
Operating Revenue,386138000.0,364490000.0,445552000.0,430145000.0,439081000.0,
