,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,183040.718533,33338.0,11859.210289,-12789.0,12259.076819
Tax Rate For Calcs,0.217906,0.211,0.215622,0.203,0.222892
Total Unusual Items,840000.0,158000.0,55000.0,-63000.0,55000.0
Total Unusual Items Excluding Goodwill,840000.0,158000.0,55000.0,-63000.0,55000.0
Net Income From Continuing Operation Net Minority Interest,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Reconciled Depreciation,5553000.0,5694000.0,5480000.0,5368000.0,5391000.0
Net Interest Income,121256000.0,115949000.0,115917000.0,114957000.0,109896000.0
Interest Expense,67171000.0,66527000.0,70464000.0,72693000.0,68569000.0
Interest Income,188427000.0,182476000.0,186381000.0,187650000.0,178465000.0
Normalized Income,61690040.718533,55987338.0,56432859.210289,58953211.0,50598259.076819
Net Income From Continuing And Discontinued Operation,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Diluted Average Shares,33795243.0,33768873.0,33750993.0,33646549.0,33525061.0
Basic Average Shares,33255015.0,33232788.0,33172530.0,33097164.0,33001180.0
Diluted EPS,1.85,1.66,1.68,1.75,1.51
Basic EPS,1.87,1.69,1.71,1.78,1.53
Diluted NI Availto Com Stockholders,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Net Income Common Stockholders,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Net Income,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Net Income Including Noncontrolling Interests,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Net Income Continuous Operations,62347000.0,56112000.0,56476000.0,58903000.0,50641000.0
Tax Provision,17371000.0,14966000.0,15525000.0,15001000.0,14525000.0
Pretax Income,79718000.0,71078000.0,72001000.0,73904000.0,65166000.0
Gain On Sale Of Security,-740000.0,-333000.0,355000.0,-308000.0,317000.0
Depreciation Amortization Depletion Income Statement,5553000.0,5694000.0,5480000.0,5368000.0,5391000.0
Depreciation And Amortization In Income Statement,5553000.0,5694000.0,5480000.0,5368000.0,5391000.0
Amortization,862000.0,886000.0,887000.0,886000.0,887000.0
Amortization Of Intangibles Income Statement,862000.0,886000.0,887000.0,886000.0,887000.0
Depreciation Income Statement,4691000.0,4808000.0,4593000.0,4482000.0,4504000.0
Selling General And Administration,59147000.0,58779000.0,58699000.0,58028000.0,55788000.0
Selling And Marketing Expense,2325000.0,2461000.0,2719000.0,2168000.0,2246000.0
General And Administrative Expense,56822000.0,56318000.0,55980000.0,55860000.0,53542000.0
Insurance And Claims,1675000.0,1725000.0,1653000.0,1645000.0,1614000.0
Salaries And Wages,55147000.0,54593000.0,54327000.0,54215000.0,51928000.0
Total Revenue,169304000.0,164843000.0,162936000.0,163669000.0,153840000.0
Operating Revenue,169304000.0,164843000.0,162936000.0,163669000.0,153840000.0
Occupancy And Equipment,6037000.0,5753000.0,5977000.0,5776000.0,5233000.0
Other Non Interest Expense,17462000.0,21953000.0,22179000.0,17562000.0,18904000.0
