,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-883680.0,-928410.0,-291356.008287,-32877.291754,-140910.0,,
Tax Rate For Calcs,0.21,0.21,0.141229,0.018564,0.21,,
Normalized EBITDA,-9214000.0,5176000.0,20051000.0,61907000.0,142547000.0,,
Total Unusual Items,-4208000.0,-4421000.0,-2063000.0,-1771000.0,-671000.0,,
Total Unusual Items Excluding Goodwill,-4208000.0,-4421000.0,-2063000.0,-1771000.0,-671000.0,,
Net Income From Continuing Operation Net Minority Interest,29976000.0,17967000.0,411000.0,12339000.0,92145000.0,,
Reconciled Depreciation,8585000.0,7226000.0,8215000.0,8227000.0,8097000.0,,
Reconciled Cost Of Revenue,-43372000.0,-22304000.0,-18592000.0,-8474000.0,178430000.0,,
EBITDA,-13422000.0,755000.0,17988000.0,60136000.0,141876000.0,,
EBIT,-22007000.0,-6471000.0,9773000.0,51909000.0,133779000.0,,
Net Interest Income,-4570000.0,-3898000.0,-3981000.0,-4129000.0,-3136000.0,,
Interest Expense,4570000.0,3898000.0,3981000.0,4129000.0,3136000.0,,
Normalized Income,33300320.0,21459590.0,2182643.991713,14077122.708246,92675090.0,,
Net Income From Continuing And Discontinued Operation,31622000.0,13782000.0,-5051000.0,13778000.0,91423000.0,,
Total Expenses,17487000.0,41513000.0,53048000.0,64985000.0,257191000.0,,
Diluted Average Shares,173093000.0,171930000.0,164258333.0,171542000.0,158089000.0,,
Basic Average Shares,173059000.0,171680000.0,164258333.0,171542000.0,158089000.0,,
Diluted EPS,0.1,-0.01,-0.12,-0.01,0.44,,
Basic EPS,0.1,-0.01,-0.12,-0.01,0.44,,
Diluted NI Availto Com Stockholders,16561000.0,-919000.0,-19932000.0,-883000.0,75218000.0,,
Average Dilution Earnings,0.0,-41000.0,,,72000.0,-34000.0,5050000.0
Net Income Common Stockholders,16561000.0,-878000.0,-19932000.0,-883000.0,75146000.0,,
Otherunder Preferred Stock Dividend,401000.0,,221000.0,0.0,1617000.0,,1722000.0
Preferred Stock Dividends,14660000.0,14660000.0,14660000.0,14661000.0,14660000.0,,
Net Income,31622000.0,13782000.0,-5051000.0,13778000.0,91423000.0,,
Minority Interests,57306000.0,28637000.0,-4563000.0,-34554000.0,-38505000.0,,
Net Income Including Noncontrolling Interests,-25684000.0,-14855000.0,-488000.0,48332000.0,129928000.0,,
Net Income Discontinuous Operations,1646000.0,-4185000.0,-5462000.0,1439000.0,-722000.0,,
Net Income Continuous Operations,-27330000.0,-10670000.0,4974000.0,46893000.0,130650000.0,,
Tax Provision,753000.0,301000.0,818000.0,887000.0,-7000.0,,
Pretax Income,-26577000.0,-10369000.0,5792000.0,47780000.0,130643000.0,,
Other Income Expense,4855000.0,-4940000.0,5746000.0,46156000.0,8139000.0,,
Other Non Operating Income Expenses,9063000.0,-519000.0,7809000.0,47927000.0,8810000.0,,
Special Income Charges,-4208000.0,-4421000.0,-2063000.0,-1771000.0,-671000.0,,
Restructuring And Mergern Acquisition,4208000.0,4421000.0,2063000.0,1771000.0,671000.0,,
Net Non Operating Interest Income Expense,-4570000.0,-3898000.0,-3981000.0,-4129000.0,-3136000.0,,
Interest Expense Non Operating,4570000.0,3898000.0,3981000.0,4129000.0,3136000.0,,
Operating Income,-26862000.0,-1531000.0,4027000.0,5753000.0,125640000.0,,
Operating Expense,60859000.0,63817000.0,71640000.0,73459000.0,78761000.0,,
Other Operating Expenses,-6168000.0,-5465000.0,-9099000.0,-5387000.0,-7505000.0,,
Depreciation Amortization Depletion Income Statement,8585000.0,7226000.0,8215000.0,8227000.0,8097000.0,,
Depreciation And Amortization In Income Statement,8585000.0,7226000.0,8215000.0,8227000.0,8097000.0,,
Selling General And Administration,58442000.0,62056000.0,72524000.0,70619000.0,78169000.0,,
General And Administrative Expense,58442000.0,62056000.0,72524000.0,70619000.0,78169000.0,,
Other Gand A,11440000.0,15946000.0,36974000.0,27193000.0,26508000.0,,
Salaries And Wages,47002000.0,46110000.0,35550000.0,43426000.0,51661000.0,,
Gross Profit,33997000.0,62286000.0,75667000.0,79212000.0,204401000.0,,
Cost Of Revenue,-43372000.0,-22304000.0,-18592000.0,-8474000.0,178430000.0,,
Total Revenue,-9375000.0,39982000.0,57075000.0,70738000.0,382831000.0,,
Operating Revenue,-9375000.0,39982000.0,57075000.0,70738000.0,382831000.0,,
