,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-851200.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.195204,0.224,0.217284,0.207,0.213925,,
Total Unusual Items,,-3800000.0,,,,0.0,0.0
Total Unusual Items Excluding Goodwill,,-3800000.0,,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Reconciled Depreciation,30200000.0,30000000.0,26200000.0,30600000.0,29200000.0,,
EBIT,469000000.0,295600000.0,498000000.0,863800000.0,545400000.0,,
Net Interest Income,-52000000.0,-52000000.0,-52500000.0,-49200000.0,-49900000.0,,
Interest Expense,52000000.0,52000000.0,52500000.0,49200000.0,49900000.0,,
Normalized Income,335600000.0,192048800.0,348700000.0,645700000.0,389500000.0,,
Net Income From Continuing And Discontinued Operation,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Total Expenses,2928800000.0,2833900000.0,2757000000.0,2387500000.0,2709500000.0,,
Diluted Average Shares,174431900.0,178900000.0,181637700.0,186882400.0,190329300.0,,
Basic Average Shares,174110900.0,178300000.0,180985500.0,186400700.0,189894100.0,,
Diluted EPS,1.92,1.06,1.92,3.46,2.05,,
Basic EPS,1.93,1.06,1.93,3.46,2.05,,
Diluted NI Availto Com Stockholders,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Net Income Common Stockholders,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Net Income,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Net Income Including Noncontrolling Interests,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Net Income Continuous Operations,335600000.0,189100000.0,348700000.0,645700000.0,389500000.0,,
Tax Provision,81400000.0,54500000.0,96800000.0,168900000.0,106000000.0,,
Pretax Income,417000000.0,243600000.0,445500000.0,814600000.0,495500000.0,,
Other Income Expense,70400000.0,82300000.0,72000000.0,73300000.0,71500000.0,,
Special Income Charges,,-3800000.0,,,,0.0,0.0
Write Off,,3800000.0,,,,0.0,
Net Non Operating Interest Income Expense,-52000000.0,-52000000.0,-52500000.0,-49200000.0,-49900000.0,,
Interest Expense Non Operating,52000000.0,52000000.0,52500000.0,49200000.0,49900000.0,,
Other Operating Expenses,333200000.0,319000000.0,315800000.0,316200000.0,305000000.0,,
Selling General And Administration,292000000.0,310400000.0,270300000.0,294200000.0,295900000.0,,
General And Administrative Expense,292000000.0,310400000.0,270300000.0,294200000.0,295900000.0,,
Salaries And Wages,292000000.0,310400000.0,270300000.0,294200000.0,295900000.0,,
Total Revenue,3345800000.0,3077500000.0,3202500000.0,3202100000.0,3205000000.0,,
Operating Revenue,3345800000.0,3077500000.0,3202500000.0,3202100000.0,3205000000.0,,
Loss Adjustment Expense,1976100000.0,1871000000.0,1861200000.0,1461900000.0,1809500000.0,,
Net Policyholder Benefits And Claims,1976100000.0,1871000000.0,1861200000.0,1461900000.0,1809500000.0,,
