,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-7866666.666667,-500000.0,105120000.0,,
Tax Rate For Calcs,0.175708,0.24,0.196667,0.25,0.18,,
Total Unusual Items,0.0,,-40000000.0,-2000000.0,584000000.0,,-34000000.0
Total Unusual Items Excluding Goodwill,0.0,,-40000000.0,-2000000.0,584000000.0,,-34000000.0
Net Income From Continuing Operation Net Minority Interest,699000000.0,-722000000.0,1687000000.0,-528000000.0,895000000.0,,
EBIT,,-869000000.0,2183000000.0,-617000000.0,1182000000.0,1609000000.0,
Net Interest Income,13000000.0,-80000000.0,-208000000.0,-86000000.0,-86000000.0,,
Interest Expense,,80000000.0,83000000.0,86000000.0,86000000.0,81000000.0,
Interest Income,13000000.0,,,,,,
Normalized Income,699000000.0,-722000000.0,1719133333.333333,-526500000.0,416120000.0,,
Net Income From Continuing And Discontinued Operation,699000000.0,-722000000.0,1687000000.0,-528000000.0,895000000.0,,
Total Expenses,3217000000.0,5668000000.0,2984000000.0,4901000000.0,3497000000.0,,
Diluted Average Shares,,174700000.0,174000000.0,173600000.0,171100000.0,171100000.0,
Basic Average Shares,,171300000.0,170900000.0,170800000.0,170600000.0,170000000.0,
Diluted EPS,,-4.41331,9.63,-3.290398,5.11,6.93,
Basic EPS,,-4.41331,9.801053,-3.290398,5.181712,6.988235,
Diluted NI Availto Com Stockholders,688000000.0,-756000000.0,1673000000.0,-562000000.0,884000000.0,,
Average Dilution Earnings,,0.0,,,,3000000.0,
Net Income Common Stockholders,688000000.0,-756000000.0,1673000000.0,-562000000.0,884000000.0,,
Preferred Stock Dividends,11000000.0,34000000.0,11000000.0,34000000.0,11000000.0,,
Net Income,699000000.0,-722000000.0,1687000000.0,-528000000.0,895000000.0,,
Net Income Including Noncontrolling Interests,699000000.0,-722000000.0,1687000000.0,-528000000.0,895000000.0,,
Net Income Continuous Operations,699000000.0,-722000000.0,1687000000.0,-528000000.0,895000000.0,,
Tax Provision,149000000.0,-227000000.0,413000000.0,-175000000.0,201000000.0,,
Pretax Income,848000000.0,-949000000.0,2100000000.0,-703000000.0,1096000000.0,,
Other Income Expense,197000000.0,182000000.0,184000000.0,165000000.0,194000000.0,,
Special Income Charges,0.0,,-40000000.0,-2000000.0,584000000.0,,-34000000.0
Other Special Charges,,,0.0,2000000.0,-584000000.0,,
Impairment Of Capital Assets,,,,,,,0.0
Net Non Operating Interest Income Expense,13000000.0,-80000000.0,-208000000.0,-86000000.0,-86000000.0,,
Interest Expense Non Operating,,80000000.0,83000000.0,86000000.0,86000000.0,81000000.0,
Interest Income Non Operating,13000000.0,,,,,,
Other Operating Expenses,-916000000.0,1321000000.0,-896000000.0,745000000.0,-102000000.0,,
Total Revenue,4065000000.0,4719000000.0,5084000000.0,4198000000.0,4593000000.0,,
Operating Revenue,4065000000.0,4719000000.0,5084000000.0,4198000000.0,4593000000.0,,
Loss Adjustment Expense,1906000000.0,2009000000.0,1946000000.0,1887000000.0,1903000000.0,,
Net Policyholder Benefits And Claims,1906000000.0,2009000000.0,1946000000.0,1887000000.0,1903000000.0,,
Policyholder Benefits Gross,1906000000.0,2009000000.0,4885000000.0,1887000000.0,1903000000.0,,
