,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-70241000.0,-70815000.0,-64143000.0,-61345000.0,-55995000.0,
Total Unusual Items,7257000.0,8943000.0,8935000.0,10005000.0,10475000.0,
Total Unusual Items Excluding Goodwill,7257000.0,8943000.0,8935000.0,10005000.0,10475000.0,
Net Income From Continuing Operation Net Minority Interest,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Reconciled Depreciation,873000.0,867000.0,819000.0,786000.0,797000.0,
EBITDA,-62984000.0,-61872000.0,-55208000.0,-51340000.0,-45520000.0,
EBIT,-63857000.0,-62739000.0,-56027000.0,-52126000.0,-46317000.0,
Normalized Income,-63857000.0,-62739000.0,-56027000.0,-52126000.0,-46317000.0,
Net Income From Continuing And Discontinued Operation,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Total Expenses,64587000.0,63434000.0,57202000.0,55317000.0,48815000.0,
Total Operating Income As Reported,-63857000.0,-62739000.0,-56027000.0,-52126000.0,-46317000.0,
Diluted Average Shares,66392000.0,66383000.0,66353000.0,66294000.0,66019000.0,
Basic Average Shares,66392000.0,66383000.0,66353000.0,66294000.0,66019000.0,
Diluted EPS,-0.85,-0.81,-0.71,-0.64,-0.54,
Basic EPS,-0.85,-0.81,-0.71,-0.64,-0.54,
Diluted NI Availto Com Stockholders,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Net Income Common Stockholders,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Net Income,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Net Income Including Noncontrolling Interests,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Net Income Continuous Operations,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Pretax Income,-56600000.0,-53796000.0,-47092000.0,-42121000.0,-35842000.0,
Other Income Expense,7257000.0,8943000.0,8935000.0,10005000.0,10475000.0,
Special Income Charges,,,,,,-12500000.0
Restructuring And Mergern Acquisition,,,,,,0.0
Gain On Sale Of Security,7257000.0,8943000.0,8935000.0,10005000.0,10475000.0,
Operating Income,-63857000.0,-62739000.0,-56027000.0,-52126000.0,-46317000.0,
Operating Expense,64587000.0,63434000.0,57202000.0,55317000.0,48815000.0,
Research And Development,54196000.0,52614000.0,46939000.0,45263000.0,39687000.0,
Selling General And Administration,10391000.0,10820000.0,10263000.0,10054000.0,9128000.0,
General And Administrative Expense,10391000.0,10820000.0,10263000.0,10054000.0,9128000.0,
Other Gand A,10391000.0,10820000.0,10263000.0,10054000.0,9128000.0,
Total Revenue,730000.0,695000.0,1175000.0,3191000.0,2498000.0,
Operating Revenue,730000.0,695000.0,1175000.0,3191000.0,2498000.0,
