,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,3592470.0,9964290.0,-23221786.154247,2176389.0,-13469610.0,,
Tax Rate For Calcs,0.21,0.21,0.325746,0.277,0.21,,
Normalized EBITDA,87766000.0,51401000.0,66722000.0,108347000.0,86588000.0,,
Total Unusual Items,17107000.0,47449000.0,-71288000.0,7857000.0,-64141000.0,,
Total Unusual Items Excluding Goodwill,17107000.0,47449000.0,-71288000.0,7857000.0,-64141000.0,,
Net Income From Continuing Operation Net Minority Interest,28307000.0,23095000.0,-62177000.0,23846000.0,-63469000.0,,
Reconciled Depreciation,39118000.0,36983000.0,40614000.0,36327000.0,37071000.0,,
Reconciled Cost Of Revenue,176795000.0,174194000.0,216530000.0,225894000.0,180499000.0,,
EBITDA,104873000.0,98850000.0,-4566000.0,116204000.0,22447000.0,,
EBIT,65755000.0,61867000.0,-45180000.0,79877000.0,-14624000.0,,
Net Interest Income,-48795000.0,-48670000.0,-47036000.0,-46890000.0,-46236000.0,,
Interest Expense,48795000.0,48670000.0,47036000.0,46890000.0,46236000.0,,
Normalized Income,14792470.0,-14389710.0,-14110786.154247,18165389.0,-12797610.0,,
Net Income From Continuing And Discontinued Operation,28307000.0,23095000.0,-62177000.0,23846000.0,-63469000.0,,
Total Expenses,250626000.0,245777000.0,257750000.0,265647000.0,256144000.0,,
Total Operating Income As Reported,46873000.0,12946000.0,-34255000.0,71012000.0,49477000.0,,
Diluted Average Shares,152957223.0,154957384.0,,157874876.0,149805531.0,168903508.0,
Basic Average Shares,143939878.0,145766779.0,,148102841.0,149805531.0,160929391.0,
Diluted EPS,0.16,0.13,,0.13,-0.44,0.09,
Basic EPS,0.17,0.13,,0.14,-0.44,0.09,
Diluted NI Availto Com Stockholders,24427000.0,19588000.0,-64573000.0,20063000.0,-65432000.0,,
Net Income Common Stockholders,24427000.0,19588000.0,-64573000.0,20063000.0,-65432000.0,,
Otherunder Preferred Stock Dividend,1640000.0,1293000.0,0.0,1430000.0,0.0,,
Preferred Stock Dividends,2240000.0,2214000.0,2396000.0,2353000.0,1963000.0,,
Net Income,28307000.0,23095000.0,-62177000.0,23846000.0,-63469000.0,,
Net Income Including Noncontrolling Interests,28307000.0,23095000.0,-62177000.0,23846000.0,-63469000.0,,
Net Income Continuous Operations,28307000.0,23095000.0,-62177000.0,23846000.0,-63469000.0,,
Tax Provision,-11347000.0,-9898000.0,-30039000.0,9141000.0,2609000.0,,
Pretax Income,16960000.0,13197000.0,-92216000.0,32987000.0,-60860000.0,,
Other Income Expense,16307000.0,47449000.0,-71298000.0,7854000.0,-64151000.0,,
Other Non Operating Income Expenses,-800000.0,,-10000.0,-3000.0,-10000.0,-53000.0,
Special Income Charges,17107000.0,47449000.0,-71288000.0,7857000.0,-64141000.0,,
Gain On Sale Of Ppe,,,-571000.0,-657000.0,-21000.0,27000.0,70000.0
Other Special Charges,,,,-8868000.0,64091000.0,-40682000.0,-73406000.0
Impairment Of Capital Assets,2575000.0,1472000.0,59802000.0,354000.0,50000.0,,
Restructuring And Mergern Acquisition,-19682000.0,-48921000.0,10915000.0,-8868000.0,64091000.0,,
Gain On Sale Of Security,,,,,,40682000.0,73406000.0
Net Non Operating Interest Income Expense,-48795000.0,-48670000.0,-47036000.0,-46890000.0,-46236000.0,,
Interest Expense Non Operating,48795000.0,48670000.0,47036000.0,46890000.0,46236000.0,,
Operating Income,49448000.0,14418000.0,26118000.0,72023000.0,49527000.0,,
Operating Expense,73831000.0,71583000.0,41220000.0,39753000.0,75645000.0,,
Other Operating Expenses,329000.0,-211000.0,782000.0,265000.0,2739000.0,,
Depreciation Amortization Depletion Income Statement,39118000.0,36983000.0,,,37071000.0,31352000.0,
Depreciation And Amortization In Income Statement,39118000.0,36983000.0,,,37071000.0,31352000.0,
Selling General And Administration,34384000.0,34811000.0,40438000.0,39488000.0,35835000.0,,
Gross Profit,123279000.0,86001000.0,67338000.0,111776000.0,125172000.0,,
Cost Of Revenue,176795000.0,174194000.0,216530000.0,225894000.0,180499000.0,,
Total Revenue,300074000.0,260195000.0,283868000.0,337670000.0,305671000.0,,
Operating Revenue,300074000.0,260195000.0,283868000.0,337670000.0,305671000.0,,
