,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-375061.040134
Tax Rate For Calcs,0.318049,0.232,0.291233,0.275,0.313073
Normalized EBITDA,94414000.0,81499000.0,-70370000.0,-89837000.0,59448000.0
Total Unusual Items,0.0,,0.0,0.0,-1198000.0
Total Unusual Items Excluding Goodwill,0.0,,0.0,0.0,-1198000.0
Net Income From Continuing Operation Net Minority Interest,19974000.0,27998000.0,-79431000.0,-100862000.0,812000.0
Reconciled Depreciation,12901000.0,12574000.0,12689000.0,13510000.0,14006000.0
Reconciled Cost Of Revenue,1177686000.0,1112232000.0,1077111000.0,1108644000.0,1010392000.0
EBITDA,94414000.0,81499000.0,-70370000.0,-89837000.0,58250000.0
EBIT,81513000.0,68925000.0,-83059000.0,-103347000.0,44244000.0
Net Interest Income,-13588000.0,-14352000.0,-25519000.0,-21223000.0,-21886000.0
Interest Expense,12467000.0,13264000.0,24463000.0,20196000.0,20997000.0
Normalized Income,19974000.0,27998000.0,-79431000.0,-100862000.0,1634938.959866
Net Income From Continuing And Discontinued Operation,19974000.0,27998000.0,-79431000.0,-100862000.0,812000.0
Total Expenses,1297251000.0,1181308000.0,1153894000.0,1189623000.0,1086977000.0
Total Operating Income As Reported,76430000.0,65325000.0,-86245000.0,-106807000.0,40493000.0
Diluted Average Shares,53194000.0,53010000.0,52460000.0,52408000.0,52848000.0
Basic Average Shares,52724000.0,52537000.0,52460000.0,52408000.0,52327000.0
Diluted EPS,0.38,0.53,-1.51,-1.92,0.02
Basic EPS,0.38,0.53,-1.51,-1.92,0.02
Diluted NI Availto Com Stockholders,19974000.0,27998000.0,-79431000.0,-100862000.0,812000.0
Net Income Common Stockholders,19974000.0,27998000.0,-79431000.0,-100862000.0,812000.0
Net Income,19974000.0,27998000.0,-79431000.0,-100862000.0,812000.0
Minority Interests,-27112000.0,-14751000.0,-3223000.0,-11260000.0,-15157000.0
Net Income Including Noncontrolling Interests,47086000.0,42749000.0,-76208000.0,-89602000.0,15969000.0
Net Income Continuous Operations,47086000.0,42749000.0,-76208000.0,-89602000.0,15969000.0
Tax Provision,21960000.0,12912000.0,-31314000.0,-33941000.0,7278000.0
Pretax Income,69046000.0,55661000.0,-107522000.0,-123543000.0,23247000.0
Other Income Expense,6204000.0,4688000.0,4242000.0,4487000.0,4640000.0
Other Non Operating Income Expenses,6204000.0,4688000.0,4242000.0,4487000.0,5838000.0
Special Income Charges,0.0,,0.0,0.0,-1198000.0
Other Special Charges,,,0.0,,1198000.0
Net Non Operating Interest Income Expense,-13588000.0,-14352000.0,-25519000.0,-21223000.0,-21886000.0
Total Other Finance Cost,1121000.0,1088000.0,1056000.0,1027000.0,889000.0
Interest Expense Non Operating,12467000.0,13264000.0,24463000.0,20196000.0,20997000.0
Operating Income,76430000.0,65325000.0,-86245000.0,-106807000.0,40493000.0
Operating Expense,119565000.0,69076000.0,76783000.0,80979000.0,76585000.0
Selling General And Administration,119565000.0,69076000.0,76783000.0,80979000.0,76585000.0
General And Administrative Expense,119565000.0,69076000.0,76783000.0,80979000.0,76585000.0
Other Gand A,119565000.0,69076000.0,76783000.0,80979000.0,76585000.0
Gross Profit,195995000.0,134401000.0,-9462000.0,-25828000.0,117078000.0
Cost Of Revenue,1177686000.0,1112232000.0,1077111000.0,1108644000.0,1010392000.0
Total Revenue,1373681000.0,1246633000.0,1067649000.0,1082816000.0,1127470000.0
Operating Revenue,1373681000.0,1246633000.0,1067649000.0,1082816000.0,1127470000.0
