,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.01278,0.21
Normalized EBITDA,-6617000.0,-6146000.0,-5390000.0,-6300000.0,-5779000.0
Net Income From Continuing Operation Net Minority Interest,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Reconciled Depreciation,845000.0,844000.0,888000.0,844000.0,797000.0
Reconciled Cost Of Revenue,1742000.0,1526000.0,1575000.0,1461000.0,1458000.0
EBITDA,-6617000.0,-6146000.0,-5390000.0,-6300000.0,-5779000.0
EBIT,-7462000.0,-6990000.0,-6278000.0,-7144000.0,-6576000.0
Net Interest Income,-42000.0,-48000.0,-45000.0,-55000.0,-68000.0
Interest Expense,42000.0,48000.0,45000.0,55000.0,68000.0
Normalized Income,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Net Income From Continuing And Discontinued Operation,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Total Expenses,24750000.0,24240000.0,22591000.0,22632000.0,22016000.0
Total Operating Income As Reported,-8248000.0,-7708000.0,-7102000.0,-7919000.0,-7441000.0
Diluted Average Shares,41819427.0,40853048.0,40157199.0,39295743.0,38476934.0
Basic Average Shares,41819427.0,40853048.0,40157199.0,39295743.0,38476934.0
Diluted EPS,-0.22,-0.2,-0.2,-0.2,-0.22
Basic EPS,-0.22,-0.2,-0.2,-0.2,-0.22
Diluted NI Availto Com Stockholders,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Net Income Common Stockholders,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Net Income,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Net Income Including Noncontrolling Interests,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Net Income Continuous Operations,-9130000.0,-8121000.0,-8204000.0,-7687000.0,-8344000.0
Earnings From Equity Interest Net Of Tax,-780000.0,-815000.0,-634000.0,-580000.0,-725000.0
Tax Provision,846000.0,268000.0,1247000.0,-92000.0,975000.0
Pretax Income,-7504000.0,-7038000.0,-6323000.0,-7199000.0,-6644000.0
Other Income Expense,786000.0,718000.0,824000.0,775000.0,865000.0
Other Non Operating Income Expenses,786000.0,718000.0,824000.0,775000.0,865000.0
Net Non Operating Interest Income Expense,-42000.0,-48000.0,-45000.0,-55000.0,-68000.0
Interest Expense Non Operating,42000.0,48000.0,45000.0,55000.0,68000.0
Operating Income,-8248000.0,-7708000.0,-7102000.0,-7919000.0,-7441000.0
Operating Expense,23008000.0,22714000.0,21016000.0,21171000.0,20558000.0
Research And Development,12171000.0,11862000.0,11532000.0,11923000.0,10717000.0
Selling General And Administration,10837000.0,10852000.0,9484000.0,9248000.0,9841000.0
Selling And Marketing Expense,6335000.0,6529000.0,5365000.0,4962000.0,5013000.0
General And Administrative Expense,4502000.0,4323000.0,4119000.0,4286000.0,4828000.0
Other Gand A,4502000.0,4323000.0,4119000.0,4286000.0,4828000.0
Gross Profit,14760000.0,15006000.0,13914000.0,13252000.0,13117000.0
Cost Of Revenue,1742000.0,1526000.0,1575000.0,1461000.0,1458000.0
Total Revenue,16502000.0,16532000.0,15489000.0,14713000.0,14575000.0
Operating Revenue,16490000.0,16502000.0,15456000.0,14683000.0,14524000.0
