,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-188000.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.127,0.094,0.21,0.019,0.018,,
Normalized EBITDA,460000000.0,394000000.0,580000000.0,171000000.0,207000000.0,,
Total Unusual Items,,-2000000.0,,,,-2000000.0,-4000000.0
Total Unusual Items Excluding Goodwill,,-2000000.0,,,,-2000000.0,-4000000.0
Net Income From Continuing Operation Net Minority Interest,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Reconciled Depreciation,21000000.0,20000000.0,22000000.0,20000000.0,18000000.0,,
Reconciled Cost Of Revenue,141000000.0,134000000.0,144000000.0,121000000.0,123000000.0,,
EBITDA,460000000.0,392000000.0,580000000.0,171000000.0,207000000.0,,
EBIT,439000000.0,372000000.0,558000000.0,151000000.0,189000000.0,,
Normalized Income,386000000.0,337812000.0,916000000.0,150000000.0,188000000.0,,
Net Income From Continuing And Discontinued Operation,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Total Expenses,550000000.0,555000000.0,456000000.0,486000000.0,493000000.0,,
Diluted Average Shares,909127658.0,909241619.0,907767796.0,905544750.0,904490572.0,,
Basic Average Shares,882149402.0,884577603.0,883884676.0,884108545.0,881076624.0,,
Diluted EPS,0.42,0.37,1.01,0.17,0.21,,
Basic EPS,0.44,0.37,1.04,0.17,0.21,,
Diluted NI Availto Com Stockholders,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Net Income Common Stockholders,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Net Income,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Net Income Including Noncontrolling Interests,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Net Income Continuous Operations,386000000.0,336000000.0,916000000.0,150000000.0,188000000.0,,
Tax Provision,56000000.0,35000000.0,-358000000.0,3000000.0,3000000.0,,
Pretax Income,442000000.0,371000000.0,558000000.0,153000000.0,191000000.0,,
Other Income Expense,3000000.0,-1000000.0,0.0,2000000.0,2000000.0,,
Other Non Operating Income Expenses,3000000.0,1000000.0,2000000.0,2000000.0,2000000.0,,
Special Income Charges,,-2000000.0,,,,-2000000.0,
Other Special Charges,,2000000.0,,,,2000000.0,
Gain On Sale Of Security,,,,,,,-4000000.0
Operating Income,439000000.0,372000000.0,558000000.0,151000000.0,189000000.0,,
Operating Expense,409000000.0,421000000.0,312000000.0,365000000.0,370000000.0,,
Other Operating Expenses,10000000.0,11000000.0,9000000.0,8000000.0,9000000.0,,
Provision For Doubtful Accounts,28000000.0,24000000.0,19000000.0,23000000.0,18000000.0,,
Research And Development,214000000.0,214000000.0,208000000.0,205000000.0,209000000.0,,
Selling General And Administration,157000000.0,172000000.0,76000000.0,129000000.0,134000000.0,,
Selling And Marketing Expense,86000000.0,94000000.0,71000000.0,47000000.0,55000000.0,,
General And Administrative Expense,71000000.0,78000000.0,5000000.0,82000000.0,79000000.0,,
Other Gand A,32000000.0,49000000.0,-15000000.0,51000000.0,45000000.0,,
Salaries And Wages,39000000.0,29000000.0,20000000.0,31000000.0,34000000.0,,
Gross Profit,848000000.0,793000000.0,870000000.0,516000000.0,559000000.0,,
Cost Of Revenue,141000000.0,134000000.0,144000000.0,121000000.0,123000000.0,,
Total Revenue,989000000.0,927000000.0,1014000000.0,637000000.0,682000000.0,,
Operating Revenue,896000000.0,873000000.0,968000000.0,593000000.0,612000000.0,,
