,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.253235,0.331954,0.142536,0.304226,0.3261,
Normalized EBITDA,134958000.0,126502000.0,72124000.0,64729000.0,96929000.0,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,57545000.0,55164000.0,25203000.0,14747000.0,37828000.0,
Reconciled Depreciation,25879000.0,21870000.0,20689000.0,19895000.0,20214000.0,
Reconciled Cost Of Revenue,443562000.0,367490000.0,317115000.0,297097000.0,297413000.0,
EBITDA,134958000.0,126502000.0,72124000.0,64729000.0,96929000.0,
EBIT,109079000.0,104632000.0,51435000.0,44834000.0,76715000.0,
Net Interest Income,-18533000.0,-13025000.0,-11893000.0,-8181000.0,-4406000.0,
Interest Expense,33801000.0,24654000.0,24263000.0,25125000.0,21551000.0,
Interest Income,15268000.0,11629000.0,12370000.0,16944000.0,17145000.0,
Normalized Income,57545000.0,55164000.0,25203000.0,14747000.0,37828000.0,
Net Income From Continuing And Discontinued Operation,57545000.0,55164000.0,25203000.0,14747000.0,37828000.0,
Total Expenses,653231000.0,551121000.0,546892000.0,495958000.0,465270000.0,
Rent Expense Supplemental,46478000.0,42569000.0,42278000.0,45195000.0,40959000.0,
Diluted Average Shares,484636000.0,485549000.0,479088000.0,478652000.0,480861000.0,
Basic Average Shares,480138000.0,479166000.0,474326000.0,473435000.0,475272000.0,
Diluted EPS,0.11,0.11,0.05,0.03,0.08,
Basic EPS,0.11,0.11,0.05,0.03,0.08,
Diluted NI Availto Com Stockholders,55136000.0,52806000.0,24353000.0,14194000.0,36070000.0,
Average Dilution Earnings,19000.0,26000.0,4000.0,2000.0,16000.0,
Net Income Common Stockholders,55117000.0,52780000.0,24349000.0,14192000.0,36054000.0,
Otherunder Preferred Stock Dividend,2428000.0,2384000.0,854000.0,555000.0,1774000.0,
Net Income,57545000.0,55164000.0,25203000.0,14747000.0,37828000.0,
Minority Interests,1330000.0,1735000.0,1904000.0,1034000.0,653000.0,
Net Income Including Noncontrolling Interests,56215000.0,53429000.0,23299000.0,13713000.0,37175000.0,
Net Income Continuous Operations,56215000.0,53429000.0,23299000.0,13713000.0,37175000.0,
Tax Provision,19063000.0,26549000.0,3873000.0,5996000.0,17989000.0,
Pretax Income,75278000.0,79978000.0,27172000.0,19709000.0,55164000.0,
Other Income Expense,-21694000.0,-8487000.0,25995000.0,-20319000.0,-8776000.0,
Other Non Operating Income Expenses,-24073000.0,-10845000.0,-14310000.0,-22679000.0,-11520000.0,
Special Income Charges,,,,,,0.0
Gain On Sale Of Business,,,,,,0.0
Earnings From Equity Interest,2379000.0,2358000.0,1536000.0,2360000.0,2744000.0,
Net Non Operating Interest Income Expense,-18533000.0,-13025000.0,-11893000.0,-8181000.0,-4406000.0,
Interest Expense Non Operating,33801000.0,24654000.0,24263000.0,25125000.0,21551000.0,
Interest Income Non Operating,15268000.0,11629000.0,12370000.0,16944000.0,17145000.0,
Operating Income,115505000.0,101490000.0,13070000.0,48209000.0,68346000.0,
Operating Expense,209669000.0,183631000.0,229777000.0,198861000.0,167857000.0,
Selling General And Administration,209669000.0,183631000.0,229777000.0,198861000.0,167857000.0,
Selling And Marketing Expense,28810000.0,19441000.0,18605000.0,17376000.0,17714000.0,
General And Administrative Expense,180859000.0,164190000.0,211172000.0,181485000.0,150143000.0,
Other Gand A,50455000.0,46298000.0,47729000.0,50600000.0,42977000.0,
Rent And Landing Fees,46478000.0,42569000.0,42278000.0,45195000.0,40959000.0,
Salaries And Wages,83926000.0,75323000.0,121165000.0,85690000.0,66207000.0,
Gross Profit,325174000.0,285121000.0,242847000.0,247070000.0,236203000.0,
Cost Of Revenue,443562000.0,367490000.0,317115000.0,297097000.0,297413000.0,
Total Revenue,768736000.0,652611000.0,559962000.0,544167000.0,533616000.0,
Operating Revenue,760602000.0,647711000.0,555204000.0,538413000.0,528975000.0,
