,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,8182.2356,1793190.0,16044.962694,
Tax Rate For Calcs,0.0,0.0,0.002296,0.21,0.002774,
Total Unusual Items,4025000.0,2889000.0,3564000.0,8539000.0,5785000.0,
Total Unusual Items Excluding Goodwill,4025000.0,2889000.0,3564000.0,8539000.0,5785000.0,
Net Income From Continuing Operation Net Minority Interest,-29726000.0,-4861000.0,20255000.0,-7388000.0,25832000.0,
Reconciled Depreciation,491000.0,490000.0,495000.0,488000.0,0.0,
Net Interest Income,30171000.0,31341000.0,35134000.0,37005000.0,40433000.0,
Interest Expense,82101000.0,82626000.0,88476000.0,103145000.0,108816000.0,
Interest Income,112272000.0,113967000.0,123610000.0,140150000.0,149249000.0,
Normalized Income,-33751000.0,-7750000.0,16699182.2356,-14133810.0,20063044.962694,
Net Income From Continuing And Discontinued Operation,-29726000.0,-4861000.0,20255000.0,-7388000.0,25832000.0,
Diluted Average Shares,67191309.0,68765877.0,,69434938.0,69423244.0,69386568.0
Basic Average Shares,67191309.0,68765877.0,,69434938.0,69423244.0,69386568.0
Diluted EPS,-0.53,-0.15,,-0.19,0.29,-0.13
Basic EPS,-0.53,-0.15,,-0.19,0.29,-0.13
Diluted NI Availto Com Stockholders,-35425000.0,-10550000.0,14578000.0,-12991000.0,20223000.0,
Net Income Common Stockholders,-35425000.0,-10550000.0,14578000.0,-12991000.0,20223000.0,
Otherunder Preferred Stock Dividend,373000.0,363000.0,351000.0,277000.0,283000.0,
Preferred Stock Dividends,5326000.0,5326000.0,5326000.0,5326000.0,5326000.0,
Net Income,-29726000.0,-4861000.0,20255000.0,-7388000.0,25832000.0,
Minority Interests,847000.0,888000.0,699000.0,-60000.0,304000.0,
Net Income Including Noncontrolling Interests,-30573000.0,-5749000.0,19556000.0,-7328000.0,25528000.0,
Net Income Continuous Operations,-30573000.0,-5749000.0,19556000.0,-7328000.0,25528000.0,
Tax Provision,0.0,0.0,45000.0,91000.0,71000.0,
Pretax Income,-30573000.0,-5749000.0,19601000.0,-7237000.0,25599000.0,
Gain On Sale Of Security,1192000.0,,0.0,0.0,-615000.0,
Selling General And Administration,4681000.0,4831000.0,3955000.0,4668000.0,4795000.0,
General And Administrative Expense,4681000.0,4831000.0,3955000.0,4668000.0,4795000.0,
Other Gand A,4681000.0,4831000.0,2355000.0,2468000.0,4795000.0,
Salaries And Wages,,,1600000.0,2200000.0,,2300000.0
Total Revenue,30753000.0,29620000.0,33973000.0,40963000.0,40662000.0,
Operating Revenue,30753000.0,29620000.0,33973000.0,40963000.0,40662000.0,
Other Non Interest Expense,6178000.0,5474000.0,5722000.0,5488000.0,6341000.0,
