,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-13785000.0,-13943000.0,-24657000.0,-13946000.0,-10073000.0,
Total Unusual Items,-5646000.0,4310000.0,2060000.0,2974000.0,4234000.0,
Total Unusual Items Excluding Goodwill,-5646000.0,4310000.0,2060000.0,2974000.0,4234000.0,
Net Income From Continuing Operation Net Minority Interest,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Reconciled Depreciation,1235000.0,999000.0,938000.0,891000.0,712000.0,
Reconciled Cost Of Revenue,8495000.0,2598000.0,32600000.0,5613000.0,3327000.0,
EBITDA,-19431000.0,-9633000.0,-22597000.0,-10972000.0,-5839000.0,
EBIT,-20666000.0,-10632000.0,-23535000.0,-11863000.0,-6551000.0,
Net Interest Income,411000.0,601000.0,1053000.0,1220000.0,580000.0,
Interest Expense,290000.0,266000.0,,,33000.0,131000.0
Interest Income,701000.0,867000.0,,,613000.0,619000.0
Normalized Income,-15310000.0,-15208000.0,-22122000.0,-10976000.0,-10818000.0,
Net Income From Continuing And Discontinued Operation,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Total Expenses,26198000.0,15835000.0,46188000.0,18263000.0,16060000.0,
Total Operating Income As Reported,-15763000.0,-15835000.0,-23535000.0,-11863000.0,-11407000.0,
Diluted Average Shares,364819260.0,364434300.0,,341418122.0,286352188.0,278030162.0
Basic Average Shares,364819260.0,364434300.0,,341418122.0,286352188.0,278030162.0
Diluted EPS,-0.06,-0.03,,-0.02,-0.02,-0.07
Basic EPS,-0.06,-0.03,,-0.02,-0.02,-0.07
Diluted NI Availto Com Stockholders,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Net Income Common Stockholders,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Net Income,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Net Income Including Noncontrolling Interests,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Net Income Continuous Operations,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Pretax Income,-20956000.0,-10898000.0,-20062000.0,-8002000.0,-6584000.0,
Other Income Expense,-5604000.0,4336000.0,2420000.0,2641000.0,4243000.0,
Other Non Operating Income Expenses,42000.0,26000.0,360000.0,-333000.0,9000.0,
Gain On Sale Of Security,-5646000.0,4310000.0,2060000.0,2974000.0,4234000.0,
Net Non Operating Interest Income Expense,411000.0,601000.0,1053000.0,1220000.0,580000.0,
Total Other Finance Cost,,,,-1220000.0,-580000.0,
Interest Expense Non Operating,290000.0,266000.0,,,33000.0,131000.0
Interest Income Non Operating,701000.0,867000.0,,,613000.0,619000.0
Operating Income,-15763000.0,-15835000.0,-23535000.0,-11863000.0,-11407000.0,
Operating Expense,17703000.0,13237000.0,13588000.0,12650000.0,12733000.0,
Other Operating Expenses,1442000.0,1321000.0,1183000.0,1165000.0,1191000.0,
Research And Development,14062000.0,9743000.0,9779000.0,10088000.0,10090000.0,
Selling General And Administration,2199000.0,2173000.0,2626000.0,1397000.0,1452000.0,
General And Administrative Expense,2199000.0,2173000.0,2626000.0,1397000.0,1452000.0,
Other Gand A,2199000.0,2173000.0,2626000.0,1397000.0,1452000.0,
Gross Profit,1940000.0,-2598000.0,-9947000.0,787000.0,1326000.0,
Cost Of Revenue,8495000.0,2598000.0,32600000.0,5613000.0,3327000.0,
Total Revenue,10435000.0,0.0,22653000.0,6400000.0,4653000.0,
Operating Revenue,10435000.0,0.0,22357000.0,6165000.0,4653000.0,
