,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,665719.332049,22848.0,-49055.200901,-72360.0,-85671.077418,,
Tax Rate For Calcs,0.211339,0.204,0.226061,0.216,0.209465,,
Total Unusual Items,3150000.0,112000.0,-217000.0,-335000.0,-409000.0,,
Total Unusual Items Excluding Goodwill,3150000.0,112000.0,-217000.0,-335000.0,-409000.0,,
Net Income From Continuing Operation Net Minority Interest,22103000.0,20543000.0,16488000.0,17843000.0,17206000.0,,
Reconciled Depreciation,1435000.0,1438000.0,1564000.0,1321000.0,1219000.0,,
Net Interest Income,67042000.0,65983000.0,65729000.0,56114000.0,54009000.0,,
Interest Expense,47808000.0,47710000.0,50413000.0,46627000.0,45861000.0,,
Interest Income,114850000.0,113693000.0,116142000.0,102741000.0,99870000.0,,
Normalized Income,19618719.332049,20453848.0,16655944.799099,18105640.0,17529328.922582,,
Net Income From Continuing And Discontinued Operation,22103000.0,20543000.0,16488000.0,17843000.0,17206000.0,,
Diluted Average Shares,29586975.0,29545921.0,29520781.0,25440247.0,25395614.0,,
Basic Average Shares,29517495.0,29329668.0,29311111.0,25289094.0,25265495.0,,
Diluted EPS,0.7,0.65,0.51,0.65,0.62,,
Basic EPS,0.7,0.65,0.52,0.65,0.63,,
Diluted NI Availto Com Stockholders,20753000.0,19193000.0,15138000.0,16492000.0,15856000.0,,
Net Income Common Stockholders,20753000.0,19193000.0,15138000.0,16492000.0,15856000.0,,
Preferred Stock Dividends,1350000.0,1350000.0,1350000.0,1351000.0,1350000.0,,
Net Income,22103000.0,20543000.0,16488000.0,17843000.0,17206000.0,,
Net Income Including Noncontrolling Interests,22103000.0,20543000.0,16488000.0,17843000.0,17206000.0,,
Net Income Continuous Operations,22103000.0,20543000.0,16488000.0,17843000.0,17206000.0,,
Tax Provision,5923000.0,5276000.0,4816000.0,4930000.0,4559000.0,,
Pretax Income,28026000.0,25819000.0,21304000.0,22773000.0,21765000.0,,
Special Income Charges,3150000.0,380000.0,-168000.0,-319000.0,-409000.0,,
Gain On Sale Of Business,3360000.0,,0.0,0.0,0.0,,13000.0
Restructuring And Mergern Acquisition,210000.0,250000.0,168000.0,319000.0,409000.0,,
Gain On Sale Of Security,-47000.0,-1000.0,21000.0,-13000.0,0.0,,
Depreciation Amortization Depletion Income Statement,,2152000.0,,1844000.0,1742000.0,1676000.0,
Depreciation And Amortization In Income Statement,,2152000.0,,1844000.0,1742000.0,1676000.0,
Selling General And Administration,30022000.0,32251000.0,29537000.0,27066000.0,27323000.0,,
Selling And Marketing Expense,1088000.0,1291000.0,1710000.0,1057000.0,966000.0,,
General And Administrative Expense,28934000.0,30960000.0,27827000.0,26009000.0,26357000.0,,
Insurance And Claims,424000.0,1184000.0,-564000.0,887000.0,566000.0,,
Salaries And Wages,28510000.0,29776000.0,28391000.0,25122000.0,25791000.0,,
Total Revenue,78343000.0,77828000.0,77400000.0,66552000.0,65793000.0,,
Operating Revenue,78343000.0,77828000.0,77400000.0,66552000.0,65793000.0,,
Occupancy And Equipment,7162000.0,3401000.0,16211000.0,2630000.0,5717000.0,,
Professional Expense And Contract Services Expense,1093000.0,1013000.0,975000.0,873000.0,1042000.0,,
Other Non Interest Expense,12719000.0,11511000.0,7941000.0,9718000.0,8619000.0,,
