,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.269319,0.21,0.22999,0.23,0.247854,,
Normalized EBITDA,118613000.0,116366000.0,105067000.0,113758000.0,106953000.0,,
Net Income From Continuing Operation Net Minority Interest,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Reconciled Depreciation,21058000.0,19999000.0,20154000.0,20515000.0,19995000.0,,
Reconciled Cost Of Revenue,67821000.0,64338000.0,62224000.0,61031000.0,59273000.0,,
EBITDA,118613000.0,116366000.0,105067000.0,113758000.0,106953000.0,,
EBIT,97555000.0,96367000.0,84913000.0,93243000.0,86958000.0,,
Net Interest Income,5791000.0,6956000.0,6401000.0,6607000.0,5780000.0,,
Interest Expense,139000.0,213000.0,318000.0,346000.0,621000.0,,
Interest Income,5930000.0,7169000.0,6719000.0,6953000.0,6401000.0,,
Normalized Income,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Net Income From Continuing And Discontinued Operation,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Total Expenses,127598000.0,120194000.0,122428000.0,119660000.0,116321000.0,,
Rent Expense Supplemental,3753000.0,3622000.0,3716000.0,3835000.0,3714000.0,,
Total Operating Income As Reported,91864000.0,88382000.0,79976000.0,87055000.0,81339000.0,,
Diluted Average Shares,37298000.0,37456000.0,37601000.0,37608000.0,37689000.0,,
Basic Average Shares,37210000.0,37388000.0,37479000.0,37527000.0,37655000.0,,
Diluted EPS,1.91,0.4,1.73,1.9,1.72,,
Basic EPS,1.91,0.4,1.74,1.9,1.72,,
Diluted NI Availto Com Stockholders,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Net Income Common Stockholders,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Net Income,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Net Income Including Noncontrolling Interests,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Net Income Continuous Operations,71180000.0,15065000.0,65139000.0,71489000.0,64938000.0,,
Tax Provision,26236000.0,81089000.0,19456000.0,21408000.0,21399000.0,,
Pretax Income,97416000.0,96154000.0,84595000.0,92897000.0,86337000.0,,
Other Income Expense,-239000.0,816000.0,-1782000.0,-765000.0,-782000.0,,
Other Non Operating Income Expenses,-407000.0,527000.0,-2113000.0,-1105000.0,-1136000.0,,
Earnings From Equity Interest,168000.0,289000.0,331000.0,340000.0,354000.0,,
Net Non Operating Interest Income Expense,5791000.0,6956000.0,6401000.0,6607000.0,5780000.0,,
Interest Expense Non Operating,139000.0,213000.0,318000.0,346000.0,621000.0,,
Interest Income Non Operating,5930000.0,7169000.0,6719000.0,6953000.0,6401000.0,,
Operating Income,91864000.0,88382000.0,79976000.0,87055000.0,81339000.0,,
Operating Expense,57914000.0,54093000.0,58590000.0,56842000.0,55409000.0,,
Other Operating Expenses,,,18791000.0,18553000.0,17771000.0,17051000.0,17228000.0
Depreciation Amortization Depletion Income Statement,19195000.0,18236000.0,18540000.0,18728000.0,18356000.0,,
Depreciation And Amortization In Income Statement,19195000.0,18236000.0,18540000.0,18728000.0,18356000.0,,
Selling General And Administration,38719000.0,35857000.0,40050000.0,38114000.0,37053000.0,,
Selling And Marketing Expense,2952000.0,2061000.0,3972000.0,2898000.0,3010000.0,,
General And Administrative Expense,35767000.0,33796000.0,36078000.0,35216000.0,34043000.0,,
Other Gand A,32014000.0,30174000.0,32362000.0,31381000.0,30329000.0,,
Rent And Landing Fees,3753000.0,3622000.0,3716000.0,3835000.0,3714000.0,,
Gross Profit,149778000.0,142475000.0,138566000.0,143897000.0,136748000.0,,
Cost Of Revenue,69684000.0,66101000.0,63838000.0,62818000.0,60912000.0,,
Total Revenue,219462000.0,208576000.0,202404000.0,206715000.0,197660000.0,,
Operating Revenue,219462000.0,208576000.0,202404000.0,206715000.0,197660000.0,,
