,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-420000.0,-937000.0,-859000.0,-1490000.0,-1603000.0,
Total Unusual Items,1000.0,79000.0,120000.0,-168000.0,0.0,
Total Unusual Items Excluding Goodwill,1000.0,79000.0,120000.0,-168000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-828000.0,-1488000.0,-1293000.0,-2138000.0,-1806000.0,
Reconciled Depreciation,-529000.0,322000.0,306000.0,234000.0,-703000.0,
Reconciled Cost Of Revenue,560000.0,2799000.0,2225000.0,2120000.0,638000.0,
EBITDA,-419000.0,-858000.0,-739000.0,-1658000.0,-1603000.0,
EBIT,-419000.0,-1180000.0,-1045000.0,-1892000.0,-1603000.0,
Net Interest Income,-409000.0,-308000.0,-248000.0,-246000.0,-203000.0,
Interest Expense,409000.0,308000.0,248000.0,246000.0,203000.0,
Normalized Income,-829000.0,-1567000.0,-1413000.0,-1970000.0,-1806000.0,
Net Income From Continuing And Discontinued Operation,-1359000.0,-1488000.0,-1293000.0,-2138000.0,-2156000.0,
Total Expenses,1213000.0,4213000.0,3581000.0,3714000.0,1113000.0,
Total Operating Income As Reported,-452000.0,-1182000.0,-1050000.0,-1516000.0,-307000.0,
Diluted Average Shares,2116000.0,1745000.0,1706000.0,,1097000.0,856000.0
Basic Average Shares,2116000.0,1745000.0,1706000.0,,1097000.0,856000.0
Diluted EPS,-0.66,-0.87,-0.78,,-2.0,-1.96
Basic EPS,-0.66,-0.87,-0.78,,-2.0,-1.96
Diluted NI Availto Com Stockholders,-1397000.0,-1525000.0,-1331000.0,-2175000.0,-2194000.0,
Net Income Common Stockholders,-1397000.0,-1525000.0,-1331000.0,-2175000.0,-2194000.0,
Preferred Stock Dividends,38000.0,37000.0,38000.0,37000.0,38000.0,
Net Income,-1359000.0,-1488000.0,-1293000.0,-2138000.0,-2156000.0,
Net Income Including Noncontrolling Interests,-1359000.0,-1488000.0,-1293000.0,-2138000.0,-2156000.0,
Net Income Discontinuous Operations,-531000.0,,,,-350000.0,
Net Income Continuous Operations,-828000.0,-1488000.0,-1293000.0,-2138000.0,-1806000.0,
Tax Provision,0.0,0.0,0.0,0.0,0.0,
Pretax Income,-828000.0,-1488000.0,-1293000.0,-2138000.0,-1806000.0,
Other Income Expense,34000.0,81000.0,125000.0,-180000.0,-1296000.0,
Other Non Operating Income Expenses,33000.0,2000.0,5000.0,-12000.0,-1296000.0,
Special Income Charges,1000.0,79000.0,120000.0,-168000.0,0.0,
Gain On Sale Of Ppe,1000.0,79000.0,120000.0,196000.0,0.0,
Net Non Operating Interest Income Expense,-409000.0,-308000.0,-248000.0,-246000.0,-203000.0,
Interest Expense Non Operating,409000.0,308000.0,248000.0,246000.0,203000.0,
Operating Income,-453000.0,-1261000.0,-1170000.0,-1712000.0,-307000.0,
Operating Expense,653000.0,1414000.0,1356000.0,1594000.0,475000.0,
Selling General And Administration,653000.0,1414000.0,1356000.0,1594000.0,475000.0,
Selling And Marketing Expense,218000.0,262000.0,251000.0,338000.0,303000.0,
General And Administrative Expense,435000.0,1152000.0,1105000.0,1256000.0,172000.0,
Other Gand A,435000.0,1152000.0,1105000.0,1256000.0,172000.0,
Gross Profit,200000.0,153000.0,186000.0,-118000.0,168000.0,
Cost Of Revenue,560000.0,2799000.0,2225000.0,2120000.0,638000.0,
Total Revenue,760000.0,2952000.0,2411000.0,2002000.0,806000.0,
Excise Taxes,23000.0,109000.0,76000.0,79000.0,43000.0,
Operating Revenue,783000.0,3061000.0,2487000.0,2081000.0,849000.0,
