,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.21,0.21,0.21,0.0,,
Normalized EBITDA,1916328.0,5200054.0,3565337.0,-2129195.0,-4017341.0,,
Total Unusual Items,,,0.0,0.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,,0.0,0.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-2074874.0,1384804.0,-106272.0,-5131465.0,-6875640.0,,
Reconciled Depreciation,2823100.0,2657130.0,2547095.0,2556917.0,2288225.0,,
Reconciled Cost Of Revenue,7430904.0,8643716.0,9429846.0,5013541.0,5024915.0,,
EBITDA,1916328.0,5200054.0,3565337.0,-2129195.0,-4017341.0,,
EBIT,-906772.0,2542924.0,1018242.0,-4686112.0,-6305566.0,,
Net Interest Income,-663027.0,-626275.0,-614074.0,-558597.0,-531468.0,,
Interest Expense,663027.0,626275.0,,558597.0,531468.0,477678.0,
Normalized Income,-2074874.0,1384804.0,-106272.0,-5131465.0,-6875640.0,,
Net Income From Continuing And Discontinued Operation,-2074874.0,1384804.0,-106272.0,-5131465.0,-6875640.0,,
Total Expenses,63124957.0,63154832.0,63236330.0,58079269.0,56967411.0,,
Total Operating Income As Reported,-906772.0,2542924.0,1018242.0,-4686112.0,-6305566.0,,
Diluted Average Shares,44401531.0,45580311.0,42205767.0,42020965.0,41296042.0,,
Basic Average Shares,44401531.0,43135778.0,42205767.0,42020965.0,41296042.0,,
Diluted EPS,-0.06,0.01,-0.02,-0.14,-0.19,,
Basic EPS,-0.06,0.01,-0.02,-0.14,-0.19,,
Diluted NI Availto Com Stockholders,-2851436.0,608241.0,-882834.0,-5908028.0,-7652202.0,,
Net Income Common Stockholders,-2851436.0,608241.0,-882834.0,-5908028.0,-7652202.0,,
Preferred Stock Dividends,776562.0,776563.0,776562.0,776563.0,776562.0,,
Net Income,-2074874.0,1384804.0,-106272.0,-5131465.0,-6875640.0,,
Minority Interests,-505075.0,-531845.0,-340963.0,345767.0,-38606.0,,
Net Income Including Noncontrolling Interests,-1569799.0,1916649.0,234691.0,-5477232.0,-6837034.0,,
Net Income Continuous Operations,-1569799.0,1916649.0,234691.0,-5477232.0,-6837034.0,,
Tax Provision,,,169477.0,232523.0,,,
Pretax Income,-1569799.0,1916649.0,404168.0,-5244709.0,-6837034.0,,
Other Income Expense,,,,,,,0.0
Special Income Charges,,,0.0,0.0,0.0,0.0,0.0
Other Special Charges,,,,,,,0.0
Impairment Of Capital Assets,,,,,,,0.0
Restructuring And Mergern Acquisition,,,,,,,0.0
Net Non Operating Interest Income Expense,-663027.0,-626275.0,-614074.0,-558597.0,-531468.0,,
Interest Expense Non Operating,663027.0,626275.0,,558597.0,531468.0,477678.0,
Operating Income,-906772.0,2542924.0,1018242.0,-4686112.0,-6305566.0,,
Operating Expense,55694053.0,54511116.0,53806484.0,53065728.0,51942496.0,,
Other Operating Expenses,6259497.0,5586252.0,5631226.0,4916379.0,4639593.0,,
Research And Development,2744272.0,2675134.0,2410653.0,2611833.0,2402590.0,,
Selling General And Administration,46690284.0,46249730.0,45764605.0,45537516.0,44900313.0,,
Selling And Marketing Expense,29125097.0,29194061.0,25855545.0,26611672.0,26378928.0,,
General And Administrative Expense,17565187.0,17055669.0,19909060.0,18925844.0,18521385.0,,
Other Gand A,17565187.0,17055669.0,19909060.0,18925844.0,18521385.0,,
Gross Profit,54787281.0,57054040.0,54824726.0,48379616.0,45636930.0,,
Cost Of Revenue,7430904.0,8643716.0,9429846.0,5013541.0,5024915.0,,
Total Revenue,62218185.0,65697756.0,64254572.0,53393157.0,50661845.0,,
Operating Revenue,62218185.0,65697756.0,64254572.0,53393157.0,50661845.0,,
