,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-673806.078148,-2965702.891326,-4537500.0,-15007495.195388,222513.661202,,
Tax Rate For Calcs,0.280753,0.277168,0.275,0.21845,0.278142,,
Normalized EBITDA,260100000.0,367200000.0,-26800000.0,-190300000.0,241400000.0,,
Total Unusual Items,-2400000.0,-10700000.0,-16500000.0,-68700000.0,800000.0,,
Total Unusual Items Excluding Goodwill,-2400000.0,-10700000.0,-16500000.0,-68700000.0,800000.0,,
Net Income From Continuing Operation Net Minority Interest,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Reconciled Depreciation,18600000.0,19000000.0,18900000.0,20000000.0,20400000.0,,
Reconciled Cost Of Revenue,794400000.0,857100000.0,306100000.0,427700000.0,831200000.0,,
EBITDA,257700000.0,356500000.0,-43300000.0,-259000000.0,242200000.0,,
EBIT,239100000.0,337500000.0,-62200000.0,-279000000.0,221800000.0,,
Net Interest Income,-31800000.0,-36600000.0,-33700000.0,-33200000.0,-38800000.0,,
Interest Expense,31800000.0,36600000.0,33700000.0,33200000.0,38800000.0,,
Normalized Income,150826193.921852,225234297.108674,-57537500.0,-190307495.195388,131522513.661202,,
Net Income From Continuing And Discontinued Operation,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Total Expenses,970600000.0,1065600000.0,451300000.0,562100000.0,1002900000.0,,
Total Operating Income As Reported,215000000.0,344700000.0,-51000000.0,-216100000.0,200100000.0,,
Diluted Average Shares,58600000.0,58400000.0,57300000.0,56900000.0,58000000.0,,
Basic Average Shares,57700000.0,57600000.0,57300000.0,56900000.0,56800000.0,,
Diluted EPS,2.54,3.72,-1.21,-4.29,2.28,,
Basic EPS,2.58,3.78,-1.21,-4.29,2.33,,
Diluted NI Availto Com Stockholders,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Net Income Common Stockholders,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Net Income,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Net Income Including Noncontrolling Interests,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Net Income Continuous Operations,149100000.0,217500000.0,-69500000.0,-244000000.0,132100000.0,,
Tax Provision,58200000.0,83400000.0,-26400000.0,-68200000.0,50900000.0,,
Pretax Income,207300000.0,300900000.0,-95900000.0,-312200000.0,183000000.0,,
Other Income Expense,21700000.0,-17900000.0,-27700000.0,-131600000.0,22500000.0,,
Other Non Operating Income Expenses,-1200000.0,-1300000.0,-1300000.0,-1300000.0,-1300000.0,,
Special Income Charges,-2400000.0,-10700000.0,-16500000.0,-68700000.0,800000.0,,
Write Off,2400000.0,10700000.0,,,-800000.0,2100000.0,
Restructuring And Mergern Acquisition,,,,1600000.0,-800000.0,,-7100000.0
Earnings From Equity Interest,25300000.0,-5900000.0,-9900000.0,-61600000.0,23000000.0,,
Net Non Operating Interest Income Expense,-31800000.0,-36600000.0,-33700000.0,-33200000.0,-38800000.0,,
Interest Expense Non Operating,31800000.0,36600000.0,33700000.0,33200000.0,38800000.0,,
Operating Income,217400000.0,355400000.0,-34500000.0,-147400000.0,199300000.0,,
Operating Expense,160600000.0,192500000.0,129300000.0,117900000.0,154800000.0,,
Other Operating Expenses,7200000.0,4200000.0,4500000.0,300000.0,6900000.0,,
Depreciation Amortization Depletion Income Statement,3000000.0,3000000.0,3000000.0,3500000.0,3500000.0,,
Depreciation And Amortization In Income Statement,3000000.0,3000000.0,3000000.0,3500000.0,3500000.0,,
Amortization,3000000.0,3000000.0,3000000.0,3500000.0,3500000.0,,
Amortization Of Intangibles Income Statement,3000000.0,3000000.0,3000000.0,3500000.0,3500000.0,,
Research And Development,9000000.0,9100000.0,7600000.0,9400000.0,8600000.0,,
Selling General And Administration,141400000.0,176200000.0,114200000.0,104700000.0,135800000.0,,
Selling And Marketing Expense,49800000.0,62200000.0,17600000.0,15300000.0,46400000.0,,
General And Administrative Expense,91600000.0,114000000.0,96600000.0,89400000.0,89400000.0,,
Other Gand A,81400000.0,100500000.0,84000000.0,77400000.0,75800000.0,,
Salaries And Wages,10200000.0,13500000.0,12600000.0,12000000.0,13600000.0,,
Gross Profit,378000000.0,547900000.0,94800000.0,-29500000.0,354100000.0,,
Cost Of Revenue,810000000.0,873100000.0,322000000.0,444200000.0,848100000.0,,
Total Revenue,1188000000.0,1421000000.0,416800000.0,414700000.0,1202200000.0,,
Operating Revenue,1188000000.0,1421000000.0,416800000.0,414700000.0,1202200000.0,,
