,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,92958.021045,-45570.0,-1252650.0,
Tax Rate For Calcs,0.21,0.21,0.002437,0.21,0.21,
Normalized EBITDA,6371000.0,9274000.0,7463000.0,5446000.0,6600000.0,
Total Unusual Items,0.0,0.0,38148000.0,-217000.0,-5965000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,38148000.0,-217000.0,-5965000.0,
Net Income From Continuing Operation Net Minority Interest,-13758000.0,-9816000.0,27019000.0,-14629000.0,-18411000.0,
Reconciled Depreciation,10729000.0,10067000.0,9935000.0,10137000.0,9943000.0,
Reconciled Cost Of Revenue,57140000.0,52360000.0,6107000.0,5785000.0,49475000.0,
EBITDA,6371000.0,9274000.0,45611000.0,5229000.0,635000.0,
EBIT,-4358000.0,-793000.0,35676000.0,-4908000.0,-9308000.0,
Net Interest Income,-8986000.0,-8577000.0,-8452000.0,-9586000.0,-8881000.0,
Interest Expense,9839000.0,8964000.0,8591000.0,9673000.0,9020000.0,
Interest Income,853000.0,387000.0,139000.0,87000.0,139000.0,
Normalized Income,-13758000.0,-9816000.0,-11036041.978955,-14457570.0,-13698650.0,
Net Income From Continuing And Discontinued Operation,-13758000.0,-9816000.0,27019000.0,-14629000.0,-18411000.0,
Total Expenses,79662000.0,71605000.0,69570000.0,70235000.0,68033000.0,
Diluted Average Shares,15456000.0,13014000.0,10562000.0,7331000.0,7050000.0,
Basic Average Shares,15456000.0,13014000.0,9861000.0,7331000.0,7050000.0,
Diluted EPS,-0.98,-0.86,2.16,-2.17,-2.79,
Basic EPS,-0.98,-0.86,2.32,-2.17,-2.79,
Diluted NI Availto Com Stockholders,-15167000.0,-11188000.0,22835000.0,-15928000.0,-19676000.0,
Net Income Common Stockholders,-15167000.0,-11188000.0,22835000.0,-15928000.0,-19676000.0,
Otherunder Preferred Stock Dividend,,0.0,2849000.0,,,0.0
Preferred Stock Dividends,1409000.0,1372000.0,1335000.0,1299000.0,1265000.0,
Net Income,-13758000.0,-9816000.0,27019000.0,-14629000.0,-18411000.0,
Minority Interests,507000.0,,,,0.0,
Net Income Including Noncontrolling Interests,-14265000.0,-9816000.0,27019000.0,-14629000.0,-18411000.0,
Net Income Continuous Operations,-14265000.0,-9816000.0,27019000.0,-14629000.0,-18411000.0,
Tax Provision,68000.0,59000.0,66000.0,48000.0,83000.0,
Pretax Income,-14197000.0,-9757000.0,27085000.0,-14581000.0,-18328000.0,
Other Income Expense,-299000.0,218000.0,37669000.0,-480000.0,-6089000.0,
Other Non Operating Income Expenses,-153000.0,253000.0,-479000.0,-263000.0,-124000.0,
Special Income Charges,0.0,0.0,38148000.0,-217000.0,-5965000.0,
Gain On Sale Of Ppe,,,,,-34000.0,0.0
Other Special Charges,,,-38148000.0,0.0,,
Impairment Of Capital Assets,0.0,,,0.0,5965000.0,
Earnings From Equity Interest,-146000.0,-35000.0,,,0.0,0.0
Net Non Operating Interest Income Expense,-8986000.0,-8577000.0,-8452000.0,-9586000.0,-8881000.0,
Interest Expense Non Operating,9839000.0,8964000.0,8591000.0,9673000.0,9020000.0,
Interest Income Non Operating,853000.0,387000.0,139000.0,87000.0,139000.0,
Operating Income,-4912000.0,-1398000.0,-2132000.0,-4515000.0,-3358000.0,
Operating Expense,22522000.0,19245000.0,63463000.0,64450000.0,18558000.0,
Other Operating Expenses,,,46317000.0,44367000.0,44486000.0,
Depreciation Amortization Depletion Income Statement,10729000.0,10067000.0,9935000.0,10137000.0,9943000.0,
Depreciation And Amortization In Income Statement,10729000.0,10067000.0,9935000.0,10137000.0,9943000.0,
Selling General And Administration,11793000.0,9178000.0,7211000.0,9946000.0,8615000.0,
General And Administrative Expense,11793000.0,9178000.0,7211000.0,9946000.0,8615000.0,
Other Gand A,11793000.0,9178000.0,7211000.0,9946000.0,8615000.0,
Gross Profit,17610000.0,17847000.0,61331000.0,59935000.0,15200000.0,
Cost Of Revenue,57140000.0,52360000.0,6107000.0,5785000.0,49475000.0,
Total Revenue,74750000.0,70207000.0,67438000.0,65720000.0,64675000.0,
Operating Revenue,74750000.0,70207000.0,67438000.0,65720000.0,64161000.0,
