,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.213158,0.2149,0.0,0.216066,0.211443
Net Income From Continuing Operation Net Minority Interest,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Reconciled Depreciation,18000000.0,17000000.0,16000000.0,17000000.0,18000000.0
EBIT,411000000.0,381000000.0,53000000.0,393000000.0,436000000.0
Net Interest Income,-31000000.0,-32000000.0,-32000000.0,-32000000.0,-34000000.0
Interest Expense,31000000.0,32000000.0,32000000.0,32000000.0,34000000.0
Normalized Income,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Net Income From Continuing And Discontinued Operation,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Total Expenses,3256000000.0,3222000000.0,3592000000.0,3190000000.0,3043000000.0
Diluted Average Shares,272200000.0,272600000.0,272900000.0,272700000.0,272600000.0
Basic Average Shares,271100000.0,271300000.0,271300000.0,271300000.0,271600000.0
Diluted EPS,1.1,1.0,0.07,1.04,1.17
Basic EPS,1.1,1.01,0.077405,1.04,1.17
Diluted NI Availto Com Stockholders,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Net Income Common Stockholders,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Net Income,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Net Income Including Noncontrolling Interests,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Net Income Continuous Operations,299000000.0,274000000.0,21000000.0,283000000.0,317000000.0
Tax Provision,81000000.0,75000000.0,0.0,78000000.0,85000000.0
Pretax Income,380000000.0,349000000.0,21000000.0,361000000.0,402000000.0
Other Income Expense,407000000.0,406000000.0,405000000.0,409000000.0,413000000.0
Net Non Operating Interest Income Expense,-31000000.0,-32000000.0,-32000000.0,-32000000.0,-34000000.0
Interest Expense Non Operating,31000000.0,32000000.0,32000000.0,32000000.0,34000000.0
Other Operating Expenses,752000000.0,748000000.0,1144000000.0,749000000.0,766000000.0
Total Revenue,3636000000.0,3571000000.0,3613000000.0,3551000000.0,3445000000.0
Operating Revenue,3636000000.0,3571000000.0,3613000000.0,3551000000.0,3445000000.0
Loss Adjustment Expense,2085000000.0,2027000000.0,2030000000.0,2019000000.0,1882000000.0
Net Policyholder Benefits And Claims,2085000000.0,2027000000.0,2030000000.0,2019000000.0,1882000000.0
