,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-194670.0,-18480.0,-954870.0,-1254.065041,-55020.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.002033,0.21,
Normalized EBITDA,-5112000.0,-8482000.0,-14211000.0,-5808000.0,-7824000.0,
Total Unusual Items,-927000.0,-88000.0,-4547000.0,-617000.0,-262000.0,
Total Unusual Items Excluding Goodwill,-927000.0,-88000.0,-4547000.0,-617000.0,-262000.0,
Net Income From Continuing Operation Net Minority Interest,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Reconciled Depreciation,1825000.0,1926000.0,2051000.0,2106000.0,2576000.0,
Reconciled Cost Of Revenue,7090000.0,9778000.0,9971000.0,9635000.0,9939000.0,
EBITDA,-6039000.0,-8570000.0,-18758000.0,-6425000.0,-8086000.0,
EBIT,-7864000.0,-10496000.0,-20809000.0,-8531000.0,-10662000.0,
Net Interest Income,-2104000.0,-1938000.0,-1675000.0,-1380000.0,-1165000.0,
Interest Expense,2625000.0,2606000.0,2612000.0,2293000.0,2239000.0,
Interest Income,521000.0,668000.0,937000.0,913000.0,1074000.0,
Normalized Income,-9800670.0,-13079480.0,-19891870.0,-10186254.065041,-12709020.0,
Net Income From Continuing And Discontinued Operation,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Total Expenses,26236000.0,34160000.0,35388000.0,35309000.0,36504000.0,
Total Operating Income As Reported,-8349000.0,-11084000.0,-21585000.0,-9439000.0,-11551000.0,
Diluted Average Shares,49503272.0,49419982.0,49188170.0,49089712.0,48975432.0,
Basic Average Shares,49503272.0,49419982.0,49188170.0,49089712.0,48975432.0,
Diluted EPS,-0.21,-0.27,-0.48,-0.22,-0.26,
Basic EPS,-0.21,-0.27,-0.48,-0.22,-0.26,
Diluted NI Availto Com Stockholders,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Net Income Common Stockholders,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Net Income,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Net Income Including Noncontrolling Interests,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Net Income Continuous Operations,-10533000.0,-13149000.0,-23484000.0,-10802000.0,-12916000.0,
Tax Provision,44000.0,47000.0,63000.0,-22000.0,15000.0,
Pretax Income,-10489000.0,-13102000.0,-23421000.0,-10824000.0,-12901000.0,
Other Income Expense,-963000.0,-168000.0,-4708000.0,-622000.0,-447000.0,
Other Non Operating Income Expenses,-36000.0,-80000.0,-161000.0,-5000.0,-185000.0,
Special Income Charges,-927000.0,-88000.0,-4547000.0,-617000.0,-262000.0,
Impairment Of Capital Assets,0.0,0.0,2971000.0,,0.0,0.0
Restructuring And Mergern Acquisition,927000.0,88000.0,1576000.0,617000.0,262000.0,
Net Non Operating Interest Income Expense,-2104000.0,-1938000.0,-1675000.0,-1380000.0,-1165000.0,
Interest Expense Non Operating,2625000.0,2606000.0,2612000.0,2293000.0,2239000.0,
Interest Income Non Operating,521000.0,668000.0,937000.0,913000.0,1074000.0,
Operating Income,-7422000.0,-10996000.0,-17038000.0,-8822000.0,-11289000.0,
Operating Expense,19146000.0,24382000.0,25417000.0,25442000.0,26565000.0,
Depreciation Amortization Depletion Income Statement,,,,1874000.0,2375000.0,1847000.0
Depreciation And Amortization In Income Statement,,,,1874000.0,2375000.0,1847000.0
Research And Development,4474000.0,5288000.0,5554000.0,4670000.0,6314000.0,
Selling General And Administration,14672000.0,19094000.0,19863000.0,18898000.0,20251000.0,
Gross Profit,11724000.0,13386000.0,8379000.0,16620000.0,15276000.0,
Cost Of Revenue,7090000.0,9778000.0,9971000.0,9867000.0,9939000.0,
Total Revenue,18814000.0,23164000.0,18350000.0,26487000.0,25215000.0,
Operating Revenue,18814000.0,23164000.0,18350000.0,26487000.0,25215000.0,
