,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-75899250.0,-6005692.0,-116817218.153018,49776108.8,-7204395.215555,,
Tax Rate For Calcs,0.21,0.0527,0.222291,0.2189,0.220946,,
Normalized EBITDA,254301000.0,334354000.0,323302000.0,275414000.0,294706000.0,,
Total Unusual Items,-361425000.0,-113960000.0,-525516000.0,227392000.0,-32607000.0,,
Total Unusual Items Excluding Goodwill,-361425000.0,-113960000.0,-525516000.0,227392000.0,-32607000.0,,
Net Income From Continuing Operation Net Minority Interest,-582572000.0,-18837000.0,-359392000.0,215300000.0,36702000.0,,
Reconciled Depreciation,186424000.0,189900000.0,214498000.0,187063000.0,174298000.0,,
Reconciled Cost Of Revenue,325910000.0,333366000.0,378101000.0,335926000.0,320207000.0,,
EBITDA,-107124000.0,220394000.0,-202214000.0,502806000.0,262099000.0,,
EBIT,-293548000.0,30494000.0,-416712000.0,315743000.0,87801000.0,,
Net Interest Income,-49854000.0,-50380000.0,-53564000.0,-40119000.0,-40690000.0,,
Interest Expense,49854000.0,50380000.0,45404000.0,40119000.0,40690000.0,,
Normalized Income,-297046250.0,89117308.0,49306781.846982,37684108.8,62104604.784445,,
Net Income From Continuing And Discontinued Operation,-582572000.0,-18837000.0,-359392000.0,215300000.0,36702000.0,,
Total Expenses,362613000.0,368079000.0,418545000.0,372130000.0,358572000.0,,
Total Operating Income As Reported,-363404000.0,-14030000.0,-365767000.0,87943000.0,117835000.0,,
Diluted Average Shares,37761000.0,37577000.0,37477000.0,37580000.0,37605000.0,,
Basic Average Shares,37761000.0,37577000.0,37477000.0,37459000.0,36381000.0,,
Diluted EPS,-15.43,-0.5,-9.59,5.73,0.98,,
Basic EPS,-15.43,-0.5,-9.59,5.75,1.0,,
Diluted NI Availto Com Stockholders,-582572000.0,-18837000.0,-359392000.0,215300000.0,36399000.0,,
Net Income Common Stockholders,-582572000.0,-18837000.0,-359392000.0,215300000.0,36399000.0,,
Preferred Stock Dividends,,,0.0,,303000.0,349000.0,
Net Income,-582572000.0,-18837000.0,-359392000.0,215300000.0,36702000.0,,
Net Income Including Noncontrolling Interests,-582572000.0,-18837000.0,-359392000.0,215300000.0,36702000.0,,
Net Income Continuous Operations,-582572000.0,-18837000.0,-359392000.0,215300000.0,36702000.0,,
Tax Provision,239170000.0,-1049000.0,-102724000.0,60324000.0,10409000.0,,
Pretax Income,-343402000.0,-19886000.0,-462116000.0,275624000.0,47111000.0,,
Other Income Expense,-360562000.0,-113607000.0,-524377000.0,228639000.0,-29998000.0,,
Other Non Operating Income Expenses,863000.0,353000.0,1139000.0,1247000.0,2609000.0,,
Special Income Charges,-412996000.0,-158131000.0,-496383000.0,839000.0,-42032000.0,,
Gain On Sale Of Ppe,1255000.0,110000.0,508000.0,839000.0,36000.0,,
Other Special Charges,,,0.0,,40301000.0,25814000.0,
Write Off,,158241000.0,,,,0.0,
Impairment Of Capital Assets,427046000.0,158241000.0,,,0.0,0.0,
Restructuring And Mergern Acquisition,-12795000.0,,,,1767000.0,,-159000.0
Gain On Sale Of Security,51571000.0,44171000.0,-29133000.0,226553000.0,9425000.0,,
Net Non Operating Interest Income Expense,-49854000.0,-50380000.0,-53564000.0,-40119000.0,-40690000.0,,
Interest Expense Non Operating,49854000.0,50380000.0,45404000.0,40119000.0,40690000.0,,
Operating Income,67014000.0,144101000.0,115825000.0,87104000.0,117799000.0,,
Operating Expense,36703000.0,34713000.0,40444000.0,36204000.0,38365000.0,,
Other Operating Expenses,2263000.0,1913000.0,3434000.0,1754000.0,2593000.0,,
Selling General And Administration,34440000.0,32800000.0,37010000.0,34450000.0,35772000.0,,
Selling And Marketing Expense,10649000.0,10120000.0,10366000.0,12445000.0,12199000.0,,
General And Administrative Expense,23791000.0,22680000.0,26644000.0,22005000.0,23573000.0,,
Other Gand A,23791000.0,22680000.0,26644000.0,22005000.0,23573000.0,,
Gross Profit,103717000.0,178814000.0,156269000.0,123308000.0,156164000.0,,
Cost Of Revenue,325910000.0,333366000.0,378101000.0,335926000.0,320207000.0,,
Total Revenue,429627000.0,512180000.0,534370000.0,459234000.0,476371000.0,,
Operating Revenue,427282000.0,511409000.0,533028000.0,457737000.0,476166000.0,,
