,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,1736700.0,2094330.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.21,0.21,0.0,0.0,
Normalized EBITDA,-19376000.0,26421000.0,616000.0,-11920000.0,-9807000.0,
Total Unusual Items,4218000.0,8270000.0,9973000.0,621000.0,309000.0,
Total Unusual Items Excluding Goodwill,4218000.0,8270000.0,9973000.0,621000.0,309000.0,
Net Income From Continuing Operation Net Minority Interest,-16425000.0,32749000.0,8588000.0,-13434000.0,-12110000.0,
Reconciled Depreciation,1011000.0,1382000.0,1427000.0,1556000.0,2036000.0,
EBITDA,-15158000.0,34691000.0,10589000.0,-11299000.0,-9498000.0,
EBIT,-16169000.0,33309000.0,9162000.0,-12855000.0,-11534000.0,
Net Interest Income,1507000.0,1283000.0,1089000.0,1248000.0,1294000.0,
Interest Expense,256000.0,560000.0,574000.0,579000.0,576000.0,
Interest Income,1763000.0,1843000.0,1663000.0,1827000.0,1870000.0,
Normalized Income,-20643000.0,26215700.0,709330.0,-14055000.0,-12419000.0,
Net Income From Continuing And Discontinued Operation,-16425000.0,32749000.0,8588000.0,-16289000.0,-8079000.0,
Total Expenses,21851000.0,25752000.0,21771000.0,21928000.0,25483000.0,
Total Operating Income As Reported,-21275000.0,24146000.0,-4187000.0,-14890000.0,-12363000.0,
Diluted Average Shares,7287173.0,7011630.0,5063406.0,,3838900.0,3803083.0
Basic Average Shares,7287173.0,6966680.0,5060978.0,,3838900.0,3803083.0
Diluted EPS,-2.25,4.67,1.7,,-2.1,-3.13
Basic EPS,-2.25,4.7,1.7,,-2.1,-3.13
Diluted NI Availto Com Stockholders,-16425000.0,32749000.0,8588000.0,-16289000.0,-8079000.0,
Net Income Common Stockholders,-16425000.0,32749000.0,8588000.0,-16289000.0,-8079000.0,
Net Income,-16425000.0,32749000.0,8588000.0,-16289000.0,-8079000.0,
Net Income Including Noncontrolling Interests,-16425000.0,32749000.0,8588000.0,-16289000.0,-8079000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,-2855000.0,4031000.0,
Net Income Continuous Operations,-16425000.0,32749000.0,8588000.0,-13434000.0,-12110000.0,
Pretax Income,-16425000.0,32749000.0,8588000.0,-13434000.0,-12110000.0,
Other Income Expense,3343000.0,7320000.0,11686000.0,208000.0,-1041000.0,
Other Non Operating Income Expenses,,,,,311000.0,
Special Income Charges,0.0,-189000.0,-65000.0,-524000.0,-2000.0,
Gain On Sale Of Ppe,0.0,-189000.0,-65000.0,-524000.0,-2000.0,
Earnings From Equity Interest,-875000.0,-950000.0,1713000.0,-871000.0,-1350000.0,
Gain On Sale Of Security,4218000.0,8459000.0,10038000.0,,311000.0,
Net Non Operating Interest Income Expense,1507000.0,1283000.0,1089000.0,1248000.0,1294000.0,
Interest Expense Non Operating,256000.0,560000.0,574000.0,579000.0,576000.0,
Interest Income Non Operating,1763000.0,1843000.0,1663000.0,1827000.0,1870000.0,
Operating Income,-21275000.0,24146000.0,-4187000.0,-14890000.0,-12363000.0,
Operating Expense,21851000.0,25752000.0,21771000.0,21928000.0,25483000.0,
Research And Development,13084000.0,17225000.0,13343000.0,13389000.0,15850000.0,
Selling General And Administration,8767000.0,8527000.0,8428000.0,8539000.0,9633000.0,
General And Administrative Expense,8767000.0,8527000.0,8428000.0,8539000.0,9633000.0,
Other Gand A,8767000.0,8527000.0,8428000.0,8539000.0,9633000.0,
Total Revenue,576000.0,49898000.0,17584000.0,7038000.0,13120000.0,
Operating Revenue,576000.0,49898000.0,17584000.0,7038000.0,13120000.0,
