,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-2132000.0,-482000.0,-1072000.0,-1723000.0,544000.0,,
Total Unusual Items,194000.0,35000.0,44000.0,4000.0,-1987000.0,,
Total Unusual Items Excluding Goodwill,194000.0,35000.0,44000.0,4000.0,-1987000.0,,
Net Income From Continuing Operation Net Minority Interest,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Reconciled Depreciation,62000.0,67000.0,947000.0,981000.0,991000.0,,
Reconciled Cost Of Revenue,1147000.0,1189000.0,1609000.0,2034000.0,1887000.0,,
EBITDA,-1938000.0,-447000.0,-1028000.0,-1719000.0,-1443000.0,,
EBIT,-2000000.0,-514000.0,-1975000.0,-2700000.0,-2434000.0,,
Normalized Income,-2023000.0,-506000.0,-1604000.0,-2716000.0,-2438000.0,,
Net Income From Continuing And Discontinued Operation,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Total Expenses,4220000.0,4383000.0,5307000.0,6541000.0,6672000.0,,
Total Operating Income As Reported,-1777000.0,-514000.0,-1629000.0,-2700000.0,-4475000.0,,
Diluted Average Shares,5977000.0,4828000.0,4269000.0,2780000.0,2358000.0,,
Basic Average Shares,5977000.0,4828000.0,4269000.0,2780000.0,2358000.0,,
Diluted EPS,-0.31,-0.1,-0.37,-0.98,-1.88,,
Basic EPS,-0.31,-0.1,-0.37,-0.98,-1.88,,
Diluted NI Availto Com Stockholders,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Net Income Common Stockholders,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Net Income,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Net Income Including Noncontrolling Interests,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Net Income Continuous Operations,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Pretax Income,-1829000.0,-471000.0,-1560000.0,-2712000.0,-4425000.0,,
Other Income Expense,171000.0,43000.0,79000.0,-12000.0,-1991000.0,,
Other Non Operating Income Expenses,-23000.0,8000.0,35000.0,-16000.0,-4000.0,,
Special Income Charges,223000.0,,0.0,0.0,-2041000.0,0.0,
Gain On Sale Of Ppe,,,0.0,0.0,0.0,0.0,0.0
Restructuring And Mergern Acquisition,-223000.0,,0.0,0.0,2041000.0,,
Gain On Sale Of Security,-29000.0,35000.0,44000.0,4000.0,54000.0,,
Operating Income,-2000000.0,-514000.0,-1629000.0,-2700000.0,-2434000.0,,
Operating Expense,3073000.0,3194000.0,3698000.0,4507000.0,4785000.0,,
Research And Development,1662000.0,1583000.0,1617000.0,2158000.0,2644000.0,,
Selling General And Administration,1411000.0,1611000.0,2081000.0,2349000.0,2141000.0,,
Gross Profit,1073000.0,2680000.0,2069000.0,1807000.0,2351000.0,,
Cost Of Revenue,1147000.0,1189000.0,1609000.0,2034000.0,1887000.0,,
Total Revenue,2220000.0,3869000.0,3678000.0,3841000.0,4238000.0,,
Operating Revenue,2220000.0,3869000.0,3678000.0,3841000.0,4238000.0,,
