,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,2521295.286245,0.0,0.0,,
Tax Rate For Calcs,0.323253,0.21,0.19548,0.173,0.085028,,
Normalized EBITDA,69401000.0,50649000.0,100796000.0,100961000.0,94226000.0,,
Total Unusual Items,,,12898000.0,0.0,0.0,0.0,26323000.0
Total Unusual Items Excluding Goodwill,,,12898000.0,0.0,0.0,0.0,26323000.0
Net Income From Continuing Operation Net Minority Interest,7857000.0,284000.0,45090000.0,27365000.0,35976000.0,,
Reconciled Depreciation,33071000.0,34340000.0,36178000.0,30408000.0,30269000.0,,
Reconciled Cost Of Revenue,2977453000.0,2506226000.0,2910028000.0,2443863000.0,2619834000.0,,
EBITDA,69401000.0,50649000.0,113694000.0,100961000.0,94226000.0,,
EBIT,36330000.0,16309000.0,77516000.0,70553000.0,63957000.0,,
Net Interest Income,-11495000.0,-13096000.0,10827000.0,-8361000.0,-6611000.0,,
Interest Expense,11495000.0,13096000.0,10266000.0,8361000.0,6611000.0,,
Normalized Income,7857000.0,284000.0,34713295.286245,27365000.0,35976000.0,,
Net Income From Continuing And Discontinued Operation,7857000.0,284000.0,45090000.0,27365000.0,35976000.0,,
Total Expenses,3112042000.0,2651980000.0,3057182000.0,2564357000.0,2736448000.0,,
Diluted Average Shares,34298000.0,34316000.0,34419847.0,34206250.0,34262857.0,,
Basic Average Shares,34199000.0,34100000.0,34159091.0,34206250.0,33939623.0,,
Diluted EPS,0.23,0.01,1.31,0.8,1.05,,
Basic EPS,0.23,0.01,1.32,0.8,1.06,,
Diluted NI Availto Com Stockholders,7857000.0,284000.0,45090000.0,27365000.0,35976000.0,,
Net Income Common Stockholders,7857000.0,284000.0,45090000.0,27365000.0,35976000.0,,
Net Income,7857000.0,284000.0,45090000.0,27365000.0,35976000.0,,
Minority Interests,-8950000.0,-5047000.0,-9014000.0,-24096000.0,-16494000.0,,
Net Income Including Noncontrolling Interests,16807000.0,5331000.0,54104000.0,51461000.0,52470000.0,,
Net Income Discontinuous Operations,,,,,,,0.0
Net Income Continuous Operations,16807000.0,5331000.0,54104000.0,51461000.0,52470000.0,,
Tax Provision,8028000.0,-2118000.0,13146000.0,10731000.0,4876000.0,,
Pretax Income,24835000.0,3213000.0,67250000.0,62192000.0,57346000.0,,
Other Income Expense,12503000.0,9191000.0,-9533000.0,13922000.0,5200000.0,,
Other Non Operating Income Expenses,12503000.0,9191000.0,-22431000.0,13922000.0,5200000.0,,
Special Income Charges,,,12898000.0,0.0,0.0,0.0,26323000.0
Write Off,,,0.0,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-11495000.0,-13096000.0,10827000.0,-8361000.0,-6611000.0,,
Interest Expense Non Operating,11495000.0,13096000.0,10266000.0,8361000.0,6611000.0,,
Operating Income,23827000.0,7118000.0,65956000.0,56631000.0,58757000.0,,
Operating Expense,134589000.0,145754000.0,147154000.0,120494000.0,116614000.0,,
Selling General And Administration,,145754000.0,147154000.0,120494000.0,,119358000.0,132712000.0
General And Administrative Expense,,145754000.0,147154000.0,120494000.0,,119358000.0,132712000.0
Other Gand A,,145754000.0,147154000.0,120494000.0,,119358000.0,132712000.0
Gross Profit,158416000.0,152872000.0,213110000.0,177125000.0,175371000.0,,
Cost Of Revenue,2977453000.0,2506226000.0,2910028000.0,2443863000.0,2619834000.0,,
Total Revenue,3135869000.0,2659098000.0,3123138000.0,2620988000.0,2795205000.0,,
Operating Revenue,3135869000.0,2659098000.0,3123138000.0,2620988000.0,2795205000.0,,
