,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-21293000.0,-12695000.0,-21220000.0,-22675000.0,-13019000.0,
Total Unusual Items,-11000.0,59000.0,457000.0,-306000.0,-70000.0,
Total Unusual Items Excluding Goodwill,-11000.0,59000.0,457000.0,-306000.0,-70000.0,
Net Income From Continuing Operation Net Minority Interest,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Reconciled Depreciation,58000.0,37000.0,47000.0,38000.0,49000.0,
EBITDA,-21304000.0,-12636000.0,-20763000.0,-22981000.0,-13089000.0,
EBIT,-21362000.0,-12673000.0,-20810000.0,-23019000.0,-13138000.0,
Net Interest Income,3219000.0,3459000.0,3776000.0,1649000.0,1758000.0,
Interest Expense,201000.0,255000.0,319000.0,388000.0,443000.0,
Interest Income,3420000.0,3714000.0,4095000.0,2037000.0,2201000.0,
Normalized Income,-21552000.0,-12987000.0,-21586000.0,-23101000.0,-13511000.0,
Net Income From Continuing And Discontinued Operation,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Total Expenses,27183000.0,17897000.0,25362000.0,24750000.0,15269000.0,
Total Operating Income As Reported,-24771000.0,-16446000.0,-25362000.0,-24750000.0,-15269000.0,
Diluted Average Shares,35850037.0,35850037.0,,3494580.0,34167184.0,34167184.0
Basic Average Shares,35850037.0,35850037.0,,3494580.0,34167184.0,34167184.0
Diluted EPS,-0.6,-0.36,,-6.7,-0.397487,-0.380248
Basic EPS,-0.6,-0.36,,-6.7,-0.397487,-0.380248
Diluted NI Availto Com Stockholders,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Net Income Common Stockholders,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Net Income,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Net Income Including Noncontrolling Interests,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Net Income Continuous Operations,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Pretax Income,-21563000.0,-12928000.0,-21129000.0,-23407000.0,-13581000.0,
Other Income Expense,-11000.0,59000.0,457000.0,-306000.0,-70000.0,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,
Other Special Charges,,,0.0,,0.0,250000.0
Gain On Sale Of Security,-11000.0,59000.0,457000.0,-306000.0,-70000.0,
Net Non Operating Interest Income Expense,3219000.0,3459000.0,3776000.0,1649000.0,1758000.0,
Interest Expense Non Operating,201000.0,255000.0,319000.0,388000.0,443000.0,
Interest Income Non Operating,3420000.0,3714000.0,4095000.0,2037000.0,2201000.0,
Operating Income,-24771000.0,-16446000.0,-25362000.0,-24750000.0,-15269000.0,
Operating Expense,27183000.0,17897000.0,25362000.0,24750000.0,15269000.0,
Research And Development,19844000.0,11109000.0,19225000.0,20019000.0,10471000.0,
Selling General And Administration,7339000.0,6788000.0,6137000.0,4731000.0,4798000.0,
General And Administrative Expense,7339000.0,6788000.0,6137000.0,4731000.0,4798000.0,
Other Gand A,7339000.0,6788000.0,6137000.0,4731000.0,4798000.0,
Total Revenue,2412000.0,1451000.0,0.0,0.0,0.0,
Operating Revenue,2412000.0,1451000.0,0.0,0.0,0.0,
