,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-33023000.0,-92909000.0,-82719000.0,-105064000.0,-94383000.0,
Total Unusual Items,-10809000.0,,,0.0,0.0,10144000.0
Total Unusual Items Excluding Goodwill,-10809000.0,,,0.0,0.0,10144000.0
Net Income From Continuing Operation Net Minority Interest,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Reconciled Depreciation,106000.0,116000.0,55000.0,48000.0,40000.0,
EBITDA,-43832000.0,-92909000.0,-82719000.0,-105064000.0,-94383000.0,
EBIT,-43938000.0,-93025000.0,-82774000.0,-105112000.0,-94423000.0,
Net Interest Income,7535000.0,8447000.0,9150000.0,10069000.0,10502000.0,
Interest Income,7535000.0,8447000.0,9150000.0,10069000.0,10502000.0,
Normalized Income,-37739000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Net Income From Continuing And Discontinued Operation,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Total Expenses,43938000.0,93025000.0,82774000.0,105112000.0,94423000.0,
Total Operating Income As Reported,-54747000.0,-93025000.0,-82774000.0,-105112000.0,-94423000.0,
Diluted Average Shares,99835707.0,99161710.0,97913660.0,,96872747.0,65210117.0
Basic Average Shares,99835707.0,99161710.0,97913660.0,,96872747.0,65210117.0
Diluted EPS,-0.49,-0.86,-0.36,,-0.87,-0.4
Basic EPS,-0.49,-0.86,-0.36,,-0.87,-0.4
Diluted NI Availto Com Stockholders,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Net Income Common Stockholders,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Net Income,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Net Income Including Noncontrolling Interests,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Net Income Continuous Operations,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Pretax Income,-48548000.0,-85672000.0,-34973000.0,-95212000.0,-83940000.0,
Other Income Expense,-12145000.0,-1094000.0,38651000.0,-169000.0,-19000.0,
Other Non Operating Income Expenses,-1336000.0,-1094000.0,38651000.0,-169000.0,-19000.0,
Special Income Charges,-10809000.0,,,,0.0,
Restructuring And Mergern Acquisition,10809000.0,,,,0.0,
Gain On Sale Of Security,,,,0.0,,10144000.0
Net Non Operating Interest Income Expense,7535000.0,8447000.0,9150000.0,10069000.0,10502000.0,
Interest Income Non Operating,7535000.0,8447000.0,9150000.0,10069000.0,10502000.0,
Operating Income,-43938000.0,-93025000.0,-82774000.0,-105112000.0,-94423000.0,
Operating Expense,43938000.0,93025000.0,82774000.0,105112000.0,94423000.0,
Research And Development,31612000.0,76382000.0,58032000.0,83374000.0,74562000.0,
Selling General And Administration,12326000.0,16643000.0,24742000.0,21738000.0,19861000.0,
General And Administrative Expense,12326000.0,16643000.0,24742000.0,21738000.0,19861000.0,
Other Gand A,12326000.0,16643000.0,24742000.0,21738000.0,19861000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
