,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,31500.0,21103.0,94290.0,94290.0,15681.397006
Tax Rate For Calcs,0.21,0.047,0.21,0.21,0.034925
Normalized EBITDA,11797000.0,12513000.0,3067000.0,-5758000.0,9772000.0
Total Unusual Items,150000.0,449000.0,449000.0,449000.0,449000.0
Total Unusual Items Excluding Goodwill,150000.0,449000.0,449000.0,449000.0,449000.0
Net Income From Continuing Operation Net Minority Interest,-2557000.0,-2203000.0,-12537000.0,-20541000.0,-5057000.0
Reconciled Depreciation,10844000.0,11761000.0,12547000.0,11477000.0,11577000.0
Reconciled Cost Of Revenue,97131000.0,101257000.0,101086000.0,98527000.0,104543000.0
EBITDA,11947000.0,12962000.0,3516000.0,-5309000.0,10221000.0
EBIT,1103000.0,1201000.0,-9031000.0,-16786000.0,-1356000.0
Net Interest Income,-5554000.0,-6322000.0,-5815000.0,-6102000.0,-6188000.0
Interest Expense,4942000.0,5760000.0,5271000.0,5570000.0,5659000.0
Normalized Income,-2675500.0,-2630897.0,-12891710.0,-20895710.0,-5490318.602994
Net Income From Continuing And Discontinued Operation,-2557000.0,-2203000.0,-12537000.0,-20541000.0,-5057000.0
Total Expenses,117337000.0,125139000.0,125981000.0,120476000.0,127182000.0
Total Operating Income As Reported,-3750000.0,-2147000.0,-4783000.0,35665000.0,-2739000.0
Diluted Average Shares,48997000.0,48839000.0,47724000.0,47709000.0,47539000.0
Basic Average Shares,48997000.0,48839000.0,47724000.0,47709000.0,47539000.0
Diluted EPS,-0.13,-0.12,-0.34,-0.5,-0.18
Basic EPS,-0.13,-0.12,-0.34,-0.5,-0.18
Diluted NI Availto Com Stockholders,-6534000.0,-6046000.0,-16207000.0,-24045000.0,-8404000.0
Net Income Common Stockholders,-6534000.0,-6046000.0,-16207000.0,-24045000.0,-8404000.0
Preferred Stock Dividends,3977000.0,3843000.0,3670000.0,3504000.0,3347000.0
Net Income,-2557000.0,-2203000.0,-12537000.0,-20541000.0,-5057000.0
Net Income Including Noncontrolling Interests,-2557000.0,-2203000.0,-12537000.0,-20541000.0,-5057000.0
Net Income Continuous Operations,-2557000.0,-2203000.0,-12537000.0,-20541000.0,-5057000.0
Earnings From Equity Interest Net Of Tax,2185000.0,2141000.0,2271000.0,2719000.0,1713000.0
Tax Provision,903000.0,-215000.0,506000.0,904000.0,-245000.0
Pretax Income,-3839000.0,-4559000.0,-14302000.0,-22356000.0,-7015000.0
Other Income Expense,5465000.0,3910000.0,-3704000.0,-8311000.0,1912000.0
Other Non Operating Income Expenses,5315000.0,3461000.0,-4153000.0,-8760000.0,1463000.0
Gain On Sale Of Security,150000.0,449000.0,449000.0,449000.0,449000.0
Net Non Operating Interest Income Expense,-5554000.0,-6322000.0,-5815000.0,-6102000.0,-6188000.0
Total Other Finance Cost,612000.0,562000.0,544000.0,532000.0,529000.0
Interest Expense Non Operating,4942000.0,5760000.0,5271000.0,5570000.0,5659000.0
Operating Income,-3750000.0,-2147000.0,-4783000.0,-7943000.0,-2739000.0
Operating Expense,20206000.0,23882000.0,24895000.0,21949000.0,22639000.0
Other Operating Expenses,-895000.0,-1390000.0,-1000000.0,-1131000.0,-631000.0
Depreciation Amortization Depletion Income Statement,10844000.0,11761000.0,12547000.0,11477000.0,11577000.0
Depreciation And Amortization In Income Statement,10844000.0,11761000.0,12547000.0,11477000.0,11577000.0
Selling General And Administration,10257000.0,13511000.0,13348000.0,11603000.0,11693000.0
Gross Profit,16456000.0,21735000.0,20112000.0,14006000.0,19900000.0
Cost Of Revenue,97131000.0,101257000.0,101086000.0,98527000.0,104543000.0
Total Revenue,113587000.0,122992000.0,121198000.0,112533000.0,124443000.0
Operating Revenue,102898000.0,122992000.0,109314000.0,102270000.0,112011000.0
