,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-4287000.0,-4145000.0,-4049000.0,-4784000.0,-4330000.0,
Net Income From Continuing Operation Net Minority Interest,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Reconciled Depreciation,255000.0,261000.0,280000.0,284000.0,272000.0,
Reconciled Cost Of Revenue,272000.0,536000.0,545000.0,773000.0,278000.0,
EBITDA,-4287000.0,-4145000.0,-4049000.0,-4784000.0,-4330000.0,
EBIT,-4542000.0,-4406000.0,-4329000.0,-5068000.0,-4602000.0,
Net Interest Income,216000.0,196000.0,134000.0,664000.0,225000.0,
Interest Income,216000.0,,,,225000.0,
Normalized Income,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Income From Continuing And Discontinued Operation,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Total Expenses,4546000.0,4655000.0,4427000.0,5367000.0,4645000.0,
Total Operating Income As Reported,-4542000.0,-4406000.0,-4329000.0,-5068000.0,-4602000.0,
Diluted Average Shares,11454512.0,11454512.0,11453177.0,,11443023.0,11777139.0
Basic Average Shares,11454512.0,11454512.0,11453177.0,,11443023.0,11369031.0
Diluted EPS,-0.38,-0.37,-0.37,,-0.38,0.49
Basic EPS,-0.38,-0.37,-0.37,,-0.38,0.51
Diluted NI Availto Com Stockholders,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Income Common Stockholders,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Income,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Income Including Noncontrolling Interests,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Income Continuous Operations,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Pretax Income,-4326000.0,-4210000.0,-4195000.0,-4689000.0,-4377000.0,
Net Non Operating Interest Income Expense,216000.0,196000.0,134000.0,664000.0,225000.0,
Total Other Finance Cost,,-196000.0,-134000.0,124000.0,-225000.0,-85000.0
Interest Income Non Operating,216000.0,,,,225000.0,
Operating Income,-4542000.0,-4406000.0,-4329000.0,-5068000.0,-4602000.0,
Operating Expense,4274000.0,4119000.0,3882000.0,4594000.0,4367000.0,
Research And Development,2869000.0,2697000.0,2406000.0,3113000.0,2695000.0,
Selling General And Administration,1405000.0,1422000.0,1476000.0,1481000.0,1672000.0,
Gross Profit,-268000.0,-287000.0,-447000.0,-474000.0,-235000.0,
Cost Of Revenue,272000.0,536000.0,545000.0,773000.0,278000.0,
Total Revenue,4000.0,249000.0,98000.0,299000.0,43000.0,
Operating Revenue,4000.0,249000.0,98000.0,299000.0,43000.0,
