,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-2060870.0,-1361342.0,-3376528.0,-1941641.0,-3663925.0,,
Total Unusual Items,55401.0,4548540.0,-593083.0,0.0,0.0,,
Total Unusual Items Excluding Goodwill,55401.0,4548540.0,-593083.0,0.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-3009921.0,-5379604.0,-5519958.0,-3838453.0,-4939358.0,,
Reconciled Depreciation,268143.0,353931.0,577242.0,659511.0,651492.0,,
Reconciled Cost Of Revenue,5076747.0,5380720.0,5572113.0,6477229.0,6874516.0,,
EBITDA,-2005469.0,3187198.0,-3969611.0,-1941641.0,-3663925.0,,
EBIT,-2273612.0,2833267.0,-4546853.0,-2601152.0,-4315417.0,,
Net Interest Income,-736309.0,-8212871.0,-973105.0,-1237301.0,-623941.0,,
Interest Expense,736309.0,8212871.0,973105.0,1237301.0,623941.0,,
Normalized Income,-3065322.0,-9928144.0,-4926875.0,-3838453.0,-4939358.0,,
Net Income From Continuing And Discontinued Operation,-3009921.0,-5379604.0,-5519958.0,-3677886.0,-8436887.0,,
Total Expenses,9042974.0,8872067.0,9337684.0,11030301.0,12050032.0,,
Total Operating Income As Reported,-2329387.0,-1709745.0,-1932125.0,-3519004.0,-4241607.0,,
Diluted Average Shares,31834324.0,14204831.0,,11693367.0,12213362.0,11956137.0,
Basic Average Shares,31834324.0,14204831.0,,11693367.0,12213362.0,11956137.0,
Diluted EPS,-0.09,-0.38,,-0.32,-0.69,-0.55,
Basic EPS,-0.09,-0.38,,-0.32,-0.69,-0.55,
Diluted NI Availto Com Stockholders,-3009921.0,-5379604.0,-5519958.0,-3677886.0,-8436887.0,,
Net Income Common Stockholders,-3009921.0,-5379604.0,-5519958.0,-3677886.0,-8436887.0,,
Net Income,-3009921.0,-5379604.0,-5519958.0,-3677886.0,-8436887.0,,
Net Income Including Noncontrolling Interests,-3009921.0,-5379604.0,-5519958.0,-3677886.0,-8436887.0,,
Net Income Discontinuous Operations,0.0,0.0,0.0,160567.0,-3497529.0,,
Net Income Continuous Operations,-3009921.0,-5379604.0,-5519958.0,-3838453.0,-4939358.0,,
Tax Provision,0.0,0.0,0.0,0.0,0.0,,
Pretax Income,-3009921.0,-5379604.0,-5519958.0,-3838453.0,-4939358.0,,
Other Income Expense,55775.0,4543012.0,-2614728.0,917852.0,-73810.0,,
Other Non Operating Income Expenses,374.0,-5528.0,-2021645.0,917852.0,-73810.0,,
Special Income Charges,-24518.0,-839151.0,0.0,0.0,0.0,,
Other Special Charges,24518.0,839151.0,,,,,
Impairment Of Capital Assets,,,0.0,0.0,0.0,0.0,4156545.0
Gain On Sale Of Security,79919.0,5387691.0,,,,,
Net Non Operating Interest Income Expense,-736309.0,-8212871.0,-973105.0,-1237301.0,-623941.0,,
Interest Expense Non Operating,736309.0,8212871.0,973105.0,1237301.0,623941.0,,
Operating Income,-2329387.0,-1709745.0,-1932125.0,-3519004.0,-4241607.0,,
Operating Expense,3966227.0,3491347.0,3765571.0,4553072.0,5175516.0,,
Selling General And Administration,3966227.0,3491347.0,3765571.0,4553072.0,5175516.0,,
Selling And Marketing Expense,525302.0,3730.0,-34099.0,1339.0,6322.0,,
General And Administrative Expense,3440925.0,3487617.0,3799670.0,4551733.0,5169194.0,,
Other Gand A,2796274.0,3170570.0,2727412.0,3307069.0,3916474.0,,
Salaries And Wages,644651.0,317047.0,1072258.0,1244664.0,1252720.0,,
Gross Profit,1636840.0,1781602.0,1833446.0,1034068.0,933909.0,,
Cost Of Revenue,5076747.0,5380720.0,5572113.0,6477229.0,6874516.0,,
Total Revenue,6713587.0,7162322.0,7405559.0,7511297.0,7808425.0,,
Operating Revenue,6713587.0,7162322.0,7405559.0,7511297.0,7808425.0,,
