,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.227103,0.214,0.208,0.21,0.205552,
Normalized EBITDA,5875000.0,6663000.0,7278000.0,675000.0,7855000.0,
Net Income From Continuing Operation Net Minority Interest,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Reconciled Depreciation,1034000.0,1058000.0,1019000.0,1001000.0,997000.0,
Reconciled Cost Of Revenue,18062000.0,18008000.0,17315000.0,23721000.0,16338000.0,
EBITDA,5875000.0,6663000.0,7278000.0,675000.0,7855000.0,
EBIT,4841000.0,5605000.0,6259000.0,-326000.0,6858000.0,
Net Interest Income,359000.0,260000.0,296000.0,418000.0,290000.0,
Interest Expense,15000.0,29000.0,51000.0,107000.0,86000.0,
Interest Income,374000.0,289000.0,347000.0,525000.0,376000.0,
Normalized Income,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Net Income From Continuing And Discontinued Operation,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Total Expenses,25967000.0,25684000.0,24368000.0,29511000.0,23185000.0,
Diluted Average Shares,9579172.0,9547879.0,9515581.0,,9378479.0,9480079.0
Basic Average Shares,9541407.0,9509711.0,9480027.0,,9354747.0,9456347.0
Diluted EPS,0.24,0.28,0.32,,0.34,0.33
Basic EPS,0.24,0.28,0.32,,0.34,0.33
Diluted NI Availto Com Stockholders,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Net Income Common Stockholders,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Net Income,2252000.0,2665000.0,3000000.0,-411000.0,3216000.0,
Minority Interests,-1478000.0,-1715000.0,-1915000.0,231000.0,-2164000.0,
Net Income Including Noncontrolling Interests,3730000.0,4380000.0,4915000.0,-642000.0,5380000.0,
Net Income Continuous Operations,3730000.0,4380000.0,4915000.0,-642000.0,5380000.0,
Tax Provision,1096000.0,1196000.0,1293000.0,209000.0,1392000.0,
Pretax Income,4826000.0,5576000.0,6208000.0,-433000.0,6772000.0,
Other Income Expense,10000.0,7000.0,8000.0,118000.0,-37000.0,
Other Non Operating Income Expenses,10000.0,7000.0,8000.0,45000.0,-37000.0,
Net Non Operating Interest Income Expense,359000.0,260000.0,296000.0,418000.0,290000.0,
Interest Expense Non Operating,15000.0,29000.0,51000.0,107000.0,86000.0,
Interest Income Non Operating,374000.0,289000.0,347000.0,525000.0,376000.0,
Operating Income,4457000.0,5309000.0,5904000.0,-969000.0,6519000.0,
Operating Expense,7905000.0,7676000.0,7053000.0,5790000.0,6847000.0,
Selling General And Administration,7905000.0,7676000.0,7053000.0,5790000.0,6847000.0,
General And Administrative Expense,7905000.0,7676000.0,7053000.0,5790000.0,6847000.0,
Other Gand A,7369000.0,7191000.0,6699000.0,6837000.0,6494000.0,
Salaries And Wages,536000.0,485000.0,354000.0,,353000.0,382000.0
Gross Profit,12362000.0,12985000.0,12957000.0,4821000.0,13366000.0,
Cost Of Revenue,18062000.0,18008000.0,17315000.0,23721000.0,16338000.0,
Total Revenue,30424000.0,30993000.0,30272000.0,28542000.0,29704000.0,
Operating Revenue,30424000.0,30993000.0,30272000.0,28542000.0,29704000.0,
