,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Tax Effect Of Unusual Items,-181847.704871,2508246.0,-82472.0,466969.0,3484410.776449,
Tax Rate For Calcs,0.245078,0.234,0.244,0.257,0.256849,
Normalized EBITDA,529244000.0,649041000.0,302507000.0,205371000.0,188105000.0,
Total Unusual Items,-742000.0,10719000.0,-338000.0,1817000.0,13566000.0,
Total Unusual Items Excluding Goodwill,-742000.0,10719000.0,-338000.0,1817000.0,13566000.0,
Net Income From Continuing Operation Net Minority Interest,342475000.0,508533000.0,219064000.0,149976000.0,113241000.0,
Reconciled Depreciation,24591000.0,23612000.0,23770000.0,22048000.0,21090000.0,
Reconciled Cost Of Revenue,572148000.0,701570000.0,598629000.0,538653000.0,454353000.0,
EBITDA,528502000.0,659760000.0,302169000.0,207188000.0,201671000.0,
EBIT,503911000.0,636148000.0,278399000.0,185140000.0,180581000.0,
Net Interest Income,15876000.0,12628000.0,9770000.0,9785000.0,9839000.0,
Interest Income,16488000.0,12628000.0,9770000.0,9785000.0,10388000.0,
Normalized Income,343035152.295129,500322246.0,219319528.0,148625969.0,103159410.776449,
Net Income From Continuing And Discontinued Operation,342475000.0,508533000.0,219064000.0,149976000.0,113241000.0,
Total Expenses,667065000.0,781537000.0,676272000.0,600731000.0,512134000.0,
Total Operating Income As Reported,435851000.0,635670000.0,278061000.0,186957000.0,142188000.0,
Diluted Average Shares,48678000.0,48971000.0,48970000.0,48932000.0,,48884000.0
Basic Average Shares,48554000.0,48798000.0,48765000.0,48761000.0,,48727000.0
Diluted EPS,7.04,10.38,4.47,3.06,,3.0
Basic EPS,7.05,10.42,4.49,3.08,,3.01
Diluted NI Availto Com Stockholders,342475000.0,508533000.0,219064000.0,149976000.0,113241000.0,
Net Income Common Stockholders,342475000.0,508533000.0,219064000.0,149976000.0,113241000.0,
Net Income,342475000.0,508533000.0,219064000.0,149976000.0,113241000.0,
Minority Interests,345000.0,380000.0,705000.0,386000.0,311000.0,
Net Income Including Noncontrolling Interests,342130000.0,508153000.0,218359000.0,149590000.0,112930000.0,
Net Income Continuous Operations,342130000.0,508153000.0,218359000.0,149590000.0,112930000.0,
Tax Provision,111069000.0,154876000.0,70602000.0,48363000.0,39031000.0,
Pretax Income,453199000.0,663029000.0,288961000.0,197953000.0,151961000.0,
Other Income Expense,730000.0,14253000.0,792000.0,3028000.0,13467000.0,
Other Non Operating Income Expenses,-4749000.0,3534000.0,1130000.0,1211000.0,706000.0,
Special Income Charges,-742000.0,-478000.0,-338000.0,1817000.0,13533000.0,
Gain On Sale Of Ppe,-742000.0,-478000.0,-338000.0,1817000.0,-70000.0,
Other Special Charges,0.0,,,,-13603000.0,-9929000.0
Earnings From Equity Interest,,,,,-805000.0,2666000.0
Gain On Sale Of Security,0.0,11197000.0,,,33000.0,11298000.0
Net Non Operating Interest Income Expense,15876000.0,12628000.0,9770000.0,9785000.0,9839000.0,
Interest Income Non Operating,16488000.0,12628000.0,9770000.0,9785000.0,10388000.0,
Operating Income,436593000.0,636148000.0,278399000.0,185140000.0,128655000.0,
Operating Expense,94917000.0,79967000.0,77643000.0,62078000.0,57781000.0,
Other Operating Expenses,,,10000.0,146000.0,,
Selling General And Administration,94917000.0,79967000.0,77633000.0,61932000.0,57781000.0,
Selling And Marketing Expense,-55011000.0,34716000.0,38740000.0,35416000.0,70798000.0,
General And Administrative Expense,149928000.0,45251000.0,38893000.0,26516000.0,-13017000.0,
Other Gand A,149928000.0,45251000.0,38893000.0,26516000.0,26471000.0,
Salaries And Wages,,,,,,14245000.0
Gross Profit,531510000.0,716115000.0,356042000.0,247218000.0,186436000.0,
Cost Of Revenue,572148000.0,701570000.0,598629000.0,538653000.0,454353000.0,
Total Revenue,1103658000.0,1417685000.0,954671000.0,785871000.0,640789000.0,
Operating Revenue,1134279000.0,1406406000.0,944512000.0,785871000.0,654072000.0,
