,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,-30096.818811,-3208841.015992,-14700.0,-96390.0,
Tax Rate For Calcs,0.17747,0.35408,0.11477,0.21,0.21,
Normalized EBITDA,32392000.0,32249000.0,37969000.0,31978000.0,30100000.0,
Total Unusual Items,0.0,-85000.0,-27959000.0,-70000.0,-459000.0,
Total Unusual Items Excluding Goodwill,0.0,-85000.0,-27959000.0,-70000.0,-459000.0,
Net Income From Continuing Operation Net Minority Interest,5761000.0,934000.0,-12233000.0,-9156000.0,-2552000.0,
Reconciled Depreciation,16590000.0,17959000.0,21944000.0,21991000.0,21938000.0,
Reconciled Cost Of Revenue,33394000.0,29997000.0,50964000.0,59275000.0,29524000.0,
EBITDA,32392000.0,32164000.0,10010000.0,31908000.0,29641000.0,
EBIT,15802000.0,14205000.0,-11934000.0,9917000.0,7703000.0,
Net Interest Income,-8798000.0,-12759000.0,-1885000.0,-18331000.0,-9552000.0,
Interest Expense,8798000.0,12759000.0,1885000.0,18331000.0,9552000.0,
Normalized Income,5761000.0,988903.181189,12517158.984008,-9100700.0,-2189390.0,
Net Income From Continuing And Discontinued Operation,8153000.0,-7713000.0,-12233000.0,-9156000.0,-3376000.0,
Total Expenses,132213000.0,127983000.0,158974000.0,166273000.0,132361000.0,
Total Operating Income As Reported,15802000.0,14205000.0,-11934000.0,9917000.0,7703000.0,
Diluted Average Shares,184240814.0,185222240.0,183646235.0,184146958.0,185182906.0,
Basic Average Shares,182600189.0,183467698.0,183646235.0,184146958.0,185182906.0,
Diluted EPS,0.04,-0.04,-0.07,-0.05,-0.02,
Basic EPS,0.04,-0.04,-0.07,-0.05,-0.02,
Diluted NI Availto Com Stockholders,8153000.0,-7713000.0,-12233000.0,-9156000.0,-3376000.0,
Net Income Common Stockholders,8153000.0,-7713000.0,-12233000.0,-9156000.0,-3376000.0,
Net Income,8153000.0,-7713000.0,-12233000.0,-9156000.0,-3376000.0,
Net Income Including Noncontrolling Interests,8153000.0,-7713000.0,-12233000.0,-9156000.0,-3376000.0,
Net Income Discontinuous Operations,2392000.0,-8647000.0,,,-824000.0,-314000.0
Net Income Continuous Operations,5761000.0,934000.0,-12233000.0,-9156000.0,-2552000.0,
Tax Provision,1243000.0,512000.0,-1586000.0,742000.0,703000.0,
Pretax Income,7004000.0,1446000.0,-13819000.0,-8414000.0,-1849000.0,
Other Income Expense,,-85000.0,-27959000.0,-70000.0,-459000.0,-11232000.0
Special Income Charges,0.0,-85000.0,-27959000.0,-70000.0,-459000.0,
Gain On Sale Of Ppe,0.0,-85000.0,,-70000.0,-459000.0,-11232000.0
Net Non Operating Interest Income Expense,-8798000.0,-12759000.0,-1885000.0,-18331000.0,-9552000.0,
Interest Expense Non Operating,8798000.0,12759000.0,1885000.0,18331000.0,9552000.0,
Operating Income,15802000.0,14290000.0,16025000.0,9987000.0,8162000.0,
Operating Expense,98818000.0,96795000.0,108010000.0,106998000.0,100800000.0,
Depreciation Amortization Depletion Income Statement,16589000.0,16768000.0,21944000.0,21991000.0,19901000.0,
Depreciation And Amortization In Income Statement,16589000.0,16768000.0,21944000.0,21991000.0,19901000.0,
Research And Development,19497000.0,19963000.0,19209000.0,20100000.0,19228000.0,
Selling General And Administration,62732000.0,60064000.0,66857000.0,64907000.0,61671000.0,
Selling And Marketing Expense,30611000.0,28783000.0,31208000.0,30577000.0,28959000.0,
General And Administrative Expense,32121000.0,31281000.0,35649000.0,34330000.0,32712000.0,
Other Gand A,32121000.0,31281000.0,35649000.0,34330000.0,32712000.0,
Gross Profit,114620000.0,111085000.0,124035000.0,116985000.0,108962000.0,
Cost Of Revenue,33395000.0,31188000.0,50964000.0,59275000.0,31561000.0,
Total Revenue,148015000.0,142273000.0,174999000.0,176260000.0,140523000.0,
Operating Revenue,142841000.0,137779000.0,168624000.0,171927000.0,135684000.0,
