,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-12730000.0,-33533000.0,-34986000.0,-33199000.0,-33378000.0,,
Total Unusual Items,-17486000.0,,,,0.0,,
Total Unusual Items Excluding Goodwill,-17486000.0,,,,0.0,,
Net Income From Continuing Operation Net Minority Interest,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Reconciled Depreciation,1140000.0,851000.0,868000.0,899000.0,899000.0,,
EBITDA,-30216000.0,-33533000.0,-34986000.0,-33199000.0,-33378000.0,,
EBIT,-31356000.0,-34384000.0,-35854000.0,-34098000.0,-34277000.0,,
Normalized Income,-30496000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Net Income From Continuing And Discontinued Operation,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Total Expenses,31356000.0,34384000.0,35854000.0,34098000.0,34277000.0,,
Total Operating Income As Reported,-48842000.0,-34384000.0,-35854000.0,-34098000.0,-34277000.0,,
Diluted Average Shares,17271518.0,17168808.0,17069185.0,17028552.0,16924842.0,,
Basic Average Shares,17271518.0,17168808.0,17069185.0,17028552.0,16924842.0,,
Diluted EPS,-2.78,-1.93,-2.01,-1.87,-1.86,,
Basic EPS,-2.78,-1.93,-2.01,-1.87,-1.86,,
Diluted NI Availto Com Stockholders,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Net Income Common Stockholders,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Net Income,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Net Income Including Noncontrolling Interests,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Net Income Continuous Operations,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Tax Provision,,,0.0,0.0,0.0,0.0,1975000.0
Pretax Income,-47982000.0,-33137000.0,-34274000.0,-31759000.0,-31564000.0,,
Other Income Expense,-16626000.0,1247000.0,1580000.0,2339000.0,2713000.0,,
Other Non Operating Income Expenses,860000.0,1247000.0,1580000.0,2339000.0,2713000.0,,
Special Income Charges,-17486000.0,,,,0.0,,
Restructuring And Mergern Acquisition,17486000.0,,,,0.0,,
Operating Income,-31356000.0,-34384000.0,-35854000.0,-34098000.0,-34277000.0,,
Operating Expense,31356000.0,34384000.0,35854000.0,34098000.0,34277000.0,,
Research And Development,23277000.0,27425000.0,28669000.0,27585000.0,27544000.0,,
Selling General And Administration,8079000.0,6959000.0,7185000.0,6513000.0,6733000.0,,
General And Administrative Expense,8079000.0,6959000.0,7185000.0,6513000.0,6733000.0,,
Other Gand A,8079000.0,6959000.0,7185000.0,6513000.0,6733000.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
