,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.210844,0.212,0.197717,0.212,0.209481
Net Income From Continuing Operation Net Minority Interest,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Reconciled Depreciation,6602000.0,9131000.0,7572000.0,8313000.0,9831000.0
EBIT,122161000.0,148459000.0,126324000.0,123737000.0,-72896000.0
Net Interest Income,-13256000.0,-9573000.0,-7245000.0,-7250000.0,-7202000.0
Interest Expense,13256000.0,9573000.0,7245000.0,7250000.0,7202000.0
Normalized Income,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Net Income From Continuing And Discontinued Operation,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Total Expenses,1217955000.0,1146300000.0,1137232000.0,1127821000.0,1276135000.0
Diluted Average Shares,61283000.0,61291000.0,61300000.0,61291000.0,60897000.0
Basic Average Shares,60844000.0,60865000.0,60847896.0,60877000.0,60897000.0
Diluted EPS,1.36,1.76,1.52,1.47,-1.08
Basic EPS,1.37,1.77,1.531688,1.48,-1.08
Diluted NI Availto Com Stockholders,83643000.0,107596000.0,93235000.0,89978000.0,-65619000.0
Net Income Common Stockholders,83643000.0,107596000.0,93235000.0,89978000.0,-65619000.0
Preferred Stock Dividends,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0
Net Income,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Net Income Including Noncontrolling Interests,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Net Income Continuous Operations,85943000.0,109896000.0,95535000.0,92278000.0,-63319000.0
Tax Provision,22962000.0,28990000.0,23544000.0,24209000.0,-16779000.0
Pretax Income,108905000.0,138886000.0,119079000.0,116487000.0,-80098000.0
Other Income Expense,6548000.0,5509000.0,8549000.0,8930000.0,5835000.0
Net Non Operating Interest Income Expense,-13256000.0,-9573000.0,-7245000.0,-7250000.0,-7202000.0
Interest Expense Non Operating,13256000.0,9573000.0,7245000.0,7250000.0,7202000.0
Other Operating Expenses,7671000.0,18098000.0,5205000.0,4664000.0,9186000.0
Total Revenue,1326860000.0,1285186000.0,1256311000.0,1244308000.0,1196037000.0
Operating Revenue,1326860000.0,1285186000.0,1256311000.0,1244308000.0,1196037000.0
Loss Adjustment Expense,946721000.0,871195000.0,883772000.0,880347000.0,1033321000.0
Net Policyholder Benefits And Claims,946721000.0,871195000.0,883772000.0,880347000.0,1033321000.0
Policyholder Benefits Gross,1057889000.0,961040000.0,1071036000.0,1315017000.0,1122650000.0
Policyholder Benefits Ceded,111168000.0,89845000.0,187264000.0,434670000.0,89329000.0
