,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,45570.0,-106470.0,-79680.0,56837.284483,-53550.0,
Tax Rate For Calcs,0.21,0.21,0.16,0.001378,0.21,
Normalized EBITDA,5916000.0,-646000.0,4878000.0,28000.0,5026000.0,
Total Unusual Items,217000.0,-507000.0,-498000.0,41237000.0,-255000.0,
Total Unusual Items Excluding Goodwill,217000.0,-507000.0,-498000.0,41237000.0,-255000.0,
Net Income From Continuing Operation Net Minority Interest,4147000.0,-3095000.0,2070000.0,39639000.0,4408000.0,
Reconciled Depreciation,1356000.0,1301000.0,1240000.0,1222000.0,1169000.0,
Reconciled Cost Of Revenue,26830000.0,19020000.0,27527000.0,23581000.0,23736000.0,
EBITDA,6133000.0,-1153000.0,4380000.0,41265000.0,4771000.0,
EBIT,4777000.0,-2454000.0,3140000.0,40043000.0,3602000.0,
Net Interest Income,-108000.0,-115000.0,-100000.0,-139000.0,-27000.0,
Interest Expense,108000.0,115000.0,100000.0,139000.0,27000.0,
Normalized Income,3975570.0,-2694470.0,2488320.0,-1541162.715517,4609450.0,
Net Income From Continuing And Discontinued Operation,4147000.0,-3095000.0,2070000.0,39639000.0,4408000.0,
Total Expenses,40969000.0,33840000.0,41357000.0,36802000.0,36405000.0,
Total Operating Income As Reported,3037000.0,-4150000.0,2501000.0,-1555000.0,1874000.0,
Diluted Average Shares,,2548000.0,2539000.0,2509000.0,2489000.0,2476000.0
Basic Average Shares,,2548000.0,2508000.0,2484000.0,2479000.0,2476000.0
Diluted EPS,,-1.21,0.82,15.8,1.77,-13.02
Basic EPS,,-1.21,0.83,15.96,1.78,-13.02
Diluted NI Availto Com Stockholders,4147000.0,-3095000.0,2070000.0,39639000.0,4408000.0,
Net Income Common Stockholders,4147000.0,-3095000.0,2070000.0,39639000.0,4408000.0,
Net Income,4147000.0,-3095000.0,2070000.0,39639000.0,4408000.0,
Minority Interests,-557000.0,-256000.0,-483000.0,-210000.0,296000.0,
Net Income Including Noncontrolling Interests,4704000.0,-2839000.0,2553000.0,39849000.0,4112000.0,
Net Income Continuous Operations,4704000.0,-2839000.0,2553000.0,39849000.0,4112000.0,
Tax Provision,-35000.0,270000.0,487000.0,55000.0,-537000.0,
Pretax Income,4669000.0,-2569000.0,3040000.0,39904000.0,3575000.0,
Other Income Expense,1740000.0,1696000.0,639000.0,41598000.0,1728000.0,
Other Non Operating Income Expenses,1523000.0,2203000.0,1137000.0,361000.0,1983000.0,
Special Income Charges,0.0,0.0,0.0,40696000.0,-98000.0,
Other Special Charges,,,,-40696000.0,98000.0,24886000.0
Gain On Sale Of Security,217000.0,-507000.0,-498000.0,541000.0,-157000.0,
Net Non Operating Interest Income Expense,-108000.0,-115000.0,-100000.0,-139000.0,-27000.0,
Interest Expense Non Operating,108000.0,115000.0,100000.0,139000.0,27000.0,
Operating Income,3037000.0,-4150000.0,2501000.0,-1555000.0,1874000.0,
Operating Expense,14139000.0,14820000.0,13830000.0,13221000.0,12669000.0,
Selling General And Administration,14139000.0,14820000.0,13830000.0,13221000.0,12669000.0,
Gross Profit,17176000.0,10670000.0,16331000.0,11666000.0,14543000.0,
Cost Of Revenue,26830000.0,19020000.0,27527000.0,23581000.0,23736000.0,
Total Revenue,44006000.0,29690000.0,43858000.0,35247000.0,38279000.0,
Operating Revenue,44006000.0,29690000.0,43858000.0,35247000.0,38279000.0,
