,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,286860.0,248430.0,-1496294.149121,343805.0,-260190.0,
Tax Rate For Calcs,0.21,0.21,0.37398,0.385,0.21,
Normalized EBITDA,28984000.0,21146000.0,53480000.0,40539000.0,25356000.0,
Total Unusual Items,1366000.0,1183000.0,-4001000.0,893000.0,-1239000.0,
Total Unusual Items Excluding Goodwill,1366000.0,1183000.0,-4001000.0,893000.0,-1239000.0,
Net Income From Continuing Operation Net Minority Interest,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Reconciled Depreciation,14697000.0,12387000.0,11800000.0,11483000.0,11004000.0,
Reconciled Cost Of Revenue,33126000.0,30966000.0,34316000.0,29479000.0,26102000.0,
EBITDA,30350000.0,22329000.0,49479000.0,41432000.0,24117000.0,
EBIT,15653000.0,9942000.0,37679000.0,29949000.0,13113000.0,
Net Interest Income,300000.0,1556000.0,2622000.0,2879000.0,3078000.0,
Interest Expense,443000.0,420000.0,300000.0,353000.0,233000.0,
Interest Income,743000.0,1976000.0,2922000.0,3232000.0,3311000.0,
Normalized Income,7678860.0,1426430.0,25904705.850879,17651805.0,8452810.0,
Net Income From Continuing And Discontinued Operation,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Total Expenses,175473000.0,158298000.0,151869000.0,143832000.0,144841000.0,
Total Operating Income As Reported,13548000.0,6763000.0,38752000.0,25724000.0,11049000.0,
Diluted Average Shares,166697000.0,168941000.0,,173911000.0,175961000.0,176124000.0
Basic Average Shares,162740000.0,165117000.0,,170254000.0,171628000.0,171306000.0
Diluted EPS,0.05,0.01,,0.1,0.04,0.04
Basic EPS,0.05,0.01,,0.11,0.04,0.04
Diluted NI Availto Com Stockholders,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Net Income Common Stockholders,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Net Income,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Net Income Including Noncontrolling Interests,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Net Income Continuous Operations,8758000.0,2361000.0,23400000.0,18201000.0,7474000.0,
Tax Provision,6452000.0,7161000.0,13979000.0,11395000.0,5406000.0,
Pretax Income,15210000.0,9522000.0,37379000.0,29596000.0,12880000.0,
Other Income Expense,1362000.0,1203000.0,-3995000.0,993000.0,-1247000.0,
Other Non Operating Income Expenses,-4000.0,20000.0,6000.0,100000.0,-8000.0,
Gain On Sale Of Security,1366000.0,1183000.0,-4001000.0,893000.0,-1239000.0,
Net Non Operating Interest Income Expense,300000.0,1556000.0,2622000.0,2879000.0,3078000.0,
Interest Expense Non Operating,443000.0,420000.0,300000.0,353000.0,233000.0,
Interest Income Non Operating,743000.0,1976000.0,2922000.0,3232000.0,3311000.0,
Operating Income,13548000.0,6763000.0,38752000.0,25724000.0,11049000.0,
Operating Expense,142347000.0,127332000.0,117553000.0,114353000.0,118739000.0,
Depreciation Amortization Depletion Income Statement,14697000.0,12387000.0,11800000.0,11483000.0,11004000.0,
Depreciation And Amortization In Income Statement,14697000.0,12387000.0,11800000.0,11483000.0,11004000.0,
Research And Development,47203000.0,44717000.0,37540000.0,39306000.0,39806000.0,
Selling General And Administration,80447000.0,70228000.0,68213000.0,63564000.0,67929000.0,
Selling And Marketing Expense,50871000.0,43701000.0,44246000.0,40525000.0,44863000.0,
General And Administrative Expense,29576000.0,26527000.0,23967000.0,23039000.0,23066000.0,
Other Gand A,29576000.0,26527000.0,23967000.0,23039000.0,23066000.0,
Gross Profit,155895000.0,134095000.0,156305000.0,140077000.0,129788000.0,
Cost Of Revenue,33126000.0,30966000.0,34316000.0,29479000.0,26102000.0,
Total Revenue,189021000.0,165061000.0,190621000.0,169556000.0,155890000.0,
Operating Revenue,189021000.0,165061000.0,190621000.0,169556000.0,155890000.0,
