,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,210661.977373,56165.0,-234013.986014,66400.0,-51765.75409
Tax Rate For Calcs,0.202755,0.239,0.202259,0.2,0.188239
Normalized EBITDA,22394000.0,14176000.0,15407000.0,21366000.0,22099000.0
Total Unusual Items,1039000.0,235000.0,-1157000.0,332000.0,-275000.0
Total Unusual Items Excluding Goodwill,1039000.0,235000.0,-1157000.0,332000.0,-275000.0
Net Income From Continuing Operation Net Minority Interest,16290000.0,8586000.0,8898000.0,14892000.0,15033000.0
Reconciled Depreciation,3096000.0,3056000.0,3062000.0,2979000.0,2913000.0
Reconciled Cost Of Revenue,71196000.0,59909000.0,63824000.0,64936000.0,62052000.0
EBITDA,23433000.0,14411000.0,14250000.0,21698000.0,21824000.0
EBIT,20337000.0,11355000.0,11188000.0,18719000.0,18911000.0
Net Interest Income,-7000.0,-75000.0,-34000.0,-97000.0,-392000.0
Interest Expense,7000.0,75000.0,34000.0,97000.0,392000.0
Normalized Income,15461661.977373,8407165.0,9820986.013986,14626400.0,15256234.24591
Net Income From Continuing And Discontinued Operation,16290000.0,8586000.0,8898000.0,14892000.0,15033000.0
Total Expenses,105415000.0,92685000.0,95182000.0,94465000.0,90731000.0
Total Operating Income As Reported,19298000.0,11120000.0,12345000.0,18387000.0,19186000.0
Diluted Average Shares,27673000.0,27676000.0,27656000.0,27644000.0,27637000.0
Basic Average Shares,27666000.0,27655000.0,27649000.0,27642000.0,27635000.0
Diluted EPS,0.59,0.31,0.32,0.54,0.54
Basic EPS,0.59,0.31,0.32,0.54,0.54
Diluted NI Availto Com Stockholders,16290000.0,8586000.0,8898000.0,14892000.0,15033000.0
Net Income Common Stockholders,16290000.0,8586000.0,8898000.0,14892000.0,15033000.0
Net Income,16290000.0,8586000.0,8898000.0,14892000.0,15033000.0
Minority Interests,82000.0,,,,0.0
Net Income Including Noncontrolling Interests,16208000.0,8586000.0,8898000.0,14892000.0,15033000.0
Net Income Continuous Operations,16208000.0,8586000.0,8898000.0,14892000.0,15033000.0
Tax Provision,4122000.0,2694000.0,2256000.0,3730000.0,3486000.0
Pretax Income,20330000.0,11280000.0,11154000.0,18622000.0,18519000.0
Other Income Expense,1039000.0,235000.0,-1157000.0,332000.0,-275000.0
Gain On Sale Of Security,1039000.0,235000.0,-1157000.0,332000.0,-275000.0
Net Non Operating Interest Income Expense,-7000.0,-75000.0,-34000.0,-97000.0,-392000.0
Interest Expense Non Operating,7000.0,75000.0,34000.0,97000.0,392000.0
Operating Income,19298000.0,11120000.0,12345000.0,18387000.0,19186000.0
Operating Expense,34219000.0,32776000.0,31358000.0,29529000.0,28679000.0
Selling General And Administration,34219000.0,32776000.0,31358000.0,29529000.0,28679000.0
Selling And Marketing Expense,11862000.0,11875000.0,11509000.0,10637000.0,10280000.0
General And Administrative Expense,22357000.0,20901000.0,19849000.0,18892000.0,18399000.0
Other Gand A,22357000.0,20901000.0,19849000.0,18892000.0,18399000.0
Gross Profit,53517000.0,43896000.0,43703000.0,47916000.0,47865000.0
Cost Of Revenue,71196000.0,59909000.0,63824000.0,64936000.0,62052000.0
Total Revenue,124713000.0,103805000.0,107527000.0,112852000.0,109917000.0
Operating Revenue,124713000.0,103805000.0,107527000.0,112852000.0,109917000.0
