,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.21,0.0,
Normalized EBITDA,-4443448.0,-3229285.0,-5476162.0,1821995.0,-3557222.0,
Total Unusual Items,,,-25000.0,-193186.0,0.0,-350000.0
Total Unusual Items Excluding Goodwill,,,-25000.0,-193186.0,0.0,-350000.0
Net Income From Continuing Operation Net Minority Interest,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Reconciled Depreciation,6841.0,6840.0,6840.0,6840.0,6841.0,
EBITDA,-4443448.0,-3229285.0,-5476162.0,1821995.0,-3557222.0,
EBIT,-4450289.0,-3236125.0,-5483002.0,1815155.0,-3564063.0,
Normalized Income,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Net Income From Continuing And Discontinued Operation,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Total Expenses,4450289.0,6661396.0,5609840.0,4187051.0,3564063.0,
Total Operating Income As Reported,-4450289.0,-3236125.0,-5483002.0,1815155.0,-3564063.0,
Diluted Average Shares,15221308.0,14915217.0,14457839.0,,9947915.0,9947915.0
Basic Average Shares,15221308.0,14915217.0,14457839.0,,9947915.0,9947915.0
Diluted EPS,-0.26,-0.19,-0.35,,-0.34,-0.31
Basic EPS,-0.26,-0.19,-0.35,,-0.34,-0.31
Diluted NI Availto Com Stockholders,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Net Income Common Stockholders,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Net Income,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Net Income Including Noncontrolling Interests,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Net Income Continuous Operations,-4021418.0,-2891680.0,-5051913.0,1265975.0,-3421974.0,
Pretax Income,-4021418.0,-2891680.0,-5051913.0,1989827.0,-3421974.0,
Other Income Expense,428871.0,344445.0,431089.0,174672.0,142089.0,
Other Non Operating Income Expenses,428871.0,344445.0,431089.0,174672.0,142089.0,
Special Income Charges,,,-25000.0,-193186.0,0.0,-350000.0
Other Special Charges,,,25000.0,193186.0,,350000.0
Operating Income,-4450289.0,-3236125.0,-5483002.0,1815155.0,-3564063.0,
Operating Expense,4450289.0,6661396.0,5609840.0,4187051.0,3564063.0,
Depreciation Amortization Depletion Income Statement,6841.0,6840.0,6840.0,6840.0,6841.0,
Depreciation And Amortization In Income Statement,6841.0,6840.0,6840.0,6840.0,6841.0,
Depreciation Income Statement,6841.0,6840.0,6840.0,6840.0,6841.0,
Research And Development,2223903.0,4566152.0,3163159.0,1802817.0,1592232.0,
Selling General And Administration,2219545.0,2088404.0,2439841.0,2377394.0,1964990.0,
General And Administrative Expense,2219545.0,2088404.0,2439841.0,2377394.0,1964990.0,
Other Gand A,2219545.0,2088404.0,2439841.0,2377394.0,1964990.0,
Total Revenue,0.0,3425271.0,126838.0,6002206.0,0.0,
Operating Revenue,0.0,3425271.0,126838.0,6002206.0,0.0,
