,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.321756,0.243532,0.261173,0.282797,0.097841,
Normalized EBITDA,26530000.0,27522000.0,20674000.0,11120000.0,20897000.0,
Net Income From Continuing Operation Net Minority Interest,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Reconciled Depreciation,1781000.0,4946000.0,6115000.0,479000.0,2529000.0,
Reconciled Cost Of Revenue,112985000.0,99676000.0,106113000.0,91526000.0,89710000.0,
EBITDA,26530000.0,27522000.0,20674000.0,11120000.0,20897000.0,
EBIT,24749000.0,22576000.0,14559000.0,10641000.0,18368000.0,
Net Interest Income,1114000.0,977000.0,1196000.0,1148000.0,1059000.0,
Interest Expense,218000.0,234000.0,239000.0,259000.0,257000.0,
Interest Income,1332000.0,1211000.0,1435000.0,1407000.0,1316000.0,
Normalized Income,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Net Income From Continuing And Discontinued Operation,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Total Expenses,160972000.0,140420000.0,152985000.0,135762000.0,130249000.0,
Total Operating Income As Reported,23795000.0,21769000.0,13004000.0,9240000.0,17139000.0,
Diluted Average Shares,45804158.0,45804924.0,45653333.0,45463862.0,45248792.0,
Basic Average Shares,44591484.0,44250685.0,43843723.0,43249234.0,42500355.0,
Diluted EPS,0.36,0.37,0.23,0.16,0.36,
Basic EPS,0.37,0.38,0.24,0.17,0.38,
Diluted NI Availto Com Stockholders,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Net Income Common Stockholders,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Net Income,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Minority Interests,,,,,,0.0
Net Income Including Noncontrolling Interests,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Net Income Continuous Operations,16638000.0,16901000.0,10580000.0,7446000.0,16339000.0,
Tax Provision,7893000.0,5441000.0,3740000.0,2936000.0,1772000.0,
Pretax Income,24531000.0,22342000.0,14320000.0,10382000.0,18111000.0,
Other Income Expense,-378000.0,-404000.0,120000.0,-6000.0,-87000.0,
Other Non Operating Income Expenses,-378000.0,-404000.0,120000.0,-6000.0,-87000.0,
Net Non Operating Interest Income Expense,1114000.0,977000.0,1196000.0,1148000.0,1059000.0,
Interest Expense Non Operating,218000.0,234000.0,239000.0,259000.0,257000.0,
Interest Income Non Operating,1332000.0,1211000.0,1435000.0,1407000.0,1316000.0,
Operating Income,23795000.0,21769000.0,13004000.0,9240000.0,17139000.0,
Operating Expense,47987000.0,40744000.0,46872000.0,44236000.0,40539000.0,
Selling General And Administration,47987000.0,40744000.0,46872000.0,44236000.0,40539000.0,
Selling And Marketing Expense,9000000.0,8835000.0,9502000.0,8134000.0,7203000.0,
General And Administrative Expense,38987000.0,31909000.0,37370000.0,36102000.0,33336000.0,
Other Gand A,38987000.0,31909000.0,37370000.0,36102000.0,33336000.0,
Gross Profit,71782000.0,62513000.0,59876000.0,53476000.0,57678000.0,
Cost Of Revenue,112985000.0,99676000.0,106113000.0,91526000.0,89710000.0,
Total Revenue,184767000.0,162189000.0,165989000.0,145002000.0,147388000.0,
Operating Revenue,184767000.0,162189000.0,165989000.0,145002000.0,147388000.0,
