,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,58.59375,0.0
Tax Rate For Calcs,0.21,0.21,0.0,0.019531,0.21
Normalized EBITDA,-41000.0,-645000.0,-2309000.0,3560000.0,685000.0
Total Unusual Items,,,,3000.0,0.0
Total Unusual Items Excluding Goodwill,,,,3000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Reconciled Depreciation,2015000.0,2035000.0,1506000.0,1497000.0,1249000.0
EBITDA,-41000.0,-645000.0,-2309000.0,3563000.0,685000.0
EBIT,-2056000.0,-2680000.0,-3815000.0,2066000.0,-564000.0
Net Interest Income,-220000.0,-239000.0,-80000.0,-632000.0,-337000.0
Interest Expense,313000.0,300000.0,186000.0,786000.0,423000.0
Interest Income,93000.0,61000.0,106000.0,154000.0,86000.0
Normalized Income,-2384000.0,-2996000.0,-4017000.0,1252058.59375,-580000.0
Net Income From Continuing And Discontinued Operation,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Total Expenses,33668000.0,32103000.0,31255000.0,30655000.0,30612000.0
Total Operating Income As Reported,-2149000.0,-2741000.0,-3921000.0,1912000.0,-650000.0
Diluted Average Shares,77748000.0,76975000.0,76920000.0,77361000.0,76454000.0
Basic Average Shares,77748000.0,76975000.0,76920000.0,76896000.0,76454000.0
Diluted EPS,-0.03,-0.04,-0.05,0.02,-0.01
Basic EPS,-0.03,-0.04,-0.05,0.02,-0.01
Diluted NI Availto Com Stockholders,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Net Income Common Stockholders,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Net Income,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Net Income Including Noncontrolling Interests,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Net Income Continuous Operations,-2384000.0,-2996000.0,-4017000.0,1255000.0,-580000.0
Tax Provision,15000.0,16000.0,16000.0,25000.0,-407000.0
Pretax Income,-2369000.0,-2980000.0,-4001000.0,1280000.0,-987000.0
Other Income Expense,,,,0.0,
Special Income Charges,,,,3000.0,0.0
Gain On Sale Of Ppe,,,,3000.0,0.0
Net Non Operating Interest Income Expense,-220000.0,-239000.0,-80000.0,-632000.0,-337000.0
Interest Expense Non Operating,313000.0,300000.0,186000.0,786000.0,423000.0
Interest Income Non Operating,93000.0,61000.0,106000.0,154000.0,86000.0
Operating Income,-2149000.0,-2741000.0,-3921000.0,1912000.0,-650000.0
Operating Expense,33668000.0,32103000.0,31255000.0,30655000.0,30612000.0
Other Operating Expenses,7702000.0,7569000.0,8034000.0,7347000.0,7632000.0
Selling General And Administration,25966000.0,24534000.0,23221000.0,23308000.0,22980000.0
General And Administrative Expense,25966000.0,24534000.0,23221000.0,23308000.0,22980000.0
Salaries And Wages,25966000.0,24534000.0,23221000.0,23308000.0,22980000.0
Total Revenue,31519000.0,29362000.0,27334000.0,32567000.0,29962000.0
Operating Revenue,31519000.0,29362000.0,27334000.0,32567000.0,29962000.0
