,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,-1403808.0,-8651290.409655,-19866.0,-10234310.775305
Tax Rate For Calcs,0.281864,0.336,0.262614,0.301,0.328792
Normalized EBITDA,203609000.0,178604000.0,248164000.0,200223000.0,245466000.0
Total Unusual Items,0.0,-4178000.0,-32943000.0,-66000.0,-31127000.0
Total Unusual Items Excluding Goodwill,0.0,-4178000.0,-32943000.0,-66000.0,-31127000.0
Net Income From Continuing Operation Net Minority Interest,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Reconciled Depreciation,40576000.0,39148000.0,38129000.0,37793000.0,36166000.0
Reconciled Cost Of Revenue,304332000.0,299154000.0,298278000.0,296098000.0,305862000.0
EBITDA,203609000.0,174426000.0,215221000.0,200157000.0,214339000.0
EBIT,163033000.0,135278000.0,177092000.0,162364000.0,178173000.0
Net Interest Income,2859000.0,5316000.0,8522000.0,4003000.0,3301000.0
Interest Income,2859000.0,5316000.0,8522000.0,4003000.0,3301000.0
Normalized Income,124608000.0,96004192.0,128098709.590345,116009134.0,117456689.224695
Net Income From Continuing And Discontinued Operation,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Total Expenses,849416000.0,843984000.0,818127000.0,815508000.0,850317000.0
Total Operating Income As Reported,163033000.0,131100000.0,144149000.0,162298000.0,147046000.0
Diluted Average Shares,72593000.0,73615000.0,74465000.0,74757000.0,75223000.0
Basic Average Shares,72565000.0,73562000.0,74419000.0,74736000.0,75184000.0
Diluted EPS,1.72,1.27,1.39,1.55,1.28
Basic EPS,1.72,1.27,1.39,1.55,1.28
Diluted NI Availto Com Stockholders,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Net Income Common Stockholders,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Net Income,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Net Income Including Noncontrolling Interests,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Net Income Continuous Operations,124608000.0,93230000.0,103807000.0,115963000.0,96564000.0
Tax Provision,48908000.0,47212000.0,36970000.0,49967000.0,47302000.0
Pretax Income,173516000.0,140442000.0,140777000.0,165930000.0,143866000.0
Other Income Expense,7624000.0,-152000.0,-44837000.0,-437000.0,-37608000.0
Other Non Operating Income Expenses,7624000.0,4026000.0,-11894000.0,-371000.0,-6481000.0
Special Income Charges,0.0,-4178000.0,-32943000.0,-66000.0,-31127000.0
Other Special Charges,,4178000.0,-225000.0,66000.0,31127000.0
Net Non Operating Interest Income Expense,2859000.0,5316000.0,8522000.0,4003000.0,3301000.0
Interest Income Non Operating,2859000.0,5316000.0,8522000.0,4003000.0,3301000.0
Operating Income,163033000.0,135278000.0,177092000.0,162364000.0,178173000.0
Operating Expense,545084000.0,544830000.0,519849000.0,519410000.0,544455000.0
Research And Development,96398000.0,97201000.0,94878000.0,85272000.0,92193000.0
Selling General And Administration,448686000.0,447629000.0,424971000.0,434138000.0,452262000.0
Gross Profit,708117000.0,680108000.0,696941000.0,681774000.0,722628000.0
Cost Of Revenue,304332000.0,299154000.0,298278000.0,296098000.0,305862000.0
Total Revenue,1012449000.0,979262000.0,995219000.0,977872000.0,1028490000.0
Operating Revenue,1012449000.0,979262000.0,995219000.0,977872000.0,1028490000.0
