,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-443.782333,0.0,1445.596056,,
Tax Rate For Calcs,0.022152,0.021459,0.024655,0.022982,0.01807,,
Total Unusual Items,0.0,0.0,-18000.0,0.0,80000.0,,
Total Unusual Items Excluding Goodwill,0.0,0.0,-18000.0,0.0,80000.0,,
Net Income From Continuing Operation Net Minority Interest,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Reconciled Depreciation,7625000.0,12569000.0,8206000.0,13986000.0,25844000.0,,
Net Interest Income,89405000.0,89327000.0,88636000.0,88053000.0,87436000.0,,
Interest Expense,51507000.0,50685000.0,56814000.0,61921000.0,60145000.0,,
Interest Income,140912000.0,140012000.0,145450000.0,149974000.0,147581000.0,,
Normalized Income,53325000.0,53764000.0,59595556.217667,52716000.0,50512445.596056,,
Net Income From Continuing And Discontinued Operation,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Diluted Average Shares,42653000.0,43592000.0,44601000.0,45557000.0,46298000.0,,
Basic Average Shares,41636000.0,42551000.0,43503650.0,44669000.0,45642000.0,,
Diluted EPS,1.25,1.23,1.34,1.16,1.09,,
Basic EPS,1.28,1.26,1.37,1.18,1.11,,
Diluted NI Availto Com Stockholders,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Net Income Common Stockholders,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Net Income,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Net Income Including Noncontrolling Interests,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Net Income Continuous Operations,53325000.0,53764000.0,59578000.0,52716000.0,50591000.0,,
Tax Provision,1208000.0,1179000.0,1506000.0,1240000.0,931000.0,,
Pretax Income,54533000.0,54943000.0,61084000.0,53956000.0,51522000.0,,
Gain On Sale Of Security,,,0.0,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,1977000.0,1897000.0,2244000.0,1942000.0,1889000.0,,
Depreciation And Amortization In Income Statement,1977000.0,1897000.0,2244000.0,1942000.0,1889000.0,,
Amortization,1977000.0,1897000.0,2244000.0,1942000.0,1889000.0,,
Amortization Of Intangibles Income Statement,1977000.0,1897000.0,2244000.0,1942000.0,1889000.0,,
Selling General And Administration,47136000.0,47303000.0,49249000.0,44992000.0,45438000.0,,
Selling And Marketing Expense,1695000.0,1775000.0,2356000.0,1289000.0,1583000.0,,
General And Administrative Expense,45441000.0,45528000.0,46893000.0,43703000.0,43855000.0,,
Salaries And Wages,45441000.0,45528000.0,43693000.0,43703000.0,43855000.0,,
Total Revenue,146493000.0,147782000.0,152390000.0,144038000.0,143147000.0,,
Operating Revenue,146493000.0,147782000.0,152390000.0,144038000.0,143147000.0,,
Occupancy And Equipment,8786000.0,8721000.0,8575000.0,8551000.0,8232000.0,,
Professional Expense And Contract Services Expense,5152000.0,5444000.0,5680000.0,4814000.0,6687000.0,,
Other Non Interest Expense,28700000.0,29853000.0,24905000.0,28467000.0,28896000.0,,
