,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-12486.808503,3808.210971,303075.99,-15372.21,-124079.781916,,
Tax Rate For Calcs,0.258237,0.25155,0.21,0.21,0.387658,,
Normalized EBITDA,-13443614.0,-10630451.0,-4603998.0,14388132.0,14602877.0,,
Total Unusual Items,-48354.0,15139.0,1443219.0,-73201.0,-320075.0,,
Total Unusual Items Excluding Goodwill,-48354.0,15139.0,1443219.0,-73201.0,-320075.0,,
Net Income From Continuing Operation Net Minority Interest,-11155246.0,-9405315.0,-3262810.0,5497901.0,6529603.0,,
Reconciled Depreciation,3981008.0,3761391.0,3322925.0,4177534.0,4201658.0,,
Reconciled Cost Of Revenue,54998524.0,65185060.0,80334624.0,88764282.0,109072737.0,,
EBITDA,-13491968.0,-10615312.0,-3160779.0,14314931.0,14282802.0,,
EBIT,-17472976.0,-14376703.0,-6483704.0,10137397.0,10081144.0,,
Net Interest Income,-443662.0,-426284.0,-541464.0,-505085.0,-513650.0,,
Interest Expense,443662.0,426284.0,,,513650.0,369008.0,
Interest Income,,,,,,,6979.0
Normalized Income,-11119378.808503,-9416645.789029,-4402953.01,5555729.79,6725598.218084,,
Net Income From Continuing And Discontinued Operation,-11155246.0,-9405315.0,-3262810.0,5497901.0,6529603.0,,
Total Expenses,97897866.0,110030493.0,128306260.0,128547417.0,154800567.0,,
Total Operating Income As Reported,-17480244.0,-13997438.0,-7473187.0,10137397.0,10149149.0,,
Diluted Average Shares,98931293.0,101594579.0,101910883.0,106290929.0,106324345.0,,
Basic Average Shares,98931293.0,101594579.0,101910883.0,102067579.0,101840612.0,,
Diluted EPS,-0.11,-0.09,,0.05,0.06,0.1,
Basic EPS,-0.11,-0.09,,0.05,0.06,0.11,
Diluted NI Availto Com Stockholders,-11155246.0,-9405315.0,-3262810.0,5497901.0,6529603.0,,
Net Income Common Stockholders,-11155246.0,-9405315.0,-3262810.0,5497901.0,6529603.0,,
Net Income,-11155246.0,-9405315.0,-3262810.0,5497901.0,6529603.0,,
Minority Interests,2134647.0,1673985.0,4384116.0,952348.0,671029.0,,
Net Income Including Noncontrolling Interests,-13289893.0,-11079300.0,-7646926.0,4545553.0,5858574.0,,
Net Income Continuous Operations,-13289893.0,-11079300.0,-7646926.0,4545553.0,5858574.0,,
Tax Provision,-4626745.0,-3723687.0,1071670.0,4488828.0,3708920.0,,
Pretax Income,-17916638.0,-14802987.0,-6575256.0,9034381.0,9567494.0,,
Other Income Expense,7268.0,-379265.0,1439395.0,-597931.0,-68005.0,,
Other Non Operating Income Expenses,94439.0,-353706.0,82297.0,-441988.0,316084.0,,
Special Income Charges,-48354.0,15139.0,1443219.0,-73201.0,-320075.0,,
Gain On Sale Of Ppe,-48354.0,15139.0,-13035.0,-28681.0,12563.0,,
Restructuring And Mergern Acquisition,0.0,0.0,-9762845.0,44520.0,332638.0,,
Earnings From Equity Interest,-38817.0,-40698.0,-86121.0,-82742.0,-64014.0,,
Net Non Operating Interest Income Expense,-443662.0,-426284.0,-541464.0,-505085.0,-513650.0,,
Total Other Finance Cost,,,,505085.0,,,
Interest Expense Non Operating,443662.0,426284.0,,,513650.0,369008.0,
Interest Income Non Operating,,,,,,,6979.0
Operating Income,-17480244.0,-13997438.0,-7473187.0,10137397.0,10149149.0,,
Operating Expense,42899342.0,44845433.0,47971636.0,39783135.0,45727830.0,,
Depreciation Amortization Depletion Income Statement,3981008.0,3761391.0,3322925.0,4177534.0,4201658.0,,
Depreciation And Amortization In Income Statement,3981008.0,3761391.0,3322925.0,4177534.0,4201658.0,,
Research And Development,2957203.0,3639444.0,3685650.0,3145834.0,2368999.0,,
Selling General And Administration,35961131.0,37444598.0,40963061.0,32459767.0,39157173.0,,
Selling And Marketing Expense,368214.0,331705.0,396828.0,379778.0,392284.0,,
General And Administrative Expense,35592917.0,37112893.0,40566233.0,32079989.0,38764889.0,,
Other Gand A,35592917.0,37112893.0,40566233.0,32079989.0,38764889.0,,
Gross Profit,25419098.0,30847995.0,40498449.0,49920532.0,55876979.0,,
Cost Of Revenue,54998524.0,65185060.0,80334624.0,88764282.0,109072737.0,,
Total Revenue,80417622.0,96033055.0,120833073.0,138684814.0,164949716.0,,
Operating Revenue,80417622.0,96033055.0,120833073.0,138684814.0,164949716.0,,
