,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-172440.880452,-7369.780609,70060.759494,-32271.9482,-11385.9925
Tax Rate For Calcs,0.01342,0.124912,0.173418,0.140926,0.153865
Normalized EBITDA,1292000.0,-2666000.0,-1558000.0,-4730000.0,-8068000.0
Total Unusual Items,-12850000.0,-59000.0,404000.0,-229000.0,-74000.0
Total Unusual Items Excluding Goodwill,-12850000.0,-59000.0,404000.0,-229000.0,-74000.0
Net Income From Continuing Operation Net Minority Interest,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Reconciled Depreciation,69000.0,67000.0,115000.0,135000.0,136000.0
EBITDA,-11558000.0,-2725000.0,-1154000.0,-4959000.0,-8142000.0
EBIT,-11627000.0,-2792000.0,-1269000.0,-5094000.0,-8278000.0
Net Interest Income,35000.0,25000.0,75000.0,72000.0,85000.0
Interest Income,35000.0,25000.0,75000.0,72000.0,85000.0
Normalized Income,-11436440.880452,-2421369.780609,-986939.240506,-4314271.9482,-6932385.9925
Net Income From Continuing And Discontinued Operation,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Total Expenses,11627000.0,2792000.0,1269000.0,5094000.0,8278000.0
Total Operating Income As Reported,-11829000.0,-2851000.0,-865000.0,-5323000.0,-8352000.0
Diluted Average Shares,1034675.0,30360.0,5661488.0,12083.0,283300.0
Basic Average Shares,1034675.0,30360.0,5661488.0,12083.0,283300.0
Diluted EPS,0.0,-100.0,-0.25,-350.0,-25.0
Basic EPS,0.0,-100.0,-0.25,-350.0,-25.0
Diluted NI Availto Com Stockholders,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Net Income Common Stockholders,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Net Income,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Net Income Including Noncontrolling Interests,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Net Income Continuous Operations,-24114000.0,-2473000.0,-653000.0,-4511000.0,-6995000.0
Tax Provision,-328000.0,-353000.0,-137000.0,-740000.0,-1272000.0
Pretax Income,-24442000.0,-2826000.0,-790000.0,-5251000.0,-8267000.0
Other Income Expense,-12850000.0,-59000.0,404000.0,-229000.0,-74000.0
Gain On Sale Of Security,-12850000.0,-59000.0,437000.0,-229000.0,-74000.0
Net Non Operating Interest Income Expense,35000.0,25000.0,75000.0,72000.0,85000.0
Interest Income Non Operating,35000.0,25000.0,75000.0,72000.0,85000.0
Operating Income,-11627000.0,-2792000.0,-1269000.0,-5094000.0,-8278000.0
Operating Expense,11627000.0,2792000.0,1269000.0,5094000.0,8278000.0
Research And Development,7104000.0,1725000.0,729000.0,3736000.0,6769000.0
Selling General And Administration,4523000.0,1067000.0,540000.0,1358000.0,1509000.0
General And Administrative Expense,4523000.0,1067000.0,540000.0,1358000.0,1509000.0
Other Gand A,4523000.0,1067000.0,540000.0,1358000.0,1509000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
