,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1890.0,3150.0,-16700.871249,-109480.0,1890.0,,
Tax Rate For Calcs,0.21,0.21,0.036786,0.046,0.21,,
Normalized EBITDA,-3006000.0,-4367000.0,-2383000.0,-5903000.0,-6032000.0,,
Total Unusual Items,9000.0,15000.0,-454000.0,-2380000.0,9000.0,,
Total Unusual Items Excluding Goodwill,9000.0,15000.0,-454000.0,-2380000.0,9000.0,,
Net Income From Continuing Operation Net Minority Interest,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Reconciled Depreciation,330000.0,280000.0,262000.0,307000.0,298000.0,,
Reconciled Cost Of Revenue,1084000.0,476000.0,342000.0,533000.0,538000.0,,
EBITDA,-2997000.0,-4352000.0,-2837000.0,-8283000.0,-6023000.0,,
EBIT,-3327000.0,-4632000.0,-3099000.0,-8590000.0,-6321000.0,,
Net Interest Income,11000.0,4000.0,-172000.0,0.0,-565000.0,,
Interest Expense,,,0.0,0.0,60000.0,4000.0,-20000.0
Interest Income,11000.0,4000.0,,,,,
Normalized Income,-3329110.0,-4447850.0,-2547700.871249,-5924480.0,-6400110.0,,
Net Income From Continuing And Discontinued Operation,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Total Expenses,4746000.0,5802000.0,4214000.0,7897000.0,6972000.0,,
Total Operating Income As Reported,-3318000.0,-4617000.0,-2794000.0,-8675000.0,-4847000.0,,
Diluted Average Shares,33551398.0,32725633.0,,24268186.0,13681678.0,11966928.0,
Basic Average Shares,33551398.0,32725633.0,,24268186.0,13681678.0,11966928.0,
Diluted EPS,-0.1,-0.14,,-0.34,-0.47,-0.33,
Basic EPS,-0.1,-0.14,,-0.34,-0.47,-0.33,
Diluted NI Availto Com Stockholders,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Net Income Common Stockholders,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Net Income,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Net Income Including Noncontrolling Interests,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Net Income Continuous Operations,-3322000.0,-4436000.0,-2985000.0,-8195000.0,-6393000.0,,
Tax Provision,10000.0,8000.0,-114000.0,-395000.0,12000.0,,
Pretax Income,-3312000.0,-4428000.0,-3099000.0,-8590000.0,-6381000.0,,
Other Income Expense,4000.0,200000.0,-113000.0,-2295000.0,-969000.0,,
Other Non Operating Income Expenses,-5000.0,185000.0,341000.0,85000.0,-978000.0,,
Special Income Charges,9000.0,15000.0,20000.0,-2380000.0,0.0,,
Gain On Sale Of Ppe,9000.0,15000.0,20000.0,-342000.0,0.0,,
Write Off,0.0,0.0,0.0,2038000.0,0.0,,
Gain On Sale Of Security,,,-474000.0,,9000.0,29000.0,466000.0
Net Non Operating Interest Income Expense,11000.0,4000.0,-172000.0,0.0,-565000.0,,
Total Other Finance Cost,,,172000.0,,505000.0,876000.0,
Interest Expense Non Operating,,,0.0,0.0,60000.0,4000.0,-20000.0
Interest Income Non Operating,11000.0,4000.0,,,,,
Operating Income,-3327000.0,-4632000.0,-2814000.0,-6295000.0,-4847000.0,,
Operating Expense,3662000.0,5326000.0,3872000.0,7364000.0,6434000.0,,
Other Operating Expenses,,,0.0,930000.0,,,
Other Taxes,,,0.0,0.0,0.0,,0.0
Depreciation Amortization Depletion Income Statement,330000.0,280000.0,262000.0,307000.0,298000.0,,
Depreciation And Amortization In Income Statement,330000.0,280000.0,262000.0,307000.0,298000.0,,
Depreciation Income Statement,330000.0,280000.0,262000.0,307000.0,298000.0,,
Selling General And Administration,3332000.0,5046000.0,3610000.0,6127000.0,6136000.0,,
General And Administrative Expense,3332000.0,5046000.0,3610000.0,6127000.0,6136000.0,,
Other Gand A,2909000.0,4139000.0,3583000.0,6098000.0,2810000.0,,
Salaries And Wages,423000.0,907000.0,27000.0,29000.0,3326000.0,,
Gross Profit,335000.0,694000.0,1058000.0,1069000.0,1587000.0,,
Cost Of Revenue,1084000.0,476000.0,342000.0,533000.0,538000.0,,
Total Revenue,1419000.0,1170000.0,1400000.0,1602000.0,2125000.0,,
Operating Revenue,1419000.0,1170000.0,1400000.0,1602000.0,2125000.0,,
