,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,104746.739768,-809604.0,-409370.423021,-671398.0,-576925.0
Tax Rate For Calcs,0.200281,0.258,0.130999,0.238,0.235
Normalized EBITDA,219945000.0,186151000.0,198019000.0,213257000.0,195730000.0
Total Unusual Items,523000.0,-3138000.0,-3125000.0,-2821000.0,-2455000.0
Total Unusual Items Excluding Goodwill,523000.0,-3138000.0,-3125000.0,-2821000.0,-2455000.0
Net Income From Continuing Operation Net Minority Interest,111720000.0,78798000.0,100944000.0,100039000.0,90454000.0
Reconciled Depreciation,69904000.0,65647000.0,67452000.0,67015000.0,64968000.0
Reconciled Cost Of Revenue,598994000.0,550891000.0,518674000.0,558511000.0,567440000.0
EBITDA,220468000.0,183013000.0,194894000.0,210436000.0,193275000.0
EBIT,150564000.0,117366000.0,127442000.0,143421000.0,128307000.0
Net Interest Income,-8970000.0,-8537000.0,-8293000.0,-9268000.0,-6959000.0
Interest Expense,10850000.0,11351000.0,11372000.0,12290000.0,10061000.0
Interest Income,1880000.0,2814000.0,3079000.0,3022000.0,3102000.0
Normalized Income,111301746.739768,81126396.0,103659629.576979,102188602.0,92332075.0
Net Income From Continuing And Discontinued Operation,111720000.0,78798000.0,100944000.0,100039000.0,90454000.0
Total Expenses,820037000.0,771815000.0,724638000.0,767130000.0,781738000.0
Total Operating Income As Reported,144393000.0,113448000.0,120107000.0,138297000.0,126010000.0
Diluted Average Shares,67048000.0,67491000.0,67923000.0,67716000.0,67575000.0
Basic Average Shares,65995000.0,66271000.0,66511000.0,66445000.0,66312000.0
Diluted EPS,1.67,1.17,1.49,1.48,1.34
Basic EPS,1.69,1.19,1.52,1.51,1.36
Diluted NI Availto Com Stockholders,111720000.0,78798000.0,100944000.0,100039000.0,90454000.0
Net Income Common Stockholders,111720000.0,78798000.0,100944000.0,100039000.0,90454000.0
Net Income,111720000.0,78798000.0,100944000.0,100039000.0,90454000.0
Minority Interests,-12000.0,135000.0,79000.0,117000.0,-4000.0
Net Income Including Noncontrolling Interests,111732000.0,78663000.0,100865000.0,99922000.0,90458000.0
Net Income Continuous Operations,111732000.0,78663000.0,100865000.0,99922000.0,90458000.0
Tax Provision,27982000.0,27352000.0,15205000.0,31209000.0,27788000.0
Pretax Income,139714000.0,106015000.0,116070000.0,131131000.0,118246000.0
Other Income Expense,2712000.0,-938000.0,913000.0,-1762000.0,-3120000.0
Other Non Operating Income Expenses,-120000.0,114000.0,3783000.0,1136000.0,-795000.0
Special Income Charges,-1579000.0,-2042000.0,-3343000.0,-3864000.0,-2315000.0
Restructuring And Mergern Acquisition,1579000.0,2042000.0,3343000.0,3864000.0,2315000.0
Earnings From Equity Interest,2309000.0,2086000.0,255000.0,-77000.0,130000.0
Gain On Sale Of Security,2102000.0,-1096000.0,218000.0,1043000.0,-140000.0
Net Non Operating Interest Income Expense,-8970000.0,-8537000.0,-8293000.0,-9268000.0,-6959000.0
Interest Expense Non Operating,10850000.0,11351000.0,11372000.0,12290000.0,10061000.0
Interest Income Non Operating,1880000.0,2814000.0,3079000.0,3022000.0,3102000.0
Operating Income,145972000.0,115490000.0,123450000.0,142161000.0,128325000.0
Operating Expense,221043000.0,220924000.0,205964000.0,208619000.0,214298000.0
Depreciation Amortization Depletion Income Statement,69904000.0,65647000.0,67452000.0,67015000.0,64968000.0
Depreciation And Amortization In Income Statement,69904000.0,65647000.0,67452000.0,67015000.0,64968000.0
Selling General And Administration,151139000.0,155277000.0,138512000.0,141604000.0,149330000.0
Gross Profit,367015000.0,336414000.0,329414000.0,350780000.0,342623000.0
Cost Of Revenue,598994000.0,550891000.0,518674000.0,558511000.0,567440000.0
Total Revenue,966009000.0,887305000.0,848088000.0,909291000.0,910063000.0
Operating Revenue,966009000.0,887305000.0,848088000.0,909291000.0,910063000.0
