,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,431751.39,0.0,-2324910.0,,
Tax Rate For Calcs,0.21,0.303,0.21,0.21,0.21,,
Normalized EBITDA,-27890000.0,-17750000.0,-17346926.0,-12212668.0,-6637000.0,,
Total Unusual Items,,,2055959.0,,-11071000.0,-16793000.0,-7139000.0
Total Unusual Items Excluding Goodwill,,,2055959.0,,-11071000.0,-16793000.0,-7139000.0
Net Income From Continuing Operation Net Minority Interest,-24685000.0,-9810000.0,-10288767.0,-9959165.0,-27290000.0,,
Reconciled Depreciation,125000.0,124000.0,87580.0,68420.0,63000.0,,
EBITDA,-27890000.0,-17750000.0,-15290967.0,-12212668.0,-17708000.0,,
EBIT,-28015000.0,-17874000.0,-15378547.0,-12281088.0,-17771000.0,,
Net Interest Income,3761000.0,3653000.0,3328237.0,2546886.0,1716000.0,,
Interest Income,3761000.0,3653000.0,3328237.0,2546886.0,1716000.0,,
Normalized Income,-24685000.0,-9810000.0,-11912974.61,-9959165.0,-18543910.0,,
Net Income From Continuing And Discontinued Operation,-24685000.0,-9810000.0,-10288767.0,-9959165.0,-27290000.0,,
Total Expenses,28015000.0,17874000.0,15378547.0,12281088.0,17771000.0,,
Total Operating Income As Reported,-28015000.0,-17874000.0,-15378547.0,-12281088.0,-17771000.0,,
Diluted Average Shares,140085498.0,138109974.0,,122134375.0,100021539.0,70320242.0,
Basic Average Shares,140085498.0,138109974.0,,122134375.0,100021539.0,70320242.0,
Diluted EPS,-0.18,-0.07,,-0.08,-0.27,-0.34,
Basic EPS,-0.18,-0.07,,-0.08,-0.27,-0.34,
Diluted NI Availto Com Stockholders,-24685000.0,-9810000.0,477645833.0,-9959165.0,-27290000.0,,
Net Income Common Stockholders,-24685000.0,-9810000.0,477645833.0,-9959165.0,-27290000.0,,
Net Income,-24685000.0,-9810000.0,-10288767.0,-9959165.0,-27290000.0,,
Net Income Including Noncontrolling Interests,-24685000.0,-9810000.0,-10288767.0,-9959165.0,-27290000.0,,
Net Income Continuous Operations,-24685000.0,-9810000.0,-10288767.0,-9959165.0,-27290000.0,,
Tax Provision,431000.0,-4411000.0,294416.0,224963.0,164000.0,,
Pretax Income,-24254000.0,-14221000.0,-9994351.0,-9734202.0,-27126000.0,,
Other Income Expense,,,2055959.0,,-11071000.0,-16793000.0,-7139000.0
Gain On Sale Of Security,,,2055959.0,,-11071000.0,-16793000.0,-7139000.0
Net Non Operating Interest Income Expense,3761000.0,3653000.0,3328237.0,2546886.0,1716000.0,,
Interest Income Non Operating,3761000.0,3653000.0,3328237.0,2546886.0,1716000.0,,
Operating Income,-28015000.0,-17874000.0,-15378547.0,-12281088.0,-17771000.0,,
Operating Expense,28015000.0,17874000.0,15378547.0,12281088.0,17771000.0,,
Research And Development,11468000.0,7846000.0,7282146.0,5049070.0,10719000.0,,
Selling General And Administration,16547000.0,10028000.0,8096401.0,7232018.0,7052000.0,,
General And Administrative Expense,16547000.0,10028000.0,8096401.0,7232018.0,7052000.0,,
Other Gand A,16547000.0,10028000.0,16407206.0,4063396.0,7052000.0,,
Salaries And Wages,,,,3168622.0,3676680.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
