,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-3308.449179,-63274.261777,-3223710.0,0.0,-225120.0,
Tax Rate For Calcs,0.029021,0.041275,0.21,0.030864,0.21,
Normalized EBITDA,28251000.0,31805000.0,22532000.0,20908000.0,8591000.0,
Total Unusual Items,-114000.0,-1533000.0,-15351000.0,0.0,-1072000.0,
Total Unusual Items Excluding Goodwill,-114000.0,-1533000.0,-15351000.0,0.0,-1072000.0,
Net Income From Continuing Operation Net Minority Interest,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Reconciled Depreciation,4864000.0,4856000.0,4862000.0,4893000.0,4843000.0,
Reconciled Cost Of Revenue,7115000.0,8574000.0,5552000.0,3870000.0,6721000.0,
EBITDA,28137000.0,30272000.0,7181000.0,20908000.0,7519000.0,
EBIT,23273000.0,25416000.0,2319000.0,16015000.0,2676000.0,
Net Interest Income,2073000.0,2502000.0,2842000.0,3059000.0,2991000.0,
Interest Expense,1117000.0,1067000.0,1146000.0,1208000.0,1198000.0,
Interest Income,3190000.0,3569000.0,3988000.0,4267000.0,4189000.0,
Normalized Income,21623691.550821,24813725.738223,13556290.0,14350000.0,1568880.0,
Net Income From Continuing And Discontinued Operation,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Total Expenses,49811000.0,39085000.0,46185000.0,56023000.0,57633000.0,
Total Operating Income As Reported,20083000.0,21847000.0,-1669000.0,11748000.0,-1513000.0,
Diluted Average Shares,,138917000.0,147675000.0,145651000.0,144110000.0,144013000.0
Basic Average Shares,,138917000.0,142179000.0,143051000.0,143327000.0,144013000.0
Diluted EPS,,0.16,0.01,0.1,0.01,-0.07
Basic EPS,,0.16,0.01,0.1,0.01,-0.07
Diluted NI Availto Com Stockholders,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Net Income Common Stockholders,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Net Income,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Net Income Including Noncontrolling Interests,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Net Income Continuous Operations,21513000.0,23344000.0,1429000.0,14350000.0,722000.0,
Tax Provision,643000.0,1005000.0,-256000.0,457000.0,756000.0,
Pretax Income,22156000.0,24349000.0,1173000.0,14807000.0,1478000.0,
Other Income Expense,-114000.0,-1533000.0,-15351000.0,,-1072000.0,-6683000.0
Special Income Charges,-114000.0,-1533000.0,-15351000.0,0.0,-1072000.0,
Other Special Charges,,,,,186000.0,919000.0
Restructuring And Mergern Acquisition,114000.0,1533000.0,16456000.0,0.0,886000.0,
Net Non Operating Interest Income Expense,2073000.0,2502000.0,2842000.0,3059000.0,2991000.0,
Interest Expense Non Operating,1117000.0,1067000.0,1146000.0,1208000.0,1198000.0,
Interest Income Non Operating,3190000.0,3569000.0,3988000.0,4267000.0,4189000.0,
Operating Income,20197000.0,23380000.0,13682000.0,11748000.0,-441000.0,
Operating Expense,42696000.0,30511000.0,40633000.0,49988000.0,48724000.0,
Other Operating Expenses,9246000.0,4429000.0,-4506000.0,4574000.0,-290000.0,
Depreciation Amortization Depletion Income Statement,,,,2728000.0,2655000.0,2842000.0
Depreciation And Amortization In Income Statement,,,,2728000.0,2655000.0,2842000.0
Depreciation Income Statement,,,,2728000.0,2655000.0,2842000.0
Research And Development,7432000.0,5743000.0,8107000.0,3047000.0,4080000.0,
Selling General And Administration,26018000.0,20339000.0,45257000.0,39639000.0,42279000.0,
Selling And Marketing Expense,848000.0,970000.0,,,,3278000.0
General And Administrative Expense,25170000.0,19369000.0,31163000.0,39639000.0,42279000.0,
Other Gand A,10289000.0,10742000.0,7211000.0,14264000.0,15932000.0,
Salaries And Wages,14881000.0,8627000.0,23952000.0,25375000.0,26347000.0,
Gross Profit,62893000.0,53891000.0,54315000.0,61736000.0,48283000.0,
Cost Of Revenue,7115000.0,8574000.0,5552000.0,6035000.0,8909000.0,
Total Revenue,70008000.0,62465000.0,59867000.0,67771000.0,57192000.0,
Operating Revenue,70008000.0,62465000.0,59867000.0,67771000.0,57192000.0,
