,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-7683012.346946,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.111259,0.307,0.251,0.21,0.259007
Normalized EBITDA,40051000.0,34993000.0,50569000.0,38199000.0,72217000.0
Total Unusual Items,-69055000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-69055000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,-52146000.0,3300000.0,18066000.0,3999000.0,31550000.0
Reconciled Depreciation,12536000.0,12252000.0,11597000.0,11400000.0,11190000.0
Reconciled Cost Of Revenue,457538000.0,442004000.0,298807000.0,369927000.0,515621000.0
EBITDA,-29004000.0,34993000.0,50569000.0,38199000.0,72217000.0
EBIT,-41540000.0,22741000.0,38972000.0,26799000.0,61027000.0
Net Interest Income,-16936000.0,-18179000.0,-18745000.0,-17927000.0,-18229000.0
Interest Expense,16936000.0,18179000.0,18745000.0,17927000.0,18229000.0
Normalized Income,9225987.653054,3300000.0,18066000.0,3999000.0,31550000.0
Net Income From Continuing And Discontinued Operation,-52146000.0,3300000.0,18066000.0,3999000.0,31550000.0
Total Expenses,629644000.0,608774000.0,429489000.0,536323000.0,696693000.0
Total Operating Income As Reported,-41540000.0,22741000.0,38972000.0,26799000.0,61027000.0
Diluted Average Shares,21515092.0,23324347.0,23385374.0,23199765.0,23049097.0
Basic Average Shares,21515092.0,22616518.0,22615629.0,22322097.0,22268758.0
Diluted EPS,-2.42,0.14,0.77,0.17,1.37
Basic EPS,-2.42,0.15,0.8,0.18,1.42
Diluted NI Availto Com Stockholders,-52146000.0,3300000.0,18066000.0,3999000.0,31550000.0
Net Income Common Stockholders,-52146000.0,3300000.0,18066000.0,3999000.0,31550000.0
Net Income,-52146000.0,3300000.0,18066000.0,3999000.0,31550000.0
Minority Interests,-176000.0,138000.0,-58000.0,-732000.0,-163000.0
Net Income Including Noncontrolling Interests,-51970000.0,3162000.0,18124000.0,4731000.0,31713000.0
Net Income Continuous Operations,-51970000.0,3162000.0,18124000.0,4731000.0,31713000.0
Tax Provision,-6506000.0,1400000.0,2103000.0,4141000.0,11085000.0
Pretax Income,-58476000.0,4562000.0,20227000.0,8872000.0,42798000.0
Other Income Expense,-69055000.0,,,,
Special Income Charges,-69055000.0,,,,0.0
Impairment Of Capital Assets,69055000.0,,,,0.0
Net Non Operating Interest Income Expense,-16936000.0,-18179000.0,-18745000.0,-17927000.0,-18229000.0
Interest Expense Non Operating,16936000.0,18179000.0,18745000.0,17927000.0,18229000.0
Operating Income,27515000.0,22741000.0,38972000.0,26799000.0,61027000.0
Operating Expense,172106000.0,166770000.0,130682000.0,166396000.0,181072000.0
Selling General And Administration,172106000.0,166770000.0,130682000.0,166396000.0,181072000.0
Gross Profit,199621000.0,189511000.0,169654000.0,193195000.0,242099000.0
Cost Of Revenue,457538000.0,442004000.0,298807000.0,369927000.0,515621000.0
Total Revenue,657159000.0,631515000.0,468461000.0,563122000.0,757720000.0
Operating Revenue,657159000.0,631515000.0,468461000.0,563122000.0,757720000.0
