,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-2234000.0,-1938000.0,-2850000.0,-2789000.0,-2504000.0,
Total Unusual Items,648000.0,-7000.0,-116000.0,316000.0,-373000.0,
Total Unusual Items Excluding Goodwill,648000.0,-7000.0,-116000.0,316000.0,-373000.0,
Net Income From Continuing Operation Net Minority Interest,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Reconciled Depreciation,407000.0,397000.0,406000.0,675000.0,424000.0,
Reconciled Cost Of Revenue,1920000.0,2313000.0,1805000.0,2478000.0,2151000.0,
EBITDA,-1586000.0,-1945000.0,-2966000.0,-2473000.0,-2877000.0,
EBIT,-1993000.0,-2342000.0,-3372000.0,-3148000.0,-3301000.0,
Net Interest Income,-79000.0,-74000.0,-57000.0,-66000.0,-64000.0,
Interest Expense,79000.0,74000.0,57000.0,66000.0,64000.0,
Normalized Income,-2720000.0,-2409000.0,-3313000.0,-3530000.0,-2992000.0,
Net Income From Continuing And Discontinued Operation,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Total Expenses,6768000.0,7285000.0,7012000.0,8296000.0,7538000.0,
Total Operating Income As Reported,-2639000.0,-2335000.0,-3256000.0,-3449000.0,-2931000.0,
Diluted Average Shares,20310000.0,18224000.0,17419000.0,,14073000.0,13637000.0
Basic Average Shares,20310000.0,18224000.0,17419000.0,,14073000.0,13637000.0
Diluted EPS,-0.1,-0.13,-0.2,,-0.24,-0.31
Basic EPS,-0.1,-0.13,-0.2,,-0.24,-0.31
Diluted NI Availto Com Stockholders,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Net Income Common Stockholders,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Net Income,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Net Income Including Noncontrolling Interests,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Net Income Continuous Operations,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Pretax Income,-2072000.0,-2416000.0,-3429000.0,-3214000.0,-3365000.0,
Other Income Expense,646000.0,-7000.0,-116000.0,301000.0,-370000.0,
Other Non Operating Income Expenses,-2000.0,,,-15000.0,3000.0,-30000.0
Gain On Sale Of Security,648000.0,-7000.0,-116000.0,316000.0,-373000.0,
Net Non Operating Interest Income Expense,-79000.0,-74000.0,-57000.0,-66000.0,-64000.0,
Interest Expense Non Operating,79000.0,74000.0,57000.0,66000.0,64000.0,
Operating Income,-2639000.0,-2335000.0,-3256000.0,-3449000.0,-2931000.0,
Operating Expense,4848000.0,4972000.0,5207000.0,5818000.0,5387000.0,
Research And Development,777000.0,1116000.0,1136000.0,1313000.0,1159000.0,
Selling General And Administration,4071000.0,3856000.0,4071000.0,4505000.0,4228000.0,
Selling And Marketing Expense,1760000.0,1846000.0,1818000.0,1983000.0,2052000.0,
General And Administrative Expense,2311000.0,2010000.0,2253000.0,2522000.0,2176000.0,
Other Gand A,2311000.0,2010000.0,2253000.0,2522000.0,2176000.0,
Gross Profit,2209000.0,2637000.0,1951000.0,2369000.0,2456000.0,
Cost Of Revenue,1920000.0,2313000.0,1805000.0,2478000.0,2151000.0,
Total Revenue,4129000.0,4950000.0,3756000.0,4847000.0,4607000.0,
Operating Revenue,4129000.0,4797000.0,3756000.0,4488000.0,4607000.0,
